FIPSSTCO,ct00,STFID,HH_16,TotalPop16,Emp_16,Cons_16,Manu_16,TCU_16,Whol_16,Retail_16,FIRE_16,Serv_16,Govt_16,HH_20,TotalPop20,Emp_20,Cons_20,Manu_20,TCU_20,Whol_20,Retail_20,FIRE_20,Serv_20,Govt_20,HH_24,TotalPop24,Emp_24,Cons_24,Manu_24,TCU_24,Whol_24,Retail_24,FIRE_24,Serv_24,Govt_24,HH_25,TotalPop25,Emp_25,Cons_25,Manu_25,TCU_25,Whol_25,Retail_25,FIRE_25,Serv_25,Govt_25,HH_30,TotalPop30,Emp_30,Cons_30,Manu_30,TCU_30,Whol_30,Retail_30,FIRE_30,Serv_30,Govt_30,HH_40,TotalPop40,Emp_40,Cons_40,Manu_40,TCU_40,Whol_40,Retail_40,FIRE_40,Serv_40,Govt_40,GlobalID,last_edite,Shape_Leng,Shape_Area
13117,1305.02,13117130502,6467,17271,7717,375,203,130,311,3007,240,3421,30,7324,19245,8342,397,204,133,309,3109,270,3881,39,8138,21236,8869,410,206,136,299,3179,292,4298,49,8341,21747,9009,412,206,137,297,3201,298,4407,51,9330,24211,9863,425,212,141,285,3351,332,5056,61,11156,28707,11952,454,234,149,256,3736,406,6636,81,,,108536.64007185,537615553.073021
13117,1306,13117130600,21028,61532,34166,2948,4796,878,4861,4918,2224,13520,21,22881,66317,36458,3183,4803,905,4797,5087,2517,15135,31,24349,70058,38093,3310,4810,916,4639,5212,2721,16443,42,24700,70949,38521,3334,4828,916,4599,5248,2778,16774,44,26432,75492,41143,3490,5012,940,4421,5489,3102,18636,53,29994,84459,46650,3822,5646,990,3959,6127,3760,22273,73,,,171984.256077747,1234222693.94815
13121,1,13121000100,2045,4225,715,8,115,1,9,177,20,382,3,2075,4295,737,9,115,1,9,178,22,399,4,2114,4364,759,9,116,1,9,181,23,415,5,2122,4375,762,9,116,1,9,181,23,418,5,2164,4443,784,9,116,1,9,182,24,438,5,2234,4575,846,9,118,1,9,188,27,487,7,,,29472.9573401424,34926034.4721918
13121,2,13121000200,2952,5721,3398,77,9,209,85,1392,182,1427,17,2988,5776,4482,85,9,209,85,1473,211,2323,87,3040,5845,5447,89,10,201,82,1525,233,3162,145,3054,5864,5713,90,10,199,81,1542,239,3393,159,3112,5934,7301,95,10,196,77,1649,272,4767,235,3227,6108,11266,106,11,187,67,1960,343,8207,385,,,24523.1413175738,31226487.1581041
13121,4,13121000400,1898,3317,12627,81,130,1257,63,669,2002,8422,3,2101,3269,13761,86,130,1278,63,688,2172,9338,6,2426,3756,14668,88,131,1283,60,702,2306,10089,9,2509,3880,14910,89,131,1284,59,705,2344,10288,10,2900,4454,16265,91,135,1307,55,726,2559,11379,13,3603,5495,18879,97,148,1343,45,776,2994,13456,20,,,22069.943887793,17102768.8586161
13121,5,13121000500,4808,9625,14973,310,468,1588,69,2632,2738,7101,67,5255,10426,16506,335,469,1586,69,2784,3130,8052,81,5880,11437,17650,347,470,1554,66,2882,3425,8812,94,6035,11698,17963,350,472,1545,65,2911,3510,9013,97,6797,12989,19759,365,490,1531,61,3099,3990,10112,111,8343,15586,23321,398,553,1493,51,3592,4990,12103,141,,,32654.6745375634,35621680.5598456
13121,6,13121000600,2499,6751,3952,55,70,865,123,1719,103,596,421,2836,7515,4020,56,70,870,123,1732,108,612,449,3237,8372,4071,57,71,873,120,1741,111,627,471,3337,8594,4085,57,71,874,119,1744,112,631,477,3822,9702,4158,57,71,880,115,1761,118,649,507,4704,11593,4320,58,72,892,105,1805,132,690,566,,,17358.5689083032,15544241.8494551
13121,7,13121000700,409,10306,2146,85,281,116,70,68,10,711,805,441,10383,2240,86,281,117,70,69,11,734,872,459,9887,2318,87,281,118,67,71,12,755,927,461,9849,2336,87,281,118,66,71,12,760,941,473,9643,2430,88,283,118,62,71,12,783,1013,519,9222,2627,89,289,120,52,73,14,833,1157,,,22398.7037654087,18700969.9784713
13121,8,13121000800,1161,2740,1140,9,35,23,57,287,117,612,0,1194,2810,1380,11,36,23,57,326,143,783,1,1243,2925,1566,13,37,22,54,352,164,922,2,1252,2939,1611,13,37,22,53,360,169,955,2,1297,3032,1878,14,42,21,49,407,200,1143,2,1382,3198,2402,17,62,19,39,519,267,1476,3,,,15691.953927422,10808871.5606127
13121,10,13121001000,1621,23980,20972,414,96,2564,57,2118,956,14416,351,1627,23896,22389,435,96,2568,57,2161,1046,15562,464,1632,22722,23566,446,98,2557,57,2194,1123,16533,558,1633,22633,23867,448,98,2553,57,2200,1144,16786,581,1638,22110,25569,461,98,2554,57,2250,1264,18182,703,1648,21040,29078,487,101,2546,57,2377,1525,21040,945,,,24981.6545009942,29173488.9456128
13121,11,13121001100,2686,4641,6426,21,1,48,43,1067,2251,2988,7,2752,4731,7002,22,1,48,43,1101,2458,3322,7,2843,4882,7442,23,1,47,43,1124,2599,3596,9,2861,4906,7558,23,1,47,43,1131,2638,3666,9,2956,5043,8209,23,1,46,43,1172,2866,4049,9,3195,5392,9474,24,1,45,43,1267,3325,4760,9,,,9697.87840051731,5067922.6746662
13121,12,13121001200,5629,8503,7962,284,23,1805,66,1315,1041,2983,445,5877,8818,8237,286,23,1809,66,1326,1108,3131,488,6049,8995,8445,287,23,1799,63,1334,1154,3259,526,6092,9043,8501,287,23,1797,62,1336,1166,3295,535,6288,9249,8834,287,23,1797,58,1349,1241,3497,582,6651,9615,9555,288,24,1788,48,1380,1391,3961,675,,,13823.0103893337,11408777.014141
13121,13,13121001300,2409,3839,2773,13,1,29,8,1211,44,1010,457,2445,3870,2773,13,1,29,8,1211,44,1010,457,2549,4029,2775,13,1,29,8,1212,44,1010,458,2572,4060,2775,13,1,29,8,1212,44,1010,458,2690,4219,2775,13,1,29,8,1212,44,1010,458,2874,4463,2776,13,1,29,8,1212,44,1011,458,,,15014.394086684,14121159.7789873
13121,14,13121001400,1517,2252,870,1,108,43,8,384,95,231,0,1523,2255,903,1,108,43,8,393,104,246,0,1544,2281,939,1,109,43,8,400,114,263,1,1550,2288,947,1,109,43,8,402,116,267,1,1569,2305,993,1,111,43,8,414,128,287,1,1606,2345,1106,1,119,43,8,445,158,331,1,,,12339.1802953323,8063490.64089431
13121,15,13121001500,2711,4085,1455,3,22,21,27,719,92,571,0,2713,4072,1455,3,22,21,27,719,92,571,0,2785,4161,1457,3,22,21,27,720,92,572,0,2801,4180,1457,3,22,21,27,720,92,572,0,2885,4282,1457,3,22,21,27,720,92,572,0,3041,4497,1458,3,22,21,27,720,92,573,0,,,13708.8632943751,11826172.2230854
13121,16,13121001600,1516,2277,1467,4,2,75,6,935,20,395,30,1601,2396,1523,5,2,76,6,954,22,422,36,1677,2505,1570,5,2,78,6,967,24,446,42,1692,2524,1580,5,2,78,6,971,24,451,43,1774,2630,1644,5,2,79,6,995,25,483,49,2033,2994,1791,5,2,83,6,1056,28,549,62,,,15733.7466794538,10003683.2762634
13121,17,13121001700,1864,3595,1342,79,34,186,22,50,139,827,5,1903,3631,1362,80,34,187,22,50,141,843,5,1928,3651,1386,81,34,187,22,52,143,861,6,1931,3649,1389,81,34,187,22,52,143,864,6,1945,3649,1410,81,34,187,22,53,143,884,6,2108,3894,1475,82,34,186,22,54,145,945,7,,,14241.6992784286,13241191.359214
13121,18,13121001800,2448,3824,4982,1,0,1555,3,76,27,3308,12,3024,4665,5009,1,0,1557,3,76,27,3327,18,3312,5088,5034,1,0,1558,3,77,28,3343,24,3384,5191,5037,1,0,1558,3,77,28,3345,25,3726,5671,5059,1,0,1558,3,77,28,3361,31,4211,6300,5098,1,0,1559,3,77,28,3386,44,,,13600.3578752865,9799690.21571255
13121,19,13121001900,2329,4618,28227,66,285,373,1688,4165,3851,14056,3743,2571,4980,29294,68,285,374,1655,4272,3993,14736,3911,2819,5425,30186,69,286,375,1611,4346,4098,15350,4051,2880,5534,30412,69,286,377,1595,4366,4128,15506,4085,3162,6048,31743,69,288,375,1543,4494,4292,16416,4266,3625,6780,34643,70,294,378,1400,4793,4631,18449,4628,,,15212.5250176375,10850640.0809483
13121,21,13121002100,1571,4596,7937,26,3479,699,1,869,187,2359,317,1996,5396,8432,30,3490,698,1,923,235,2673,382,2458,6048,8815,32,3508,683,1,964,269,2923,435,2572,6226,8938,32,3534,680,1,973,278,2991,449,3129,7071,9825,34,3839,674,1,1044,332,3382,519,4168,8843,12065,38,4890,657,1,1218,441,4162,658,,,14515.5823349654,9126013.5432088
13121,22,13121002200,211,531,777,8,13,204,90,5,60,378,19,255,659,880,9,13,210,90,6,71,455,26,311,805,968,10,14,214,87,7,82,522,32,322,826,989,10,14,214,86,7,85,539,34,376,945,1104,10,14,220,82,7,99,630,42,509,1279,1338,11,16,228,72,8,131,814,58,,,12582.4067615598,9061983.76840856
13121,23,13121002300,1226,3042,559,67,103,0,0,13,23,128,225,1258,3142,681,77,103,0,0,14,28,147,312,1298,3233,783,82,104,0,0,15,32,166,384,1306,3252,807,83,104,0,0,15,34,169,402,1346,3356,942,88,113,0,0,16,39,189,497,1440,3578,1235,101,145,0,0,21,53,230,685,,,16695.4405093666,12037330.1930058
13121,24,13121002400,1106,2665,342,3,0,7,62,120,26,102,22,1131,2753,384,3,0,7,62,130,30,122,30,1190,2903,420,4,0,7,59,137,34,141,38,1199,2918,427,4,0,7,58,138,35,145,40,1253,3044,469,4,0,7,54,152,39,164,49,1355,3267,563,4,0,7,44,183,48,210,67,,,16485.630719209,14762968.4837992
13121,25,13121002500,1122,2337,484,1,3,42,4,192,23,211,8,1261,2619,504,1,3,43,4,197,24,223,9,1316,2730,526,1,3,44,4,201,27,235,11,1326,2743,529,1,3,44,4,201,28,237,11,1380,2851,553,1,3,45,4,209,30,249,12,1445,2958,611,1,3,47,4,226,36,279,15,,,12369.0485390194,9401210.351739
13121,26,13121002600,627,1412,863,0,0,200,0,313,150,200,0,726,1631,1006,0,0,228,0,358,182,238,0,807,1821,1108,0,0,241,0,388,209,270,0,824,1853,1137,0,0,244,0,397,218,278,0,903,2013,1296,0,0,269,0,453,260,314,0,1141,2478,1623,0,0,308,0,581,354,380,0,,,12920.1886916809,9864663.32064879
13121,27,13121002700,1267,4812,45020,239,680,12722,119,2070,2051,20728,6411,1447,5220,48035,243,680,12708,119,2101,2129,22451,7604,1720,5678,50401,245,682,12512,116,2132,2195,23935,8584,1789,5812,51005,245,682,12467,115,2137,2212,24328,8819,2100,6396,54590,246,686,12369,111,2177,2303,26587,10111,2972,8087,62300,250,701,12126,101,2279,2505,31663,12675,,,13604.4857921742,8707494.66326054
13121,28,13121002800,1790,9528,8996,5,0,88,1,637,418,7455,392,1930,9723,9089,5,0,88,1,640,424,7511,420,2064,9584,9176,5,0,88,1,644,430,7565,443,2094,9600,9197,5,0,88,1,645,431,7578,449,2250,9673,9311,5,0,88,1,651,436,7652,478,2418,9560,9571,5,0,88,1,662,450,7828,537,,,11811.582312809,8483323.59314792
13121,29,13121002900,1478,3227,1280,11,34,44,14,284,47,808,38,1487,3222,1396,12,34,45,14,294,53,898,46,1497,3187,1498,13,35,46,14,302,59,975,54,1499,3186,1524,13,35,46,14,304,60,996,56,1503,3151,1675,13,35,46,14,317,69,1116,65,1537,3149,2036,14,39,49,14,349,86,1402,83,,,11801.3417020619,7542434.59578162
13121,30,13121003000,1809,3149,604,35,16,38,25,219,5,263,3,1837,3177,627,36,16,38,25,222,6,280,4,1896,3281,649,37,17,38,25,225,7,295,5,1909,3300,653,37,17,38,25,226,7,298,5,1969,3387,676,37,17,37,25,232,8,315,5,2013,3435,731,38,18,37,25,243,9,355,6,,,21646.1912145333,13427348.3975269
13121,31,13121003100,859,2110,498,1,256,0,23,53,27,138,0,888,2170,524,1,256,0,23,55,33,156,0,920,2246,549,1,257,0,23,57,37,174,0,926,2261,555,1,258,0,23,57,38,178,0,952,2323,596,1,270,0,23,61,42,199,0,1037,2489,712,1,312,0,23,71,54,251,0,,,14071.2464521437,9432172.15379763
13121,32,13121003200,1397,2416,750,58,35,278,25,225,59,70,0,1443,2477,755,59,35,278,25,225,61,72,0,1477,2519,760,59,35,279,25,227,62,73,0,1485,2528,760,59,35,279,25,227,62,73,0,1521,2574,760,59,35,278,25,227,63,73,0,1681,2821,770,59,35,279,25,230,67,75,0,,,14781.7792874644,10749736.4533977
13121,33,13121003300,979,2067,6833,102,0,47,103,220,41,6297,23,1047,2180,7116,132,0,48,103,242,52,6506,33,1144,2354,7394,148,0,47,100,259,61,6737,42,1166,2387,7468,152,0,46,99,262,63,6802,44,1275,2562,7893,171,0,45,95,289,76,7163,54,1462,2873,8889,211,0,43,85,352,105,8017,76,,,13342.1876299399,7427434.29976565
13121,35,13121003500,1191,6612,32315,25,42,2375,233,3979,697,11126,13838,1450,7036,35412,26,42,2486,233,4059,790,11953,15823,1756,7791,37943,26,42,2566,227,4120,864,12645,17453,1828,8011,38573,26,42,2589,225,4137,884,12823,17847,2148,8962,42044,26,46,2730,217,4250,987,13790,19998,3036,8782,48988,26,55,2991,197,4548,1216,15688,24267,,,26037.0431516295,15998370.9107113
13121,36,13121003600,1102,2175,477,0,140,3,0,40,71,202,21,1281,2450,525,0,140,4,0,43,84,225,29,1409,2648,564,0,141,4,0,46,95,242,36,1439,2690,572,0,141,4,0,47,98,244,38,1585,2902,623,0,150,4,0,49,116,258,46,1785,3152,732,0,179,5,0,57,155,273,63,,,8721.70440884387,4206588.27620714
13121,37,13121003700,90,248,9,1,0,4,1,0,1,2,0,91,249,12,2,0,4,2,0,1,3,0,94,252,18,2,1,4,3,2,1,5,0,94,252,18,2,1,4,3,2,1,5,0,94,252,17,2,1,3,3,2,1,5,0,98,264,26,3,5,4,2,2,2,8,0,,,4638.99076351625,962786.615429398
13121,38,13121003800,780,7181,1328,0,0,94,0,172,10,1046,6,834,7282,1457,0,0,94,0,180,10,1161,12,854,6996,1571,0,0,94,0,186,11,1263,17,857,6976,1599,0,0,94,0,188,11,1288,18,865,6849,1758,0,0,94,0,202,11,1427,24,903,6592,2097,0,0,94,0,242,11,1714,36,,,16520.8153264597,9001671.45285099
13121,39,13121003900,1103,2742,279,0,0,3,0,30,2,244,0,1115,2747,303,0,0,3,0,31,2,267,0,1130,2761,329,0,0,4,0,32,2,291,0,1134,2765,335,0,0,4,0,32,2,297,0,1145,2771,367,0,0,4,0,32,2,329,0,1195,2837,438,0,0,4,0,34,3,397,0,,,13136.3020938338,9213525.80120979
13121,40,13121004000,1064,2645,312,12,0,4,0,26,3,266,1,1071,2643,386,16,0,4,0,31,3,329,3,1088,2663,447,18,0,4,0,34,4,382,5,1091,2666,465,18,0,4,0,35,4,399,5,1100,2671,556,20,0,3,0,43,4,479,7,1164,2773,761,25,0,2,0,64,6,653,11,,,17804.0023321747,17175042.167665
13121,41,13121004100,948,2557,454,158,0,34,0,130,10,122,0,951,2552,459,159,0,34,0,130,10,126,0,956,2537,467,159,0,34,0,131,11,132,0,957,2538,468,159,0,34,0,131,11,133,0,957,2521,471,159,0,34,0,131,11,136,0,1017,2629,486,160,0,34,0,132,11,149,0,,,16310.2797626729,13284274.2067513
13121,42,13121004200,1279,2609,1167,0,0,57,1,459,217,399,34,1364,2747,1232,0,0,58,1,467,231,431,44,1425,2871,1290,0,0,59,1,473,241,465,51,1435,2882,1304,0,0,59,1,475,244,472,53,1491,2976,1380,0,0,60,1,486,257,515,61,1582,3081,1571,0,0,62,1,519,287,622,80,,,16909.9121071134,13413202.4608809
13121,43,13121004300,352,9599,2828,1,1,0,4,100,107,2615,0,357,9612,2904,1,1,0,4,101,112,2685,0,376,9127,2973,1,1,0,4,102,115,2750,0,380,9094,2991,1,1,0,4,102,116,2767,0,396,8900,3089,1,1,0,4,103,122,2858,0,423,8456,3288,1,1,0,4,105,135,3042,0,,,13938.7387761488,6559496.75912041
13121,44,13121004400,530,1330,428,0,27,100,0,5,40,208,48,542,1346,440,0,27,100,0,5,41,213,54,556,1365,455,0,27,101,0,6,43,218,60,557,1366,458,0,27,101,0,6,43,219,62,567,1384,473,0,27,102,0,6,43,226,69,601,1429,506,0,27,103,0,6,44,243,83,,,12538.0482021306,8817969.7717925
13121,46,13121004600,831,2589,675,0,0,85,3,18,8,474,87,1062,3111,705,0,0,87,3,19,8,495,93,1293,3585,735,0,0,89,3,19,9,516,99,1352,3721,743,0,0,90,3,19,9,522,100,1632,4333,779,0,0,92,3,19,9,551,105,2153,5412,873,0,0,97,3,20,10,626,117,,,15351.5102798728,12865894.309466
13121,48,13121004800,1595,4025,143,0,0,0,0,0,72,71,0,1910,4779,196,0,0,0,0,0,90,106,0,2186,5427,245,0,0,0,0,0,108,137,0,2253,5587,256,0,0,0,0,0,112,144,0,2589,6398,320,0,0,0,0,0,138,182,0,3248,7926,451,0,0,0,0,0,196,255,0,,,8366.6684201822,4076981.85139296
13121,49,13121004900,1180,2475,1145,4,116,137,3,345,25,495,20,1218,2538,1250,4,117,145,3,365,29,560,27,1284,2662,1343,5,118,151,3,380,34,619,33,1298,2683,1366,5,118,153,3,383,35,634,35,1367,2800,1501,5,123,164,3,405,39,720,42,1488,2977,1819,5,143,184,3,461,51,914,58,,,16585.0543980229,12271937.2368315
13121,50,13121005000,958,2384,635,54,6,3,26,120,33,325,68,995,2445,660,56,6,3,26,121,35,336,77,1013,2441,686,57,6,3,26,124,38,348,84,1016,2442,689,57,6,3,26,124,38,349,86,1022,2424,710,57,6,3,26,125,38,360,95,1083,2466,775,58,6,3,26,129,41,399,113,,,16269.3328681179,14586679.5696805
13121,52,13121005200,2119,5093,943,8,26,4,17,508,25,272,83,2142,5113,1072,9,26,4,17,535,29,313,139,2206,5212,1178,10,27,4,17,554,32,349,185,2219,5231,1204,10,27,4,17,559,33,358,196,2284,5343,1346,10,27,4,17,589,36,406,257,2464,5629,1653,11,31,4,17,664,46,503,377,,,23184.1796914112,24303877.2388171
13121,53,13121005300,1710,4001,920,33,133,3,72,65,8,481,125,1748,4054,935,35,133,3,72,65,8,489,130,1800,4150,954,35,135,3,69,66,9,502,135,1808,4159,956,35,135,3,68,66,9,503,137,1846,4212,970,35,137,3,64,67,9,513,142,1991,4439,1011,35,146,3,54,68,9,543,153,,,22948.0059225813,23738455.7356383
13121,55.01,13121005501,1061,3185,148,4,5,20,30,0,0,68,21,1063,3173,166,5,5,21,30,0,0,76,29,1081,3206,181,5,5,22,30,0,0,84,35,1083,3208,184,5,5,22,30,0,0,85,37,1090,3224,200,5,5,23,30,0,0,92,45,1127,3281,237,5,6,25,30,0,0,109,62,,,15964.4797503941,12747952.5571713
13121,55.02,13121005502,1251,3130,458,23,0,68,52,20,33,178,84,1265,3133,515,24,0,70,52,20,36,197,116,1291,3167,566,25,0,72,49,22,39,216,143,1296,3178,576,25,0,72,48,22,39,220,150,1319,3221,635,25,0,74,44,23,41,243,185,1371,3291,762,26,0,78,34,24,45,301,254,,,21428.3370349981,18273925.2981373
13121,56,13121005600,739,2075,583,4,19,14,87,133,19,265,42,744,2061,595,4,19,14,87,134,19,273,45,758,2084,603,4,19,14,84,135,19,281,47,759,2085,605,4,19,14,83,135,19,283,48,765,2086,615,4,19,14,79,135,19,294,51,784,2093,644,4,19,14,69,137,19,325,57,,,16496.9596374857,11742360.6111501
13121,57,13121005700,583,1627,83,4,15,0,7,7,1,27,22,612,1693,96,5,15,0,7,7,1,31,30,648,1784,111,6,15,0,7,8,2,35,38,655,1800,114,6,15,0,7,8,2,36,40,686,1879,131,6,17,0,7,8,2,42,49,790,2121,171,7,22,0,7,10,2,56,67,,,15641.2144636297,8645887.10056811
13121,58,13121005800,853,2698,809,0,385,26,143,50,75,128,2,965,3034,868,0,386,28,143,54,89,146,22,1039,3246,918,0,388,30,140,58,99,165,38,1057,3297,930,0,390,31,139,59,101,168,42,1138,3554,1010,0,417,33,135,62,113,186,64,1323,4068,1217,0,511,38,125,74,140,223,106,,,21897.7110681399,13386021.1915232
13121,60,13121006000,1877,4892,346,0,0,2,0,234,9,69,32,1885,4886,355,0,0,2,0,235,9,72,37,1887,4841,362,0,0,2,0,236,9,74,41,1887,4837,364,0,0,2,0,236,9,75,42,1890,4815,373,0,0,2,0,236,9,80,46,1913,4784,396,0,0,2,0,237,9,92,56,,,20766.2999295771,17540121.9455662
13121,61,13121006100,1619,4402,168,0,0,0,5,6,4,153,0,1674,4508,168,0,0,0,5,6,4,153,0,1735,4636,171,0,0,0,5,6,4,156,0,1748,4662,171,0,0,0,5,6,4,156,0,1808,4800,171,0,0,0,5,6,4,156,0,1883,4909,174,0,0,0,5,6,4,159,0,,,23145.9050886573,23746993.8577296
13121,62,13121006200,643,1740,84,0,10,5,8,21,1,26,13,654,1746,117,0,10,5,8,27,2,33,32,703,1875,147,0,11,5,8,32,3,40,48,711,1889,153,0,11,5,8,33,3,41,52,756,1994,195,0,15,5,8,43,3,47,74,898,2315,291,0,30,5,8,70,4,58,116,,,13816.315632732,10956265.8286622
13121,63,13121006300,997,2598,572,0,23,310,10,75,3,148,3,1014,2610,590,0,23,316,10,76,3,154,8,1033,2647,610,0,24,321,10,78,4,161,12,1036,2650,614,0,24,322,10,78,4,163,13,1052,2687,633,0,24,329,10,79,4,170,17,1113,2782,679,0,25,343,10,83,5,186,27,,,17386.8445194847,14238540.1708104
13121,64,13121006400,568,2057,390,0,0,24,0,48,0,111,207,575,2071,420,0,0,25,0,48,0,116,231,614,2205,448,0,0,25,0,50,0,122,251,619,2222,455,0,0,25,0,50,0,124,256,649,2339,488,0,0,25,0,50,0,130,283,722,2574,561,0,0,26,0,53,0,147,335,,,17420.7253540799,13374646.1879919
13121,65,13121006500,1639,5305,1213,3,7,57,13,27,1,1091,14,1703,5462,1282,3,7,57,13,27,1,1155,19,1786,5628,1341,3,7,58,13,28,1,1206,25,1802,5659,1354,3,7,58,13,28,1,1218,26,1880,5842,1423,3,7,58,13,28,1,1282,31,2161,6487,1552,3,7,58,13,28,1,1400,42,,,29917.4916350089,35256260.7384297
13121,66.01,13121006601,1219,3176,1184,1,675,1,208,26,11,260,2,1461,3777,1222,1,675,1,206,26,11,281,21,1578,4048,1256,1,675,1,200,26,12,304,37,1605,4109,1263,1,675,1,198,26,12,309,41,1734,4417,1309,1,677,1,190,26,12,339,63,2080,5207,1418,1,683,1,171,26,12,419,105,,,25694.6310053296,20814123.1034796
13121,66.02,13121006602,620,1658,53,0,0,5,0,13,30,3,2,700,1854,66,0,0,6,0,15,37,5,3,759,2009,76,0,0,7,0,17,43,5,4,771,2031,78,0,0,7,0,17,45,5,4,829,2167,94,0,0,8,0,21,55,5,5,924,2367,131,0,0,10,0,31,76,7,7,,,11300.6896596332,6755941.46597739
13121,67,13121006700,2115,5912,724,25,144,39,1,36,23,268,188,2137,5935,760,26,144,39,1,37,25,279,209,2224,6124,801,27,145,40,1,39,27,294,228,2241,6157,807,27,145,40,1,39,27,296,232,2328,6381,840,27,145,40,1,39,28,306,254,2459,6608,926,28,148,41,1,41,30,339,298,,,37336.3259968867,37842283.8325333
13121,68.01,13121006801,13,8460,701,0,0,0,0,0,0,89,612,25,8503,737,0,0,0,0,0,0,104,633,26,8019,766,0,0,0,0,0,0,116,650,26,7983,773,0,0,0,0,0,0,119,654,26,7780,809,0,0,0,0,0,0,132,677,27,7334,877,0,0,0,0,0,0,155,722,,,11002.497961116,6903974.40314117
13121,68.02,13121006802,533,2094,7,0,0,0,0,4,0,0,3,604,2365,10,0,0,0,0,5,0,1,4,640,2491,16,0,0,0,0,7,0,4,5,646,2514,16,0,0,0,0,7,0,4,5,676,2649,18,0,0,0,0,8,0,5,5,715,2767,29,0,0,0,0,14,0,9,6,,,11755.0516625984,8085777.00032171
13121,69,13121006900,1580,4468,897,8,2,11,2,547,58,269,0,1681,4732,979,9,2,11,2,576,67,312,0,1786,4984,1049,10,2,11,2,596,75,352,1,1812,5053,1070,10,2,11,2,605,77,362,1,1934,5381,1180,10,2,11,2,651,87,416,1,2271,6215,1449,11,2,11,2,774,112,536,1,,,22474.2614401122,33529160.6573502
13121,70.01,13121007001,1753,5297,333,0,0,0,2,51,4,246,30,1831,5500,364,0,0,0,2,53,5,267,37,1985,5914,394,0,0,0,2,56,6,287,43,2024,6022,401,0,0,0,2,56,6,292,45,2205,6551,435,0,0,0,2,57,6,318,52,2475,7230,522,0,0,0,2,64,8,380,68,,,29767.4248331166,48835241.2588859
13121,70.02,13121007002,1389,5170,1139,0,315,524,0,4,21,258,17,1445,5378,1168,0,316,536,0,4,23,270,19,1521,5622,1197,0,317,546,0,5,26,282,21,1540,5690,1203,0,317,548,0,5,26,285,22,1622,6018,1237,0,321,563,0,5,27,297,24,1898,6968,1320,0,339,592,0,5,33,323,28,,,40836.2462103033,46480131.5512433
13121,71,13121007100,974,3166,505,0,0,322,1,2,37,122,21,1021,3302,519,0,0,326,1,2,39,126,25,1108,3563,538,0,0,330,1,2,42,134,29,1130,3634,542,0,0,331,1,2,43,135,30,1225,3956,561,0,0,337,1,2,46,141,34,1457,4656,605,0,0,348,1,2,55,157,42,,,31165.3443021014,27035937.9294456
13121,72,13121007200,1502,4906,3395,59,257,509,458,585,294,963,270,1793,5890,3745,66,258,536,454,620,329,1105,377,2009,6588,4012,69,259,556,442,643,354,1225,464,2061,6756,4084,70,261,561,439,653,360,1254,486,2309,7605,4495,74,277,594,423,711,397,1418,601,2799,9099,5367,83,336,658,384,867,471,1740,828,,,56528.7884920124,95510914.6161787
13121,73,13121007300,3179,9399,2019,10,266,890,186,276,43,275,73,3338,9820,2061,11,266,900,184,280,45,283,92,3485,10195,2098,11,266,907,178,284,49,295,108,3518,10278,2104,11,266,909,176,284,49,297,112,3674,10711,2141,11,268,921,168,286,51,304,132,4201,12079,2230,11,274,944,149,297,57,325,173,,,50011.0692745552,83313826.3069787
13121,74,13121007400,1079,4431,2903,0,0,0,10,446,32,2414,1,1119,4554,2978,0,0,0,10,450,33,2484,1,1155,4597,3049,0,0,0,10,454,35,2549,1,1162,4613,3067,0,0,0,10,454,35,2567,1,1197,4712,3171,0,0,0,10,460,37,2663,1,1465,5478,3422,0,0,0,10,475,40,2896,1,,,21424.5960435262,24446606.9560536
13121,75,13121007500,2510,5030,1289,0,24,25,266,372,31,518,53,2713,5377,1391,0,24,26,264,386,35,589,67,2935,5780,1477,0,25,27,258,397,39,652,79,2986,5864,1498,0,25,27,256,399,40,669,82,3240,6318,1609,0,25,26,248,416,43,756,95,3716,7113,1873,0,27,28,229,465,55,944,125,,,35712.8580000439,36758711.5722144
13121,76.01,13121007601,3458,7918,3917,92,41,3,0,195,58,966,2562,3920,9132,4392,95,41,3,0,197,62,1028,2966,4367,10313,4792,97,42,3,0,201,67,1084,3298,4479,10619,4883,97,42,3,0,201,67,1096,3377,5015,12025,5398,98,42,3,0,202,69,1169,3815,6199,15058,6439,102,43,3,0,207,75,1322,4687,,,42485.42860886,45816791.226522
13121,76.02,13121007602,983,2637,307,3,4,1,0,114,7,152,26,1019,2715,329,4,4,1,0,118,8,162,32,1056,2798,349,4,4,1,0,121,9,173,37,1062,2806,352,4,4,1,0,121,9,175,38,1097,2891,374,4,4,1,0,126,10,186,43,1116,2891,428,4,4,1,0,137,13,215,54,,,33494.1570891517,36146349.630152
13121,77.01,13121007701,3263,8588,975,49,0,104,4,264,18,536,0,3427,8949,1034,52,0,104,4,269,20,585,0,3570,9253,1095,54,0,104,4,275,22,635,1,3598,9300,1106,55,0,104,4,275,22,645,1,3741,9589,1174,57,0,103,4,280,23,706,1,4057,10218,1341,61,0,102,4,294,26,853,1,,,50018.5371278517,121114520.074264
