FIPSSTCO,ct00,STFID,HH_16,TotalPop16,Emp_16,Cons_16,Manu_16,TCU_16,Whol_16,Retail_16,FIRE_16,Serv_16,Govt_16,HH_20,TotalPop20,Emp_20,Cons_20,Manu_20,TCU_20,Whol_20,Retail_20,FIRE_20,Serv_20,Govt_20,HH_24,TotalPop24,Emp_24,Cons_24,Manu_24,TCU_24,Whol_24,Retail_24,FIRE_24,Serv_24,Govt_24,HH_25,TotalPop25,Emp_25,Cons_25,Manu_25,TCU_25,Whol_25,Retail_25,FIRE_25,Serv_25,Govt_25,HH_30,TotalPop30,Emp_30,Cons_30,Manu_30,TCU_30,Whol_30,Retail_30,FIRE_30,Serv_30,Govt_30,HH_40,TotalPop40,Emp_40,Cons_40,Manu_40,TCU_40,Whol_40,Retail_40,FIRE_40,Serv_40,Govt_40,GlobalID,last_edite,Shape_Leng,Shape_Area
13067,312.02,13067031202,6670,12455,16290,2346,971,1202,3299,2337,1163,4284,688,6716,12468,17430,2539,974,1239,3283,2423,1335,4780,857,6767,12512,18222,2638,978,1262,3181,2491,1473,5198,1001,6777,12517,18410,2656,979,1268,3156,2507,1511,5300,1033,6794,12465,19558,2781,1006,1310,3038,2627,1723,5857,1216,7090,12777,21854,3039,1105,1386,2696,2941,2176,6933,1578,,,72858.115104951,180202257.979371
13067,312.03,13067031203,4766,7938,24131,395,156,3259,1119,4887,1872,12443,0,5052,8344,25210,403,156,3257,1095,4925,2009,13364,1,5212,8601,25993,407,158,3229,1057,4957,2113,14068,4,5248,8647,26196,409,158,3222,1047,4964,2144,14248,4,5404,8822,27333,413,163,3211,1002,5023,2309,15208,4,5746,9237,29330,424,179,3176,905,5175,2655,16811,5,,,34885.6126572615,70267373.8381956
13067,312.04,13067031204,4825,9449,4238,25,39,348,82,1781,886,1077,0,4879,9531,4292,25,39,348,82,1791,904,1103,0,4928,9598,4346,25,39,349,82,1800,922,1128,1,4936,9604,4358,25,39,349,82,1802,926,1134,1,4965,9600,4421,25,39,348,81,1813,950,1164,1,5144,9754,4589,25,40,347,80,1845,1006,1245,1,,,56368.0082195864,100123938.489927
13067,313.02,13067031302,7689,20710,6772,1682,556,507,963,725,324,2015,0,7918,21154,7362,1838,557,543,972,761,390,2301,0,8207,21783,7774,1928,561,569,937,793,445,2537,4,8270,21900,7866,1941,564,576,928,802,458,2593,4,8566,22535,8470,2050,605,621,886,861,537,2906,4,9190,23855,9760,2277,752,706,798,1025,711,3485,6,,,75292.9868806676,305600077.70646
13067,313.06,13067031306,1570,4233,905,119,44,62,23,242,22,393,0,1746,4680,936,120,44,62,23,244,22,421,0,1898,5058,967,120,44,63,23,246,23,448,0,1933,5141,973,120,44,63,23,246,23,454,0,2112,5589,1010,120,44,63,23,246,23,491,0,2275,5964,1101,121,44,63,23,249,23,578,0,,,37945.5745144338,59728851.8941398
13067,313.07,13067031307,2468,6450,1024,28,1,4,8,449,95,439,0,2569,6654,1067,29,1,4,8,458,104,463,0,2704,6973,1111,29,1,4,8,468,111,490,0,2732,7027,1118,29,1,4,8,469,112,495,0,2863,7300,1163,29,1,4,8,482,120,519,0,3173,7950,1280,29,1,4,8,525,139,574,0,,,49361.623069285,112630158.055804
13067,313.08,13067031308,2087,5660,556,28,2,3,4,70,1,448,0,2288,6162,557,28,2,3,4,70,1,449,0,2439,6512,558,28,2,3,4,70,1,450,0,2480,6611,558,28,2,3,4,70,1,450,0,2660,7047,559,28,2,3,4,70,1,451,0,3048,7960,562,28,2,3,4,70,1,454,0,,,34662.2140127027,69147468.5936261
13067,313.09,13067031309,2609,6931,1008,260,54,31,179,8,88,388,0,2710,7155,1127,289,55,36,177,8,106,455,1,2796,7346,1218,305,57,39,171,10,123,510,3,2812,7372,1240,308,57,40,169,10,127,526,3,2895,7548,1364,326,63,44,161,11,148,608,3,3028,7765,1643,365,88,54,142,12,197,781,4,,,45576.3759511385,84842930.365162
13067,313.1,13067031310,1958,5185,6162,655,178,278,1251,496,106,3198,0,2037,5340,6684,705,179,307,1223,510,129,3630,1,2062,5361,7054,730,180,328,1178,521,149,3965,3,2066,5363,7155,737,182,334,1166,523,155,4055,3,2086,5380,7738,767,198,371,1115,544,183,4556,4,2110,5364,8917,833,256,440,1004,597,246,5535,6,,,54734.3326210082,126882056.609029
13067,313.11,13067031311,3605,9405,3434,483,182,89,659,363,352,1306,0,3700,9568,3840,563,183,99,639,400,431,1525,0,3794,9742,4130,605,184,106,613,427,494,1699,2,3810,9759,4203,611,186,108,606,435,515,1740,2,3887,9885,4644,662,202,119,577,489,622,1971,2,4131,10329,5541,767,261,142,519,633,851,2365,3,,,45037.5896165844,90460972.1528275
13067,314.04,13067031404,2348,5914,847,6,22,7,41,209,33,529,0,2415,6041,874,6,22,7,41,211,34,553,0,2483,6181,911,6,22,7,42,214,38,581,1,2498,6209,917,6,22,7,42,214,38,587,1,2562,6330,951,6,22,7,42,214,39,620,1,2823,6892,1048,6,22,7,39,222,43,708,1,,,47963.2379327241,94128698.3436189
13067,314.05,13067031405,2895,8175,1975,106,91,127,0,590,99,962,0,2977,8335,2124,115,91,130,0,615,114,1059,0,3066,8524,2255,120,91,130,0,637,129,1147,1,3087,8568,2284,121,91,130,0,641,132,1168,1,3187,8798,2463,125,93,134,0,673,150,1287,1,3436,9314,2879,136,99,140,0,754,191,1558,1,,,57489.4220200666,110592036.810723
13067,314.06,13067031406,2241,6372,6631,1,3,23,2,2003,43,4556,0,2309,6486,7136,1,3,23,2,2009,44,5052,2,2395,6605,7620,1,3,23,2,2016,45,5526,4,2412,6626,7750,1,3,23,2,2017,45,5655,4,2497,6760,8548,1,3,23,2,2025,46,6442,6,2707,7099,10672,1,3,23,2,2049,49,8535,10,,,37673.7021191655,65772395.5291422
13067,314.07,13067031407,4589,12352,3501,220,715,432,269,149,223,1147,346,5046,13527,3745,231,715,484,267,163,273,1235,377,5194,13831,3937,235,716,524,261,175,312,1310,404,5221,13873,3988,237,716,536,259,179,321,1329,411,5330,14037,4259,242,716,608,251,202,379,1418,443,5764,14832,4825,254,718,738,232,269,504,1602,508,,,78684.4909086555,300651088.31367
13067,315.01,13067031501,5110,14586,2091,279,89,311,95,341,144,832,0,5438,15439,2331,329,89,310,95,380,180,948,0,5645,15929,2490,355,90,281,92,408,214,1047,3,5689,16013,2527,361,91,275,91,416,221,1069,3,5898,16479,2774,391,100,262,87,472,266,1193,3,6375,17503,3315,457,132,227,77,614,368,1437,3,,,113269.857731086,395103771.297659
13067,315.03,13067031503,2824,8865,386,25,0,4,1,81,16,259,0,2920,9093,436,28,0,4,1,85,18,300,0,2989,9217,482,29,0,4,1,89,22,337,0,3009,9258,492,29,0,4,1,89,23,346,0,3078,9414,554,29,0,4,1,94,26,400,0,3420,10253,700,32,0,4,1,108,33,522,0,,,50761.1554145418,124936391.077882
13067,315.04,13067031504,3119,9166,1610,27,4,2,0,670,58,849,0,3180,9288,1676,30,4,2,0,680,63,897,0,3267,9493,1741,31,4,2,0,690,68,946,0,3284,9525,1754,31,4,2,0,691,69,957,0,3351,9682,1825,31,4,2,0,704,72,1012,0,3533,9978,2008,32,4,2,0,741,81,1148,0,,,57600.9477584117,141974628.959709
13067,315.05,13067031505,2287,6874,1856,340,161,101,54,290,70,670,170,2338,6990,2240,363,161,111,54,299,82,753,417,2422,7203,2559,375,163,118,51,307,92,833,620,2438,7234,2634,378,163,120,50,309,94,852,668,2523,7455,3048,392,163,133,46,319,105,955,935,2659,7688,3922,422,170,156,36,351,133,1182,1472,,,47063.7089458694,108204964.965196
13077,1701,13077170100,3168,8879,1382,30,0,173,3,417,89,543,127,3551,9879,1679,36,0,210,3,486,107,660,177,3873,10742,1908,41,0,227,3,538,123,758,218,3943,10913,1968,41,0,232,3,554,126,783,229,4292,11810,2308,44,0,266,3,662,143,909,281,5304,14426,3041,52,0,318,3,950,180,1150,388,,,302409.524558702,2407968824.76199
13077,1702,13077170200,3725,10437,2874,73,36,348,9,442,54,1752,160,4417,12181,3134,88,36,355,9,485,62,1859,240,5188,14121,3363,94,39,361,9,517,72,1964,307,5380,14619,3418,96,39,362,9,527,73,1989,323,6297,16952,3745,104,48,368,9,593,81,2134,408,8087,21436,4544,121,82,383,9,769,101,2501,578,,,89895.0922838457,419374783.695863
13077,1703.01,13077170301,5591,15563,2677,219,0,184,9,710,129,1426,0,6522,17917,3391,308,0,208,9,863,161,1842,0,7563,20536,3926,354,0,226,9,966,189,2180,2,7815,21171,4061,362,0,230,9,999,194,2265,2,9048,24288,4867,418,0,258,9,1211,229,2740,2,11786,31105,6516,535,0,314,9,1728,305,3622,3,,,150436.581487292,968919072.772341
13077,1703.02,13077170302,6913,18282,16186,329,3013,1173,795,5980,729,3601,566,7476,19502,17060,344,3019,1224,805,6138,795,3985,750,8032,20700,17732,352,3028,1259,776,6252,847,4316,902,8164,20993,17924,354,3042,1270,768,6289,860,4404,937,8814,22448,19157,363,3206,1333,735,6530,936,4917,1137,9852,24869,22133,382,3769,1451,667,7158,1100,6076,1530,,,101955.580467828,489243373.035964
13077,1704.01,13077170401,8732,25611,4383,145,5,27,25,1182,296,2699,4,10394,30286,5197,187,5,27,25,1323,361,3256,13,11689,33836,5841,208,5,25,25,1419,409,3728,22,12002,34698,6021,214,5,24,25,1451,422,3856,24,13557,39039,7031,239,5,21,25,1647,492,4572,30,16389,46830,9290,294,5,18,25,2140,641,6120,47,,,164074.379127327,1012602787.19384
13077,1704.02,13077170402,3222,8966,2090,719,66,276,33,80,178,738,0,3515,9697,2624,944,67,336,33,97,229,917,1,3791,10386,2965,1063,68,360,33,111,265,1062,3,3861,10566,3051,1086,70,368,33,114,275,1102,3,4181,11369,3595,1238,95,436,33,137,333,1319,4,4660,12562,4697,1556,178,541,33,196,449,1737,7,,,140776.595981607,443001977.871623
13077,1705,13077170500,7292,19917,1886,208,366,87,15,304,159,686,61,8434,22882,2111,245,367,95,15,320,187,786,96,9219,24872,2301,264,369,103,15,336,208,878,128,9403,25330,2345,268,371,105,15,339,213,899,135,10310,27658,2594,289,387,113,15,361,238,1019,172,12459,33073,3189,336,448,132,15,425,298,1287,248,,,265919.0620697,2774323031.59705
13077,1706,13077170600,7159,19291,4153,121,288,229,98,817,169,2002,429,7664,20480,4577,122,290,231,98,853,196,2275,512,8199,21726,4909,124,292,234,95,879,216,2489,580,8325,22021,5001,124,297,234,94,886,220,2549,597,8939,23489,5560,124,338,236,90,940,247,2899,686,10461,27147,6926,125,484,239,80,1086,305,3743,864,,,144214.184754935,721598042.117197
13077,1707,13077170700,3662,9923,1896,63,332,94,19,288,70,994,36,4303,11503,2065,75,332,94,19,297,83,1114,51,4790,12685,2215,82,333,94,19,306,97,1220,64,4903,12940,2250,83,333,94,19,307,99,1247,68,5460,14302,2446,88,342,93,19,320,109,1392,83,6127,15794,2887,102,372,91,19,354,139,1694,116,,,120408.111091131,405569456.556764
13077,1708,13077170800,4457,12239,2100,263,54,68,69,835,123,419,269,5205,14176,2399,293,55,78,69,878,143,502,381,5850,15791,2647,308,57,87,66,915,164,576,474,6005,16182,2708,313,58,90,65,923,167,595,497,6760,18106,3043,331,70,105,61,986,191,682,617,8228,21706,3787,372,114,133,51,1159,245,857,856,,,311124.449848805,2789149536.4883
13089,201,13089020100,749,1769,169,27,0,26,1,7,13,95,0,754,1773,175,27,0,26,1,8,14,99,0,780,1829,182,28,0,26,1,8,15,104,0,784,1834,183,28,0,26,1,8,15,105,0,811,1892,186,28,0,26,1,8,15,108,0,866,1982,197,28,0,26,1,9,16,117,0,,,16154.4777621225,11773245.5580871
13089,202,13089020200,1283,2210,623,20,0,2,1,29,5,566,0,1295,2219,625,20,0,2,1,30,5,567,0,1332,2266,629,20,0,2,1,30,5,571,0,1340,2275,629,20,0,2,1,30,5,571,0,1379,2322,630,20,0,2,1,30,5,572,0,1492,2480,637,20,0,2,1,31,5,578,0,,,19714.8200060062,15995856.3701245
13089,203,13089020300,1704,3717,747,98,1,106,5,154,19,360,4,1739,3778,859,114,1,105,5,168,23,436,7,1810,3915,940,122,1,99,5,179,28,497,9,1824,3935,963,124,1,98,5,181,29,515,10,1898,4058,1091,133,1,97,5,199,34,610,12,1977,4171,1361,154,1,91,5,244,46,803,17,,,24828.1121158666,20296521.5424601
13089,204,13089020400,1367,2371,230,4,0,3,10,24,12,156,21,1426,2453,257,5,0,3,10,25,14,172,28,1489,2555,286,5,0,4,10,26,16,191,34,1502,2572,290,5,0,4,10,26,16,194,35,1568,2659,320,5,0,4,10,27,18,214,42,1628,2718,383,5,0,4,10,29,23,255,57,,,13723.5632500609,10628753.4098689
13089,205,13089020500,1417,3734,1266,27,0,13,1,1006,21,195,3,1471,3828,1274,28,0,13,1,1008,22,199,3,1516,3909,1285,28,0,13,1,1010,22,207,4,1523,3917,1286,28,0,13,1,1010,22,208,4,1569,4020,1295,28,0,13,1,1013,22,214,4,1628,4091,1323,28,0,13,1,1021,22,233,5,,,21018.5703035818,17808065.4220601
13089,206,13089020600,1215,3617,691,0,378,4,0,0,65,244,0,1326,3920,741,0,379,4,0,0,81,277,0,1364,4008,788,0,381,4,0,0,96,306,1,1371,4026,800,0,383,4,0,0,99,313,1,1400,4094,874,0,404,4,0,0,117,348,1,1447,4172,1066,0,480,4,0,0,161,420,1,,,13409.0540433479,11889787.0427218
13089,207,13089020700,1003,2735,264,6,0,28,0,86,11,120,13,1017,2749,315,7,0,32,0,97,15,145,19,1038,2776,361,8,0,35,0,105,17,172,24,1041,2779,371,8,0,36,0,107,18,177,25,1056,2809,430,8,0,40,0,120,21,211,30,1127,2942,572,9,0,49,0,153,29,290,42,,,18126.4856626591,13783503.0432413
13089,208.01,13089020801,1354,3694,182,3,0,3,2,53,67,54,0,1555,4213,214,4,0,3,2,58,80,67,0,1648,4430,244,4,0,3,2,63,93,79,0,1668,4480,250,4,0,3,2,64,96,81,0,1769,4738,287,4,0,3,2,70,114,94,0,1823,4798,373,5,0,3,2,86,156,121,0,,,18891.180468125,15022699.5660722
13089,208.02,13089020802,1825,4466,1386,8,0,0,2,176,31,1164,5,1867,4519,1452,8,0,0,2,181,35,1220,6,1884,4527,1514,9,0,0,2,184,38,1273,8,1888,4528,1529,9,0,0,2,185,38,1287,8,1897,4514,1617,9,0,0,2,191,40,1366,9,2064,4801,1846,9,0,0,2,211,48,1564,12,,,42103.799504675,30403245.6208671
13089,209,13089020900,2612,7119,1290,1,6,53,0,627,114,397,92,2686,7244,1376,1,6,54,0,648,127,430,110,2729,7276,1445,1,6,56,0,663,136,458,125,2738,7283,1463,1,6,56,0,667,139,465,129,2781,7350,1567,1,6,58,0,694,155,504,149,3069,7909,1796,1,7,62,0,763,187,588,188,,,42504.4751795204,47245876.4298688
13089,211,13089021100,4142,9840,2429,14,5,39,9,733,392,1237,0,4199,9911,2869,15,5,41,9,770,448,1580,1,4239,9876,3250,16,5,43,9,798,492,1885,2,4248,9880,3347,16,5,43,9,806,502,1964,2,4281,9864,3908,16,5,44,9,858,569,2405,2,4561,10196,5126,17,5,48,9,997,711,3335,4,,,47534.7056510958,73509369.9588595
13089,212.02,13089021202,3581,8096,12280,27,123,516,549,378,3583,7104,0,3872,8738,13509,29,123,517,560,390,3992,7898,0,4124,9272,14345,31,124,508,539,399,4274,8468,2,4186,9403,14561,31,124,506,532,401,4352,8613,2,4482,10022,15776,31,126,505,506,415,4801,9390,2,4978,10990,17920,33,137,498,457,451,5749,10593,2,,,46961.5589769206,79944318.8437779
13089,212.04,13089021204,1184,5246,8362,221,335,705,181,292,247,1676,4705,1194,5302,8861,225,335,709,179,295,262,1735,5121,1204,5306,9270,227,336,709,173,299,276,1788,5462,1204,5307,9365,227,336,709,171,299,279,1801,5543,1207,5350,9910,229,338,712,163,302,300,1873,5993,1218,5334,11015,234,346,718,144,313,345,2026,6889,,,30691.2789110989,49555573.3079927
13089,212.07,13089021207,7118,15148,27201,88,207,985,1998,8625,3056,12107,135,7576,16173,28018,91,207,986,1959,8745,3188,12693,149,8070,17224,28629,92,208,984,1893,8833,3278,13177,164,8193,17496,28783,92,208,982,1876,8858,3301,13299,167,8777,18766,29689,92,210,980,1797,9030,3443,13956,181,9568,20319,31471,94,220,977,1617,9490,3727,15136,210,,,36265.2112706874,73835483.1061915
13089,212.08,13089021208,1443,3883,4509,373,264,547,431,1421,159,1129,185,1528,4137,4633,381,264,546,427,1435,167,1181,232,1627,4425,4739,385,265,545,415,1448,174,1235,272,1647,4480,4758,386,265,544,411,1449,175,1246,282,1740,4762,4883,389,267,541,395,1466,181,1312,332,1938,5312,5180,398,275,538,357,1519,197,1463,433,,,37849.2882220017,38875560.9332813
13089,212.09,13089021209,3356,8566,1737,21,0,4,72,823,63,754,0,3400,8638,1789,22,0,4,72,835,67,789,0,3453,8736,1838,23,0,4,69,845,72,825,0,3464,8758,1847,23,0,4,68,848,73,831,0,3507,8830,1906,23,0,4,64,865,76,874,0,3630,9023,2061,23,0,4,54,913,87,980,0,,,39292.0530177256,51196041.6898256
13089,212.1,13089021210,1970,5141,2175,21,2,14,36,105,55,1942,0,1972,5136,2239,22,2,14,36,105,56,2004,0,1979,5161,2305,22,2,14,36,109,57,2065,0,1979,5163,2319,22,2,14,36,109,57,2079,0,1986,5152,2400,22,2,14,36,109,57,2160,0,2027,5221,2597,22,2,14,36,109,59,2355,0,,,38000.8160187573,68551379.9117447
13089,212.11,13089021211,1866,4423,169,22,0,0,4,53,20,70,0,1871,4432,176,23,0,0,4,55,21,73,0,1878,4433,187,23,0,0,4,57,23,79,1,1881,4436,187,23,0,0,4,57,23,79,1,1885,4429,192,23,0,0,4,57,24,83,1,1974,4591,209,24,0,0,4,60,27,93,1,,,34155.9691318836,54669200.3997498
13089,212.12,13089021212,4234,9356,2619,49,4,95,49,250,142,2005,25,4266,9395,2765,50,4,95,49,250,145,2141,31,4376,9568,2905,50,4,95,49,252,147,2272,36,4398,9597,2942,50,4,95,49,252,147,2308,37,4513,9781,3162,50,4,95,49,252,148,2521,43,4823,10260,3737,50,4,95,49,252,151,3081,55,,,30268.9628520421,48875394.9594628
13089,212.13,13089021213,1132,3057,536,3,0,11,8,351,24,139,0,1136,3068,549,3,0,11,8,355,25,147,0,1147,3089,565,3,0,11,8,359,27,156,1,1150,3095,566,3,0,11,8,359,27,157,1,1153,3099,576,3,0,11,8,363,27,163,1,1204,3213,613,3,0,11,8,377,29,184,1,,,27799.8672099899,31636049.4474606
13089,212.14,13089021214,2004,5328,2167,42,16,80,57,684,257,1017,14,2004,5315,2285,43,16,81,57,697,275,1098,18,2012,5324,2388,44,17,83,54,708,289,1172,21,2014,5328,2412,44,17,83,53,710,292,1191,22,2017,5325,2556,45,17,84,49,728,312,1296,25,2093,5473,2894,47,18,88,39,777,355,1538,32,,,33962.6938312716,60392280.2949281
13089,213.01,13089021301,1574,3632,4267,178,436,113,231,1952,195,1034,128,1626,3704,4426,185,436,114,231,1987,208,1106,159,1682,3799,4556,189,438,115,225,2012,222,1168,187,1690,3808,4586,190,438,115,223,2021,225,1181,193,1741,3890,4772,194,447,115,215,2077,238,1260,226,1820,3955,5230,202,481,116,195,2240,272,1431,293,,,31353.9931556877,39269194.6404886
13089,213.02,13089021302,2745,8278,5711,445,29,447,471,632,914,2773,0,2756,8294,5949,466,29,447,467,643,955,2941,1,2776,8304,6138,476,30,445,452,653,986,3092,4,2778,8305,6186,478,30,444,448,655,995,3132,4,2784,8326,6460,490,30,440,428,668,1043,3356,5,2797,8186,7094,516,31,434,379,707,1144,3875,8,,,42114.9266332337,68340204.732642
13089,213.03,13089021303,1966,6661,5338,430,1193,440,902,668,292,1413,0,2076,7021,5533,461,1193,450,881,692,336,1519,1,2090,7023,5665,476,1195,455,848,711,369,1608,3,2092,7030,5702,480,1198,456,840,718,377,1630,3,2095,7060,5926,499,1223,467,803,756,428,1747,3,2135,7034,6441,539,1310,488,725,858,534,1983,4,,,29786.5854169865,49270595.2900587
13089,213.04,13089021304,4599,11479,4645,242,233,665,1130,602,402,1371,0,4844,12006,5033,279,233,697,1100,635,480,1606,3,5080,12470,5317,297,235,710,1058,660,546,1805,6,5134,12571,5392,301,235,715,1047,666,566,1856,6,5402,13113,5848,321,246,755,1000,711,669,2138,8,5869,13804,6816,367,283,825,898,831,893,2706,13,,,42101.8827498375,84572191.4165756
13089,214.01,13089021401,5342,14853,8376,46,66,2509,524,1172,193,3866,0,5547,15701,8634,48,66,2508,535,1188,205,4083,1,5677,16017,8813,50,67,2484,513,1201,218,4276,4,5709,16118,8856,50,67,2478,507,1203,221,4326,4,5845,16629,9120,50,67,2466,481,1223,232,4597,4,6077,17246,9722,51,68,2435,432,1279,264,5186,7,,,32085.5930777014,52246317.5568731
13089,214.03,13089021403,3076,5628,2239,60,267,615,134,270,230,637,26,3119,5665,2469,68,268,671,134,274,269,747,38,3136,5674,2653,72,270,710,128,279,303,842,49,3141,5677,2701,73,272,722,126,279,314,863,52,3150,5658,2991,77,300,793,118,284,366,989,64,3339,5893,3615,87,399,922,98,301,483,1236,89,,,37314.50272441,51346432.2771028
13089,214.04,13089021404,3292,9831,6528,51,211,1007,418,353,581,1845,2062,3315,9867,6694,52,211,1007,416,355,593,1886,2174,3329,9816,6827,53,212,1005,403,359,602,1926,2267,3333,9826,6857,53,212,1004,400,359,605,1934,2290,3338,9864,7025,53,212,1002,384,360,617,1986,2411,3368,9712,7370,53,213,998,345,365,645,2100,2651,,,29593.9774707666,41172411.7666501
13089,214.05,13089021405,1931,3976,874,6,50,4,4,45,71,194,500,1961,4008,964,7,50,4,4,46,87,231,535,1993,4059,1049,7,51,4,4,48,104,266,565,2000,4067,1067,7,52,4,4,48,107,273,572,2022,4088,1174,7,59,3,4,48,128,316,609,2135,4234,1420,7,88,3,4,50,177,406,685,,,28496.4831814146,25519066.2631902
13089,214.06,13089021406,3259,8216,954,3,34,58,25,300,157,377,0,3284,8255,980,3,34,58,25,303,164,393,0,3294,8221,1006,3,34,58,25,307,171,408,0,3298,8224,1012,3,34,58,25,307,173,412,0,3301,8212,1039,3,34,57,25,310,180,430,0,3330,8095,1109,3,35,57,25,322,199,468,0,,,22224.5478646833,22203806.5486434
13089,215.01,13089021501,4668,9465,6081,21,8,26,102,1032,71,4805,16,4762,9611,6389,21,8,26,102,1033,71,5109,19,4841,9684,6680,21,8,26,99,1034,72,5398,22,4859,9705,6759,21,8,26,98,1034,72,5477,23,4946,9818,7239,21,8,26,94,1034,72,5958,26,5173,10075,8511,21,8,26,84,1035,72,7232,33,,,39663.5675551152,60617555.8643219
13089,215.02,13089021502,2772,4659,4450,236,27,163,55,378,539,2533,519,3008,5042,4822,243,27,163,55,386,582,2729,637,3197,5348,5126,247,28,162,52,391,616,2897,733,3243,5417,5209,248,28,161,51,392,628,2944,757,3468,5757,5670,253,28,161,47,401,684,3210,886,3772,6177,6677,263,29,160,37,425,807,3817,1139,,,27311.7608669282,37493237.3625512
13089,216.01,13089021601,4419,10404,605,15,0,40,6,154,72,304,14,4662,10943,653,16,0,40,6,161,82,332,16,4868,11391,700,17,0,39,6,169,91,359,19,4920,11510,711,17,0,39,6,170,93,367,19,5159,12043,765,17,0,38,6,177,105,401,21,5936,13701,897,18,0,37,6,195,133,483,25,,,39735.7826575718,75946501.0459399
13089,216.02,13089021602,2082,3688,726,11,4,9,4,227,120,351,0,2130,3752,870,13,4,9,4,258,146,435,1,2174,3822,988,15,4,9,4,280,164,510,2,2184,3834,1018,15,4,9,4,286,169,529,2,2229,3897,1193,17,4,8,4,326,196,636,2,2274,3923,1591,20,4,8,4,428,254,870,3,,,25428.7907875713,34222726.3986651
13089,216.03,13089021603,4026,7544,4580,37,179,105,39,727,143,3346,4,4441,8215,4622,37,179,105,39,728,143,3387,4,4836,8807,4667,37,179,105,39,730,145,3427,5,4935,8964,4676,37,179,105,39,730,145,3436,5,5414,9701,4736,37,179,105,39,730,145,3496,5,6283,10987,4895,37,179,105,39,731,145,3653,6,,,29733.2858436774,40741444.3755892
13089,217.03,13089021703,2213,5554,1488,5,24,32,53,444,130,800,0,2660,6554,1552,6,24,32,53,449,136,852,0,2884,7010,1609,6,24,32,50,454,142,900,1,2942,7134,1624,6,24,32,49,455,144,913,1,3213,7704,1702,6,24,31,45,462,150,983,1,3697,8689,1896,6,25,31,35,485,166,1147,1,,,32717.2401212745,56370473.7676725
13089,217.04,13089021704,2294,5045,8200,147,839,1433,504,1299,316,3640,22,2340,5097,8673,153,839,1504,515,1326,338,3967,31,2384,5154,9041,156,841,1555,493,1350,355,4254,37,2391,5161,9138,157,843,1570,487,1355,359,4328,39,2423,5166,9744,159,868,1662,461,1392,383,4772,47,2582,5436,11153,166,954,1829,412,1493,433,5802,64,,,47008.9079296196,77756840.0751585
13089,217.05,13089021705,2791,5991,5617,125,283,35,523,524,223,3761,143,3031,6431,5770,126,283,35,534,524,223,3884,161,3406,7126,5880,126,283,35,512,526,224,3998,176,3499,7309,5907,126,283,35,506,526,224,4027,180,3954,8176,6067,126,283,35,480,526,224,4192,201,4551,9223,6429,126,283,35,431,526,225,4562,241,,,33276.1924899948,54512127.1724557
13089,217.06,13089021706,2442,5958,1030,6,0,179,15,195,219,416,0,2499,6049,1209,7,0,191,15,222,269,505,0,2583,6218,1346,8,0,190,15,241,311,580,1,2600,6243,1384,8,0,190,15,248,323,599,1,2690,6419,1609,9,0,202,15,293,389,700,1,2784,6584,2078,10,0,218,15,414,533,886,2,,,38074.8134318657,55532657.1358746
13089,218.05,13089021805,2513,6643,2468,11,62,119,35,354,59,1814,14,2555,6718,2872,14,62,148,35,379,66,2148,20,2571,6718,3128,16,64,170,35,397,73,2349,24,2574,6717,3197,16,65,176,35,404,75,2401,25,2582,6700,3563,17,77,215,35,446,81,2662,30,2638,6711,4064,19,120,286,35,562,97,2904,41,,,38807.6127198285,67832977.6581103
13089,218.06,13089021806,3033,8055,10691,867,1476,751,1789,2581,568,2658,1,3642,9604,11247,932,1478,775,1746,2692,649,2971,4,4066,10717,11630,965,1482,788,1684,2769,713,3221,8,4163,10967,11740,974,1488,791,1668,2795,728,3288,8,4646,12249,12418,1014,1545,818,1598,2966,819,3649,9,5999,15786,13932,1101,1743,870,1453,3429,1014,4308,14,,,50378.4206225286,121113789.090479
13089,218.08,13089021808,1753,4591,164,12,0,6,10,1,22,113,0,1764,4595,183,13,0,6,10,1,27,126,0,1781,4620,202,14,0,6,10,2,30,140,0,1784,4623,206,14,0,6,10,2,31,143,0,1788,4606,224,14,0,6,10,2,35,157,0,1874,4786,268,15,0,6,10,2,46,189,0,,,24640.8172728663,32157594.6879743
13089,218.09,13089021809,2762,7151,3037,165,111,199,153,524,304,1581,0,2825,7250,3426,187,112,203,153,552,359,1859,1,2877,7338,3732,197,114,199,150,573,400,2096,3,2888,7350,3812,200,115,198,149,579,413,2155,3,2926,7398,4285,213,131,202,145,619,480,2492,3,3140,7841,5305,241,189,203,135,724,623,3185,5,,,53244.4179050976,94871595.9184099
13089,218.1,13089021810,2427,5396,13179,448,308,2378,1049,2148,1275,5339,234,2527,5554,13704,456,308,2385,1056,2191,1342,5685,281,2638,5757,14085,460,308,2378,1022,2225,1387,5983,322,2662,5793,14185,461,308,2376,1013,2234,1398,6064,331,2767,5947,14773,465,310,2375,971,2304,1467,6499,382,3160,6651,16071,474,317,2371,883,2492,1606,7445,483,,,34990.1387214151,71971395.6349322
13089,218.11,13089021811,4232,8668,5206,15,92,3722,21,212,70,1074,0,4343,8829,5474,16,92,3859,21,221,80,1183,2,4517,9123,5666,17,92,3947,21,227,88,1270,4,4557,9181,5724,17,92,3974,21,229,90,1296,5,4761,9530,6061,17,96,4152,21,239,101,1428,7,5193,10233,6725,18,106,4470,21,267,127,1705,11,,,30080.82334377,34468518.8873251
