GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Percent_BA,Median_hou,Population,Less_than_,Percent_Le,BA_or_High,GlobalID,Pop_Change,Shape_Leng,Shape_Area
13135050605,506.05,ARC 10,,,SDE,2015/05/19 15:53:48,34.5,70121,7959,642,8.1,2744,,866.1,79462.8999056592,223985130.696129
13135050606,506.06,ARC 10,,,SDE,2015/05/19 15:53:48,34.4,66052,12654,1403,11.1,4356,,862.5,87578.8816562794,418472549.451801
13135050210,502.10,ARC 10,,,SDE,2015/05/19 15:53:48,48.9,67048,4325,460,10.6,2114,,614.5,59730.7329759931,137880361.319625
13135050213,502.13,ARC 10,,,SDE,2015/05/19 15:53:48,54.5,89190,7741,303,3.9,4218,,928.2,58412.0846154694,187944945.808682
13135050208,502.08,ARC 10,,,SDE,2015/05/19 15:53:48,45,70863,3978,317,8,1792,,980,49582.2012706527,77179257.5240555
13135050212,502.12,ARC 10,,,SDE,2015/05/19 15:53:48,59,115664,7512,312,4.2,4431,,706.2,80852.4829159121,182543665.820795
13135050109,501.09,ARC 10,,,SDE,2015/05/19 15:53:48,35.8,79868,4349,291,6.7,1559,,894.4,41932.5315040377,94378120.2376617
13135050107,501.07,ARC 10,,,SDE,2015/05/19 15:53:48,34.4,79056,4204,223,5.3,1447,,621,70942.2927723955,199303305.344923
13135050108,501.08,ARC 10,,,SDE,2015/05/19 15:53:48,48.7,96440,5922,452,7.6,2885,,921.6,71648.950665602,159594043.922074
13135050105,501.05,ARC 10,,,SDE,2015/05/19 15:53:48,8.9,34692,2439,642,26.3,217,,-70.9,66203.4000185818,156564200.108403
13135050103,501.03,ARC 10,,,SDE,2015/05/19 15:53:48,25.3,54830,6319,1025,16.2,1601,,346.9,68576.0755906777,235608312.582868
13135050422,504.22,ARC 10,,,SDE,2015/05/19 15:53:48,13.7,35393,4627,1614,34.9,636,,477,22545.667469949,26987701.5622994
13135050304,503.04,ARC 10,,,SDE,2015/05/19 15:53:48,18.1,34443,3390,797,23.5,614,,524.3,45685.0376141402,82847394.48585
13135050419,504.19,ARC 10,,,SDE,2015/05/19 15:53:48,14.8,45549,4791,1643,34.3,711,,367.6,29984.8455471199,47521320.6297555
13135050306,503.06,ARC 10,,,SDE,2015/05/19 15:53:48,8.2,35962,2653,1366,51.5,217,,-79.5,53455.588508951,109289624.247074
13135050106,501.06,ARC 10,,,SDE,2015/05/19 15:53:48,22.5,61426,6549,1346,20.6,1475,,302.5,89634.3566136081,259062499.330634
13135050205,502.05,ARC 10,,,SDE,2015/05/19 15:53:48,30.4,51395,2890,375,13,880,,-203,34644.0594054603,55772772.0303739
13135050417,504.17,ARC 10,,,SDE,2015/05/19 15:53:48,10.1,28606,3377,1730,51.2,340,,41,28213.1778914832,28213262.1262794
13135050314,503.14,ARC 10,,,SDE,2015/05/19 15:53:48,27.7,50781,5720,728,12.7,1585,,1386.2,42443.1960385937,57155158.2359403
13135050308,503.08,ARC 10,,,SDE,2015/05/19 15:53:48,73.6,131167,2366,110,4.6,1741,,70.9,43324.6674538439,61258825.2936437
13135050309,503.09,ARC 10,,,SDE,2015/05/19 15:53:48,60.4,83100,5516,145,2.6,3334,,133.1,57210.7227995672,133773164.641752
13135050313,503.13,ARC 10,,,SDE,2015/05/19 15:53:48,28.6,60560,4121,988,24,1177,,195,45895.0864893573,84862692.3740365
13135050311,503.11,ARC 10,,,SDE,2015/05/19 15:53:48,56.3,100588,1927,97,5,1085,,293.2,39379.0647350574,52934781.0509154
13135050310,503.10,ARC 10,,,SDE,2015/05/19 15:53:48,54.2,68816,3727,167,4.5,2020,,79.7,44075.6697319639,79614574.2105161
13135050424,504.24,ARC 10,,,SDE,2015/05/19 15:53:48,18.9,42616,4543,1455,32,860,,302.1,37821.3209468643,79250431.7017437
13135050421,504.21,ARC 10,,,SDE,2015/05/19 15:53:48,12.4,38698,4946,1548,31.3,611,,394.8,37298.3854245897,59401540.4683719
13135050315,503.15,ARC 10,,,SDE,2015/05/19 15:53:48,37.8,40585,3223,365,11.3,1219,,-878.2,26387.1256604862,30337231.620284
13135050418,504.18,ARC 10,,,SDE,2015/05/19 15:53:48,16.2,32584,4369,1722,39.4,709,,-736.3,25178.019576972,22262516.2995305
13135050521,505.21,ARC 10,,,SDE,2015/05/19 15:53:48,25.2,41695,2861,449,15.7,720,,-161.8,36099.7313642423,59941846.2423031
13135050522,505.22,ARC 10,,,SDE,2015/05/19 15:53:48,16.5,37256,3319,794,23.9,548,,254.4,32992.6461882167,50102048.0097803
13135050520,505.20,ARC 10,,,SDE,2015/05/19 15:53:48,16.3,32625,2819,579,20.5,459,,66.8,43554.0260942565,60182478.9418764
13135050511,505.11,ARC 10,,,SDE,2015/05/19 15:53:48,33.9,48831,6374,998,15.7,2161,,816.2,55948.9973788934,138840850.635778
13135050714,507.14,ARC 10,,,SDE,2015/05/19 15:53:48,40.3,78688,3289,205,6.2,1326,,216.6,59417.8624321993,88712423.8013198
13135050429,504.29,ARC 10,,,SDE,2015/05/19 15:53:48,47.4,80139,4711,353,7.5,2233,,33.4,61133.6775789863,96644592.3261122
13135050713,507.13,ARC 10,,,SDE,2015/05/19 15:53:48,51.3,103485,5074,311,6.1,2604,,470,38013.713955632,71608534.4110719
13135050423,504.23,ARC 10,,,SDE,2015/05/19 15:53:48,16.7,34235,4227,799,18.9,704,,765.2,43724.7054218686,64494964.3801033
13135050410,504.10,ARC 10,,,SDE,2015/05/19 15:53:48,15.7,39509,3482,967,27.8,548,,130,35225.8213676205,67414107.9252509
13135050720,507.20,ARC 10,,,SDE,2015/05/19 15:53:48,36.9,76167,5247,225,4.3,1935,,159.5,50546.4804109602,114298824.373668
13135050712,507.12,ARC 10,,,SDE,2015/05/19 15:53:48,48.7,83359,4513,180,4,2196,,103.8,60502.2440096209,90104588.7293882
13135050719,507.19,ARC 10,,,SDE,2015/05/19 15:53:48,27,50745,3465,287,8.3,935,,84.3,37042.1446925487,63887428.9445112
13135050721,507.21,ARC 10,,,SDE,2015/05/19 15:53:48,32.3,50273,6464,383,5.9,2087,,354.7,57195.4790550404,125706514.574416
13135050709,507.09,ARC 10,,,SDE,2015/05/19 15:53:48,25.3,56328,6898,337,4.9,1743,,614.2,82229.4739577151,219023040.24555
13135050715,507.15,ARC 10,,,SDE,2015/05/19 15:53:48,35.1,74167,3347,392,11.7,1175,,34.1,49591.4845379513,76306550.3517191
13135050415,504.15,ARC 10,,,SDE,2015/05/19 15:53:48,40.2,73188,2611,132,5.1,1049,,-165.8,53841.2920653653,92011382.1342769
13135050718,507.18,ARC 10,,,SDE,2015/05/19 15:53:48,46,81940,5360,374,7,2464,,31.3,59356.0964837916,132768265.465154
13135050427,504.27,ARC 10,,,SDE,2015/05/19 15:53:48,44.1,64536,3966,442,11.1,1748,,204.8,49258.1541058237,79817933.7119851
13135050428,504.28,ARC 10,,,SDE,2015/05/19 15:53:48,47.8,100938,4043,415,10.3,1931,,14.8,45282.4370197031,81461460.6859564
13135050416,504.16,ARC 10,,,SDE,2015/05/19 15:53:48,33.5,60605,2062,165,8,690,,72.7,46794.3086792819,62483578.5776853
13135050425,504.25,ARC 10,,,SDE,2015/05/19 15:53:48,52.5,79191,3682,263,7.1,1934,,-55.4,43025.4604801381,76709999.6809731
13135050526,505.26,ARC 10,,,SDE,2015/05/19 15:53:48,17.1,34527,2700,470,17.4,463,,114.5,26961.6723789417,29658844.0492892
13135050431,504.31,ARC 10,,,SDE,2015/05/19 15:53:48,27.3,43004,4748,1169,24.6,1295,,1583.8,52254.7618003789,58474666.8372234
13135050426,504.26,ARC 10,,,SDE,2015/05/19 15:53:48,43.6,71930,4729,353,7.5,2062,,-129.4,46262.9116862314,91502649.4298504
13135050430,504.30,ARC 10,,,SDE,2015/05/19 15:53:48,30.7,59276,3449,363,10.5,1060,,-18.8,38216.4490997602,70258938.0461308
13121009501,95.01,ARC 10,,,SDE,2015/05/19 15:53:48,86.6,139750,2951,46,1.6,2556,,-44.1,29243.4873917477,48733086.3516296
13121011305,113.05,ARC 10,,,SDE,2015/05/19 15:53:48,23,26944,2492,292,11.7,572,,-1323.6,35645.7765208414,31576278.2644553
13121011306,113.06,ARC 10,,,SDE,2015/05/19 15:53:48,16.3,30701,1445,211,14.6,236,,-462.9,43848.1013997384,77172987.7172359
13121007706,77.06,ARC 10,,,SDE,2015/05/19 15:53:48,31.9,44877,5575,239,4.3,1776,,715.8,50918.3594392195,143846088.460858
13121007703,77.03,ARC 10,,,SDE,2015/05/19 15:53:48,38.5,36971,2501,270,10.8,963,,-61.2,35318.4742572887,48769460.437161
13121003700,37,ARC 10,,,SDE,2015/05/19 15:53:48,0,0,0,0,0,0,,0,4892.41393351077,974879.038446398
13121011202,112.02,ARC 10,,,SDE,2015/05/19 15:53:48,20.5,34957,3421,832,24.3,701,,-1226.7,26244.192491064,34526929.8048278
13121011100,111,ARC 10,,,SDE,2015/05/19 15:53:48,33.3,45515,1714,154,9,571,,-446.9,25941.6970966449,36942015.6370402
13121011201,112.01,ARC 10,,,SDE,2015/05/19 15:53:48,20.7,36957,2237,378,16.9,462,,-1516,30089.0794242275,40521179.7466351
13121011303,113.03,ARC 10,,,SDE,2015/05/19 15:53:48,31.5,45283,5626,939,16.7,1770,,299.6,53413.683114129,75555214.5609648
13121008102,81.02,ARC 10,,,SDE,2015/05/19 15:53:48,11.4,23577,4884,1182,24.2,559,,-233.6,50281.6506090656,77841063.5658365
13121007002,70.02,ARC 10,,,SDE,2015/05/19 15:53:48,18.5,19943,1219,302,24.8,226,,-946.5,40624.6798531935,47147476.2994195
13121011301,113.01,ARC 10,,,SDE,2015/05/19 15:53:48,29.3,41402,3181,416,13.1,933,,-315.5,31809.7328936535,54470850.6443313
13139001202,12.02,ARC 20,,,SDE,2015/05/19 15:53:48,11.9,41083,3566,1348,37.8,426,,97.4,124219.185734304,515598921.298081
13139000101,1.01,ARC 20,,,SDE,2015/05/19 15:53:48,10.5,44750,2826,605,21.4,297,,45.1,190459.96170307,1014967785.80045
13139000701,7.01,ARC 20,,,SDE,2015/05/19 15:53:48,5.6,37700,3120,1037,33.2,174,,139.6,108023.558906376,320588061.454961
13139000702,7.02,ARC 20,,,SDE,2015/05/19 15:53:48,7.1,45568,3133,1082,34.5,221,,168.2,70963.2630773066,301517062.548275
13139000102,1.02,ARC 20,,,SDE,2015/05/19 15:53:48,9.4,45671,2530,610,24.1,239,,8.1,184630.173386886,865647051.06733
13139000201,2.01,ARC 20,,,SDE,2015/05/19 15:53:48,12.9,47050,4066,1012,24.9,526,,14.7,190343.182886582,1380839068.06552
13139000302,3.02,ARC 20,,,SDE,2015/05/19 15:53:48,25.8,65349,4523,587,13,1167,,54,115801.833034916,453535318.642048
13139000900,9,ARC 20,,,SDE,2015/05/19 15:53:48,31.4,35915,3337,377,11.3,1049,,86.1,37581.9817100283,78438089.5135848
13139000500,5,ARC 20,,,SDE,2015/05/19 15:53:48,39.3,58611,4772,622,13,1876,,3,110463.092212525,255445833.159032
13139001402,14.02,ARC 20,,,SDE,2015/05/19 15:53:48,34,63750,3626,564,15.6,1233,,95.1,74593.7775238325,206387938.441186
13139001002,10.02,ARC 20,,,SDE,2015/05/19 15:53:48,17.5,46193,4130,1414,34.2,721,,63.8,94864.7051013622,242695187.295443
13139000800,8,ARC 20,,,SDE,2015/05/19 15:53:48,5.6,26932,1588,680,42.8,89,,-93.7,36039.563456852,51730359.890924
13139000600,6,ARC 20,,,SDE,2015/05/19 15:53:48,20.9,38880,4293,940,21.9,897,,42.7,111344.517537034,328340557.971889
13139000400,4,ARC 20,,,SDE,2015/05/19 15:53:48,32.1,47424,3825,540,14.1,1227,,83.9,86539.4465718673,270482163.682472
13121007604,76.04,ARC 10,,,SDE,2015/05/19 15:53:48,11.2,17238,1336,209,15.6,149,,177.5,15991.2508706245,12041803.0786793
13121007704,77.04,ARC 10,,,SDE,2015/05/19 15:53:48,24.8,36896,3294,632,19.2,818,,-26.9,39611.5753185059,73535112.7711412
13121007603,76.03,ARC 10,,,SDE,2015/05/19 15:53:48,10.1,14346,2931,720,24.6,296,,-15,31668.5135541999,33937540.6542675
13121011427,114.27,ARC 10,,,SDE,2015/05/19 15:53:48,70.2,108881,5019,114,2.3,3523,,211.1,36565.2466878059,75338280.5354177
13121011616,116.16,ARC 10,,,SDE,2015/05/19 15:53:48,42.8,61719,3199,101,3.2,1370,,234.5,36219.785000326,61744225.7521098
13121011617,116.17,ARC 10,,,SDE,2015/05/19 15:53:48,67.4,104867,4815,72,1.5,3244,,582.4,58165.7122665261,70834537.1226993
13121011611,116.11,ARC 10,,,SDE,2015/05/19 15:53:48,42,54842,5106,640,12.5,2144,,413.6,56145.4592081474,152682394.985978
13121010800,108,ARC 10,,,SDE,2015/05/19 15:53:48,17.8,36435,4536,1116,24.6,807,,91.4,39178.9991184503,59555123.8997665
13121980000,9800,ARC 10,,,SDE,2015/05/19 15:53:48,0,0,0,0,0,0,,0,34196.7775227471,29411145.3680792
13121004300,43,ARC 10,,,SDE,2015/05/19 15:53:48,42.6,31607,578,20,3.5,246,,-1745,14135.0781537349,6612268.91734716
13121008904,89.04,ARC 10,,,SDE,2015/05/19 15:53:48,75.3,70787,3373,74,2.2,2539,,266.7,34211.3959874801,32986235.2534605
13121008903,89.03,ARC 10,,,SDE,2015/05/19 15:53:48,48.7,66635,1482,196,13.2,721,,-1160,21203.4637615386,12479801.9085662
13121001001,10.01,ARC 10,,,SDE,2015/05/19 15:53:48,87.9,64583,1312,28,2.1,1153,,1765,17777.8483353169,10065000.4660827
13121009101,91.01,ARC 10,,,SDE,2015/05/19 15:53:48,74.4,71691,3716,162,4.4,2765,,-212.9,23621.9884504176,18513165.3290227
13121001201,12.01,ARC 10,,,SDE,2015/05/19 15:53:48,68,53623,3167,113,3.6,2155,,5035,10866.6683401495,6106367.27571318
13121001202,12.02,ARC 10,,,SDE,2015/05/19 15:53:48,86.7,65255,3000,5,0.2,2602,,11070,10681.674708371,5178739.01815623
13121009102,91.02,ARC 10,,,SDE,2015/05/19 15:53:48,67.3,44089,2534,63,2.5,1706,,1405,22125.6891756543,17322425.2306329
13121010108,101.08,ARC 10,,,SDE,2015/05/19 15:53:48,78.6,166094,2706,21,0.8,2127,,-7.5,37450.7615940341,54400531.9706863
13121007500,75,ARC 10,,,SDE,2015/05/19 15:53:48,12.9,17545,2388,439,18.4,309,,-168.5,35587.0493307317,35491566.3038461
13121008101,81.01,ARC 10,,,SDE,2015/05/19 15:53:48,14.7,29178,851,169,19.9,125,,-480,19021.1777583248,9718789.02795097
13121006000,60,ARC 10,,,SDE,2015/05/19 15:53:48,19.8,23409,2271,540,23.8,450,,-1455,20762.2798497671,16795770.090175
13121000700,7,ARC 10,,,SDE,2015/05/19 15:53:48,14.7,63594,2150,752,35,315,,-1081.4,22207.0991777435,18790475.2631969
13121001002,10.02,ARC 10,,,SDE,2015/05/19 15:53:48,51.7,24028,725,83,11.4,375,,-1917.1,19835.9629627572,19097655.6097307
13121011410,114.10,ARC 10,,,SDE,2015/05/19 15:53:48,65.2,91774,5236,299,5.7,3413,,32.7,50642.7286765364,84417993.7284046
13121010107,101.07,ARC 10,,,SDE,2015/05/19 15:53:48,74.2,150313,1395,0,0,1035,,47.1,44981.0270412443,59058047.5894892
13121011405,114.05,ARC 10,,,SDE,2015/05/19 15:53:48,40,53134,5565,881,15.8,2227,,132.7,36611.6615418357,82947726.1644769
13121010106,101.06,ARC 10,,,SDE,2015/05/19 15:53:48,60.7,76895,2733,81,3,1659,,111.9,43956.4841741412,74616727.6511067
13121002900,29,ARC 10,,,SDE,2015/05/19 15:53:48,59.5,64671,1732,109,6.3,1030,,3966.7,11978.6058081513,7693435.66452935
13121010110,101.10,ARC 10,,,SDE,2015/05/19 15:53:48,66.4,73655,3734,199,5.3,2479,,571,34322.4608262097,58036761.8235646
13121010205,102.05,ARC 10,,,SDE,2015/05/19 15:53:48,69.5,90903,3573,60,1.7,2484,,165,39656.1257077472,71122880.5413536
13121010210,102.10,ARC 10,,,SDE,2015/05/19 15:53:48,64.9,59950,3784,39,1,2454,,199.4,32670.8704578754,50692598.8846389
13121010209,102.09,ARC 10,,,SDE,2015/05/19 15:53:48,50.1,51508,3785,79,2.1,1897,,-24,30009.3284299217,42008411.1388751
13121008902,89.02,ARC 10,,,SDE,2015/05/19 15:53:48,72.8,53902,4337,321,7.4,3157,,317.5,39090.2237554812,76734461.5134253
13121008500,85,ARC 10,,,SDE,2015/05/19 15:53:48,8.2,27880,2644,572,21.6,217,,-682.7,37854.9567663233,40823434.2440657
13121008601,86.01,ARC 10,,,SDE,2015/05/19 15:53:48,8.4,20236,2747,658,24,230,,-525.9,30189.3322815421,48537300.3849885
13121005800,58,ARC 10,,,SDE,2015/05/19 15:53:48,15.2,20345,933,287,30.8,142,,-1636,22024.4724229574,13521662.1611733
13121007900,79,ARC 10,,,SDE,2015/05/19 15:53:48,46.9,57784,4391,318,7.2,2058,,107,41073.1405928045,90957405.6216278
13121010601,106.01,ARC 10,,,SDE,2015/05/19 15:53:48,28.3,33139,2084,437,21,589,,-1088.2,24272.2447145636,31535850.3270831
13121008700,87,ARC 10,,,SDE,2015/05/19 15:53:48,18.8,21699,2675,424,15.9,503,,-12,62527.6893762751,83533721.6080865
13121012300,123,ARC 10,,,SDE,2015/05/19 15:53:48,36.8,43936,1662,203,12.2,611,,-506.4,35779.2966023388,38674975.091724
13121012000,120,ARC 10,,,SDE,2015/05/19 15:53:48,23.3,12475,1553,457,29.4,362,,97.8,23862.0456139396,24775831.1456967
13121011900,119,ARC 10,,,SDE,2015/05/19 15:53:48,41.1,23791,1553,276,17.8,638,,-253.3,22256.265194026,16474731.4946671
13121011800,118,ARC 10,,,SDE,2015/05/19 15:53:48,36.6,13056,1020,218,21.4,373,,-20,23062.6888079539,20125485.0883462
13121011624,116.24,ARC 10,,,SDE,2015/05/19 15:53:48,67.1,157991,2631,39,1.5,1765,,269,23483.7223288489,29057882.5014201
13121003600,36,ARC 10,,,SDE,2015/05/19 15:53:48,58.2,30107,778,70,9,453,,-1475,8879.24346147462,4243291.55712205
13121003500,35,ARC 10,,,SDE,2015/05/19 15:53:48,32,56190,1718,300,17.5,549,,-2938,26615.5342716333,14856056.3510071
13121010208,102.08,ARC 10,,,SDE,2015/05/19 15:53:48,46,45629,2871,208,7.2,1321,,260.8,41245.6717082067,67817273.19386
13121011411,114.11,ARC 10,,,SDE,2015/05/19 15:53:48,60,76279,4939,124,2.5,2961,,-164,36759.3147067717,82812868.1897228
13121011412,114.12,ARC 10,,,SDE,2015/05/19 15:53:49,58,76442,5762,374,6.5,3341,,245.4,49384.7115587305,96793965.7074524
13121011414,114.14,ARC 10,,,SDE,2015/05/19 15:53:49,54.8,63991,4976,114,2.3,2727,,-2.8,37389.9223435403,50519009.5918236
13121010603,106.03,ARC 10,,,SDE,2015/05/19 15:53:49,10.8,24873,1937,256,13.2,210,,-786.7,45245.8599415216,66468694.2134692
13121010604,106.04,ARC 10,,,SDE,2015/05/19 15:53:49,21,30455,1892,219,11.6,398,,-1058.9,36416.8614668653,51020033.5253941
13121007300,73,ARC 10,,,SDE,2015/05/19 15:53:49,11.7,23933,4506,987,21.9,528,,-237.7,49660.0368251227,82578817.6088358
13121010508,105.08,ARC 10,,,SDE,2015/05/19 15:53:49,24.2,49340,2351,367,15.6,568,,522,35941.0143906559,42043705.0844113
13121010507,105.07,ARC 10,,,SDE,2015/05/19 15:53:49,18.4,28052,4886,848,17.4,897,,301.1,47243.7797671799,74740339.5588612
13121010511,105.11,ARC 10,,,SDE,2015/05/19 15:53:49,34.7,47100,4976,228,4.6,1729,,490.5,65138.9437530797,174779459.311457
13121011626,116.26,ARC 10,,,SDE,2015/05/19 15:53:49,62.6,85551,4808,219,4.6,3010,,1038.6,35387.9549491855,62401075.2265925
13121011622,116.22,ARC 10,,,SDE,2015/05/19 15:53:49,69.8,130294,5968,217,3.6,4167,,440.8,63808.7884128429,184480931.417074
13121011424,114.24,ARC 10,,,SDE,2015/05/19 15:53:49,58.7,96487,3986,103,2.6,2340,,342.6,38426.7534712973,52552030.9097138
13121011422,114.22,ARC 10,,,SDE,2015/05/19 15:53:49,51.8,70875,2935,72,2.5,1519,,353.1,36200.8449117184,45532191.8756091
13121011505,115.05,ARC 10,,,SDE,2015/05/19 15:53:49,72.9,155096,2898,39,1.3,2113,,79.4,31033.0467753722,46311771.0208474
13121010123,101.23,ARC 10,,,SDE,2015/05/19 15:53:49,41.7,50264,3229,234,7.2,1347,,-578.2,25870.6143140249,29927838.3626902
13121000100,1,ARC 10,,,SDE,2015/05/19 15:53:49,77,125819,3035,122,4,2336,,200,29612.4927990861,36187601.4132584
13121000200,2,ARC 10,,,SDE,2015/05/19 15:53:49,75.7,94125,4665,48,1,3531,,2.7,24632.5937907733,30978659.9713744
13121009402,94.02,ARC 10,,,SDE,2015/05/19 15:53:49,59,62745,3563,329,9.2,2102,,-206,21753.9090802975,14638987.7510723
13121001100,11,ARC 10,,,SDE,2015/05/19 15:53:49,75.4,72762,3181,38,1.2,2399,,5415,9798.15755357426,5070416.23681755
13121000400,4,ARC 10,,,SDE,2015/05/19 15:53:49,81.6,105938,1398,14,1,1141,,46.7,22290.821026522,17275364.1954414
13121009200,92,ARC 10,,,SDE,2015/05/19 15:53:49,60.5,54130,4124,421,10.2,2494,,1725.7,30242.0628864068,38099879.9114878
13121008201,82.01,ARC 10,,,SDE,2015/05/19 15:53:49,25,27490,4531,688,15.2,1133,,175.2,34318.2848522035,57662151.5657706
13121007808,78.08,ARC 10,,,SDE,2015/05/19 15:53:49,4.9,11438,1973,482,24.4,97,,483.3,26173.0888377304,17551635.5626296
13121007806,78.06,ARC 10,,,SDE,2015/05/19 15:53:49,13.8,31886,4085,945,23.1,563,,122.6,38898.2495348008,54330931.1475559
13121008800,88,ARC 10,,,SDE,2015/05/19 15:53:49,58.1,88477,3998,431,10.8,2323,,421.8,52678.4783392763,105387899.994121
13121008602,86.02,ARC 10,,,SDE,2015/05/19 15:53:49,14.6,33875,831,143,17.2,121,,-1300,36236.1274444228,49601129.7312154
13121010121,101.21,ARC 10,,,SDE,2015/05/19 15:53:49,61.2,67443,1743,15,0.9,1067,,547.5,19227.9398892724,22563839.8372121
13121010119,101.19,ARC 10,,,SDE,2015/05/19 15:53:49,33.8,35736,3053,408,13.4,1032,,251.3,21091.4238998081,23205565.4901786
13121010211,102.11,ARC 10,,,SDE,2015/05/19 15:53:49,55.6,125417,2545,355,13.9,1415,,514,29232.6582322618,41573521.3676674
13121009801,98.01,ARC 10,,,SDE,2015/05/19 15:53:49,72.1,143000,3022,38,1.3,2180,,290,34206.1699167343,61184261.07407
13121009603,96.03,ARC 10,,,SDE,2015/05/19 15:53:49,69.6,59800,2797,74,2.6,1946,,1684.3,19909.3299750351,20214455.9186758
13121009601,96.01,ARC 10,,,SDE,2015/05/19 15:53:49,84.7,88264,1918,52,2.7,1625,,1743.3,14212.2129622973,8846840.55928921
13121007705,77.05,ARC 10,,,SDE,2015/05/19 15:53:49,23.8,21170,2853,395,13.8,679,,496.9,34608.1271021335,35767055.9454635
13121011612,116.12,ARC 10,,,SDE,2015/05/19 15:53:49,61.5,134375,2334,72,3.1,1436,,-353.1,46913.8067748241,80228234.7821506
13121011623,116.23,ARC 10,,,SDE,2015/05/19 15:53:49,64.1,94300,7573,252,3.3,4858,,1144.4,62925.1468165999,100175762.949541
13121011625,116.25,ARC 10,,,SDE,2015/05/19 15:53:49,60.2,115974,4565,216,4.7,2748,,935,45605.3944441504,65670731.6925308
13121011619,116.19,ARC 10,,,SDE,2015/05/19 15:53:49,68,79688,4637,234,5,3152,,566.4,42823.0941873249,76870934.8183942
13121011621,116.21,ARC 10,,,SDE,2015/05/19 15:53:49,73.1,122568,4080,0,0,2981,,204.7,53507.393055463,118495496.486243
13121000500,5,ARC 10,,,SDE,2015/05/19 15:53:49,79.1,77865,3242,110,3.4,2564,,750,34748.3082032289,35590083.460514
13121009300,93,ARC 10,,,SDE,2015/05/19 15:53:49,83,92857,3586,14,0.4,2977,,-242.2,23629.5436632113,26343535.5716026
13121009900,99,ARC 10,,,SDE,2015/05/19 15:53:49,81,110865,3228,85,2.6,2614,,167.3,44290.6294686092,84103577.638715
13121009000,90,ARC 10,,,SDE,2015/05/19 15:53:49,91.3,103387,2788,11,0.4,2545,,693.3,29274.5190579114,34307475.3779666
13121009700,97,ARC 10,,,SDE,2015/05/19 15:53:49,86.9,163125,2788,5,0.2,2423,,-94.3,51333.5192695904,116967062.055144
13121010206,102.06,ARC 10,,,SDE,2015/05/19 15:53:49,81,160223,3583,23,0.6,2904,,9.1,57080.7212355297,161200523.028088
13121010204,102.04,ARC 10,,,SDE,2015/05/19 15:53:49,81.5,143158,3682,11,0.3,3002,,2.4,57105.1102362936,105121427.781422
13121007100,71,ARC 10,,,SDE,2015/05/19 15:53:49,9.5,20282,1364,385,28.2,129,,-1778,31135.5445957555,26666652.3580867
13121006801,68.01,ARC 10,,,SDE,2015/05/19 15:53:49,4.3,0,2257,545,24.1,98,,-766.7,11514.3433504124,7109704.33898223
13121006900,69,ARC 10,,,SDE,2015/05/19 15:53:49,30.7,48482,2556,532,20.8,785,,-113.3,22693.9447338102,33906113.1301109
13121005200,52,ARC 10,,,SDE,2015/05/19 15:53:49,67.8,78438,3112,227,7.3,2110,,687.8,23275.2223350367,24400301.1821907
13121005000,50,ARC 10,,,SDE,2015/05/19 15:53:49,60.4,57670,1751,242,13.8,1057,,-44,16357.0043522551,14636709.5834853
13121001500,15,ARC 10,,,SDE,2015/05/19 15:53:49,65.9,60722,3319,149,4.5,2187,,302.5,14428.4040576486,12388128.4723645
13121007807,78.07,ARC 10,,,SDE,2015/05/19 15:53:49,12.5,17466,1788,456,25.5,224,,-449.1,25784.5844903406,31196195.0441623
13121010510,105.10,ARC 10,,,SDE,2015/05/19 15:53:49,25.7,42651,9842,1342,13.6,2529,,766.3,107938.541782506,335742545.581754
13121010512,105.12,ARC 10,,,SDE,2015/05/19 15:53:49,10.9,28529,3563,477,13.4,387,,213.9,44671.0210907863,99548987.2003028
13121007802,78.02,ARC 10,,,SDE,2015/05/19 15:53:49,43.6,46116,5764,476,8.3,2513,,332.6,61139.965913249,146561660.462482
13121007805,78.05,ARC 10,,,SDE,2015/05/19 15:53:49,25.1,37857,2350,225,9.6,590,,-118.6,73580.6734835874,163590373.361153
13121011618,116.18,ARC 10,,,SDE,2015/05/19 15:53:49,71,97763,2431,105,4.3,1727,,1114.5,33808.1410292137,56256180.3966317
13121011610,116.10,ARC 10,,,SDE,2015/05/19 15:53:49,57.6,81992,3360,105,3.1,1934,,-1.7,37716.0911767339,50831417.6765959
13121011614,116.14,ARC 10,,,SDE,2015/05/19 15:53:49,54.1,73697,9493,72,0.8,5134,,2205.5,56653.0212331867,91525206.4524374
13121011620,116.20,ARC 10,,,SDE,2015/05/19 15:53:49,61.8,96875,6164,263,4.3,3812,,719,64846.0070133605,83606141.8665234
13121011420,114.20,ARC 10,,,SDE,2015/05/19 15:53:49,12.8,31662,4510,1807,40.1,579,,670,18002.0227307469,17903180.2294777
13121011613,116.13,ARC 10,,,SDE,2015/05/19 15:53:49,53.6,91461,4006,113,2.8,2149,,398.4,41309.6622726689,70445938.3591641
13121011426,114.26,ARC 10,,,SDE,2015/05/19 15:53:49,49.2,99196,1557,191,12.3,766,,-91.7,22276.5208186153,15825172.9451085
13121011425,114.25,ARC 10,,,SDE,2015/05/19 15:53:49,77.3,176818,4560,166,3.6,3527,,176.7,64453.1173719141,120068209.48778
13121011423,114.23,ARC 10,,,SDE,2015/05/19 15:53:49,68.1,104333,3449,104,3,2348,,72.8,40061.8565201606,70470580.5270759
