TRACTCE10,GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Population,Populatio2,White__201,Black__201,Asian_Paci,Hispanic__,All_Non_Wh,Percent__W,Percent__B,Percent_NW,White__200,Black__200,Asian_Pac2,Hispanic_2,All_Non_W2,Percent__2,Percent__3,Percent_N2,Change_in_,Change_in2,Change_in3,GlobalID,Pop_Chng_p,OthrRaces_,Pct_Asian_,Pct_OthrRa,Pct_Hispan,OthrRaces2,Pct_Asian2,Pct_OthrR2,Pct_Hispa2,Chg_Asian_,Chg_Othr_i,Chng_Pct_W,Chng_Pct_B,ChngPct_As,ChngPct_Ot,Chng_Pct_H,Chng_MajWh,Shape_Leng,Shape_Area
003600,13121003600,36,ARC 10,,,SDE,2015/05/27 16:20:56,1207,1502,88,1031,12,49,1119,7.3,85.4,92.7,81,1357,13,28,1421,5.4,90.3,94.6,7,-326,21,,-1475,27,1,2.2,1.9,23,0.9,1.5,1.9,-1,4,1.9,-4.9,0.1,0.7,2.2,0,8879.24346147462,4243291.55712205
003500,13121003500,35,ARC 10,,,SDE,2015/05/27 16:20:56,2241,3710,603,1333,59,185,1638,26.9,59.5,73.1,614,2799,35,195,3096,16.5,75.4,83.5,-11,-1466,-10,,-2938,61,2.6,2.7,5.3,67,0.9,1.8,5.3,24,-6,10.4,-15.9,1.7,0.9,3,0,26615.5342716333,14856056.3510071
010208,13121010208,102.08,ARC 10,,,SDE,2015/05/27 16:20:56,4219,3593,2259,1181,165,383,1960,53.5,28,46.5,2798,385,178,160,795,77.9,10.7,22.1,-539,796,223,,260.8,231,3.9,5.5,4.5,72,5,2,4.5,-13,159,-24.4,17.3,-1.1,3.5,4.6,0,41245.6717082067,67817273.19386
011411,13121011411,114.11,ARC 10,,,SDE,2015/05/27 16:20:56,7501,7993,5104,909,258,1057,2397,68,12.1,32,5830,733,269,994,2163,72.9,9.2,27.1,-726,176,63,,-164,173,3.4,2.3,12.4,167,3.4,2.1,12.4,-11,6,-4.9,2.9,0,0.2,1.7,0,36759.3147067717,82812868.1897228
011412,13121011412,114.12,ARC 10,,,SDE,2015/05/27 16:20:56,8743,7884,5739,1277,339,1159,3004,65.6,14.6,34.4,6321,591,337,481,1563,80.2,7.5,19.8,-582,686,678,,245.4,229,3.9,2.6,6.1,154,4.3,2,6.1,2,75,-14.6,7.1,-0.4,0.6,7.2,0,49384.7115587305,96793965.7074524
011414,13121011414,114.14,ARC 10,,,SDE,2015/05/27 16:20:56,7449,7454,4399,1582,476,775,3050,59.1,21.2,40.9,5426,895,569,428,2028,72.8,12,27.2,-1027,687,347,,-2.8,217,6.4,2.9,5.7,136,7.6,1.8,5.7,-93,81,-13.7,9.2,-1.2,1.1,4.7,0,37389.9223435403,50519009.5918236
010603,13121010603,106.03,ARC 10,,,SDE,2015/05/27 16:20:56,3507,5395,68,3245,20,95,3439,1.9,92.5,98.1,112,5081,19,106,5283,2.1,94.2,97.9,-44,-1836,-11,,-786.7,79,0.6,2.3,2,77,0.4,1.4,2,1,2,-0.2,-1.7,0.2,0.9,0.7,0,45245.8599415216,66468694.2134692
010604,13121010604,106.04,ARC 10,,,SDE,2015/05/27 16:20:56,3482,5388,96,2877,43,372,3386,2.8,82.6,97.2,198,4667,48,366,5190,3.7,86.6,96.3,-102,-1790,6,,-1058.9,94,1.2,2.7,6.8,109,0.9,2,6.8,-5,-15,-0.9,-4,0.3,0.7,3.9,0,36416.8614668653,51020033.5253941
007300,13121007300,73,ARC 10,,,SDE,2015/05/27 16:20:56,6683,7396,79,6298,28,171,6604,1.2,94.2,98.8,208,6953,9,180,7188,2.8,94,97.2,-129,-655,-9,,-237.7,107,0.4,1.6,2.4,46,0.1,0.6,2.4,19,61,-1.6,0.2,0.3,1,0.2,0,49660.0368251227,82578817.6088358
010508,13121010508,105.08,ARC 10,,,SDE,2015/05/27 16:20:56,3757,2974,99,3537,11,70,3658,2.6,94.1,97.4,192,2664,34,52,2782,6.5,89.6,93.5,-93,873,18,,522,40,0.3,1.1,1.7,32,1.1,1.1,1.7,-23,8,-3.9,4.5,-0.8,0,0.2,0,35941.0143906559,42043705.0844113
010507,13121010507,105.07,ARC 10,,,SDE,2015/05/27 16:20:56,7974,7161,130,7401,57,235,7844,1.6,92.8,98.4,247,6589,49,137,6914,3.4,92,96.6,-117,812,98,,301.1,151,0.7,1.9,1.9,139,0.7,1.9,1.9,8,12,-1.8,0.8,0,0,1,0,47243.7797671799,74740339.5588612
010511,13121010511,105.11,ARC 10,,,SDE,2015/05/27 16:20:56,7651,4561,235,7110,33,165,7416,3.1,92.9,96.9,432,3978,38,55,4129,9.5,87.2,90.5,-197,3132,110,,490.5,108,0.4,1.4,1.2,58,0.8,1.3,1.2,-5,50,-6.4,5.7,-0.4,0.1,1,0,65138.9437530797,174779459.311457
011626,13121011626,116.26,ARC 10,,,SDE,2015/05/27 16:20:56,8047,5762,4211,1010,2119,502,3836,52.3,12.6,47.7,4237,370,814,198,1525,73.5,6.4,26.5,-26,640,304,,1038.6,205,26.3,2.5,3.4,143,14.1,2.5,3.4,1305,62,-21.2,6.2,12.2,0,2.8,0,35387.9549491855,62401075.2265925
011622,13121011622,116.22,ARC 10,,,SDE,2015/05/27 16:20:56,9625,6716,4190,602,4304,263,5435,43.5,6.3,56.5,4980,347,1091,177,1736,74.2,5.2,25.8,-790,255,86,,440.8,266,44.7,2.8,2.6,121,16.2,1.8,2.6,3213,145,-30.7,1.1,28.5,1,0.1,1,63808.7884128429,184480931.417074
011424,13121011424,114.24,ARC 10,,,SDE,2015/05/27 16:20:56,5097,4446,3728,496,448,288,1369,73.1,9.7,26.9,3765,232,240,147,681,84.7,5.2,15.3,-37,264,141,,342.6,137,8.8,2.7,3.3,62,5.4,1.4,3.3,208,75,-11.6,4.5,3.4,1.3,2.4,0,38426.7534712973,52552030.9097138
011422,13121011422,114.22,ARC 10,,,SDE,2015/05/27 16:20:56,3666,3101,2669,590,102,206,997,72.8,16.1,27.2,2668,248,71,81,433,86,8,14,1,342,125,,353.1,99,2.8,2.7,2.6,33,2.3,1.1,2.6,31,66,-13.2,8.1,0.5,1.6,3,0,36200.8449117184,45532191.8756091
011505,13121011505,115.05,ARC 10,,,SDE,2015/05/27 16:20:56,4198,4063,3523,246,191,148,675,83.9,5.9,16.1,3531,264,123,84,532,86.9,6.5,13.1,-8,-18,64,,79.4,90,4.5,2.1,2.1,61,3,1.5,2.1,68,29,-3,-0.6,1.5,0.6,1.4,0,31033.0467753722,46311771.0208474
010123,13121010123,101.23,ARC 10,,,SDE,2015/05/27 16:20:56,4017,4653,2040,1048,164,663,1977,50.8,26.1,49.2,2956,943,195,467,1697,63.5,20.3,36.5,-916,105,196,,-578.2,102,4.1,2.5,10,92,4.2,2,10,-31,10,-12.7,5.8,-0.1,0.5,6.5,0,25870.6143140249,29927838.3626902
000100,13121000100,1,ARC 10,,,SDE,2015/05/27 16:20:56,4413,4153,3982,113,93,149,431,90.2,2.6,9.8,3875,88,59,93,278,93.3,2.1,6.7,107,25,56,,200,76,2.1,1.7,2.2,38,1.4,0.9,2.2,34,38,-3.1,0.5,0.7,0.8,1.2,0,29612.4927990861,36187601.4132584
000200,13121000200,2,ARC 10,,,SDE,2015/05/27 16:20:56,5449,5446,4733,267,145,222,716,86.9,4.9,13.1,4835,258,82,167,611,88.8,4.7,11.2,-102,9,55,,2.7,82,2.7,1.5,3.1,104,1.5,1.9,3.1,63,-22,-1.9,0.2,1.2,-0.4,1,0,24632.5937907733,30978659.9713744
009402,13121009402,94.02,ARC 10,,,SDE,2015/05/27 16:20:56,4073,4176,1131,859,303,1689,2942,27.8,21.1,72.2,854,349,200,2641,3322,20.5,8.4,79.5,277,510,-952,,-206,91,7.4,2.2,63.2,132,4.8,3.2,63.2,103,-41,7.3,12.7,2.6,-1,-21.7,0,21753.9090802975,14638987.7510723
001100,13121001100,11,ARC 10,,,SDE,2015/05/27 16:20:56,3633,2550,2597,484,274,180,1036,71.5,13.3,28.5,1894,420,84,114,656,74.3,16.5,25.7,703,64,66,,5415,98,7.5,2.7,4.5,39,3.3,1.5,4.5,190,59,-2.8,-3.2,4.2,1.2,0.5,0,9798.15755357426,5070416.23681755
000400,13121000400,4,ARC 10,,,SDE,2015/05/27 16:20:56,1715,1687,1416,169,44,64,299,82.6,9.9,17.4,1505,116,18,31,182,89.2,6.9,10.8,-89,53,33,,46.7,22,2.6,1.3,1.8,16,1.1,0.9,1.8,26,6,-6.6,3,1.5,0.4,1.9,0,22290.821026522,17275364.1954414
009200,13121009200,92,ARC 10,,,SDE,2015/05/27 16:20:56,6468,4052,3166,1388,331,1420,3302,48.9,21.5,51.1,2600,566,125,670,1452,64.2,14,35.8,566,822,750,,1725.7,163,5.1,2.5,16.5,91,3.1,2.2,16.5,206,72,-15.3,7.5,2,0.3,5.5,1,30242.0628864068,38099879.9114878
008201,13121008201,82.01,ARC 10,,,SDE,2015/05/27 16:20:56,6083,5715,49,5854,5,81,6034,0.8,96.2,99.2,17,5622,9,19,5698,0.3,98.4,99.7,32,232,62,,175.2,94,0.1,1.5,0.3,48,0.2,0.8,0.3,-4,46,0.5,-2.2,-0.1,0.7,1,0,34318.2848522035,57662151.5657706
007808,13121007808,78.08,ARC 10,,,SDE,2015/05/27 16:20:56,4306,4016,31,3812,0,403,4275,0.7,88.5,99.3,12,3904,2,61,4004,0.3,97.2,99.7,19,-92,342,,483.3,60,0,1.4,1.5,37,0,0.9,1.5,-2,23,0.4,-8.7,0,0.5,7.9,0,26173.0888377304,17551635.5626296
007806,13121007806,78.06,ARC 10,,,SDE,2015/05/27 16:20:56,5474,5241,17,5349,18,55,5457,0.3,97.7,99.7,47,5102,20,37,5194,0.9,97.3,99.1,-30,247,18,,122.6,35,0.3,0.6,0.7,35,0.4,0.7,0.7,-2,0,-0.6,0.4,-0.1,-0.1,0.3,0,38898.2495348008,54330931.1475559
008800,13121008800,88,ARC 10,,,SDE,2015/05/27 16:20:56,4578,2975,2713,1187,121,436,1865,59.3,25.9,40.7,1116,1426,10,379,1859,37.5,47.9,62.5,1597,-239,57,,421.8,121,2.6,2.6,12.7,43,0.3,1.4,12.7,111,78,21.8,-22,2.3,1.2,-3.2,0,52678.4783392763,105387899.994121
008602,13121008602,86.02,ARC 10,,,SDE,2015/05/27 16:20:56,1285,3625,60,1168,13,24,1225,4.7,90.9,95.3,24,3527,1,48,3601,0.7,97.3,99.3,36,-2359,-24,,-1300,20,1,1.6,1.3,25,0,0.7,1.3,12,-5,4,-6.4,1,0.9,0.6,0,36236.1274444228,49601129.7312154
010121,13121010121,101.21,ARC 10,,,SDE,2015/05/27 16:20:56,1648,1210,1382,116,82,52,266,83.9,7,16.1,1075,51,52,18,135,88.8,4.2,11.2,307,65,34,,547.5,16,5,1,1.5,14,4.3,1.2,1.5,30,2,-4.9,2.8,0.7,-0.2,1.7,0,19227.9398892724,22563839.8372121
010119,13121010119,101.19,ARC 10,,,SDE,2015/05/27 16:20:56,4938,4737,1362,2170,175,978,3576,27.6,43.9,72.4,1689,1854,141,885,3048,35.7,39.1,64.3,-327,316,93,,251.3,253,3.5,5.1,18.7,168,3,3.5,18.7,34,85,-8.1,4.8,0.5,1.6,1.1,0,21091.4238998081,23205565.4901786
010211,13121010211,102.11,ARC 10,,,SDE,2015/05/27 16:20:56,3970,3199,2483,241,84,1094,1487,62.5,6.1,37.5,2538,238,60,315,661,79.3,7.4,20.7,-55,3,779,,514,68,2.1,1.7,9.8,48,1.9,1.5,9.8,24,20,-16.8,-1.3,0.2,0.2,17.8,0,29232.6582322618,41573521.3676674
009801,13121009801,98.01,ARC 10,,,SDE,2015/05/27 16:20:56,4680,4042,4390,75,98,85,290,93.8,1.6,6.2,3897,46,35,40,145,96.4,1.1,3.6,493,29,45,,290,32,2.1,0.7,1,24,0.9,0.6,1,63,8,-2.6,0.5,1.2,0.1,0.8,0,34206.1699167343,61184261.07407
009603,13121009603,96.03,ARC 10,,,SDE,2015/05/27 16:20:56,4388,3209,2918,494,204,655,1470,66.5,11.3,33.5,2509,212,152,293,700,78.2,6.6,21.8,409,282,362,,1684.3,117,4.6,2.7,9.1,43,4.7,1.3,9.1,52,74,-11.7,4.7,-0.1,1.4,5.8,0,19909.3299750351,20214455.9186758
009601,13121009601,96.01,ARC 10,,,SDE,2015/05/27 16:20:56,2438,1915,1837,275,86,183,601,75.3,11.3,24.7,1315,103,69,404,600,68.7,5.4,31.3,522,172,-221,,1743.3,57,3.5,2.3,21.1,24,3.6,1.3,21.1,17,33,6.6,5.9,-0.1,1,-13.6,0,14212.2129622973,8846840.55928921
007705,13121007705,77.05,ARC 10,,,SDE,2015/05/27 16:20:56,3628,2982,23,3534,4,35,3605,0.6,97.4,99.4,55,2882,4,22,2927,1.8,96.6,98.2,-32,652,13,,496.9,32,0.1,0.9,0.7,19,0.1,0.6,0.7,0,13,-1.2,0.8,0,0.3,0.3,0,34608.1271021335,35767055.9454635
011612,13121011612,116.12,ARC 10,,,SDE,2015/05/27 16:20:56,3133,4157,2242,184,561,81,891,71.6,5.9,28.4,2963,340,654,117,1194,71.3,8.2,28.7,-721,-156,-36,,-353.1,65,17.9,2.1,2.8,83,15.7,2,2.8,-93,-18,0.3,-2.3,2.2,0.1,-0.2,0,46913.8067748241,80228234.7821506
011623,13121011623,116.23,ARC 10,,,SDE,2015/05/27 16:20:56,11473,7353,5698,1226,3704,613,5775,49.7,10.7,50.3,5810,382,807,217,1543,79,5.2,21,-112,844,396,,1144.4,232,32.3,2,3,137,11,1.9,3,2897,95,-29.3,5.5,21.3,0.1,2.3,1,62925.1468165999,100175762.949541
011625,13121011625,116.25,ARC 10,,,SDE,2015/05/27 16:20:56,7755,5511,4344,767,2039,373,3411,56,9.9,44,4273,244,700,167,1238,77.5,4.4,22.5,71,523,206,,935,232,26.3,3,3,127,12.7,2.3,3,1339,105,-21.5,5.5,13.6,0.7,1.8,0,45605.3944441504,65670731.6925308
011619,13121011619,116.19,ARC 10,,,SDE,2015/05/27 16:20:56,7503,5917,3532,1090,1946,702,3971,47.1,14.5,52.9,4479,444,628,250,1438,75.7,7.5,24.3,-947,646,452,,566.4,233,25.9,3.1,4.2,117,10.6,2,4.2,1318,116,-28.6,7,15.3,1.1,5.2,1,42823.0941873249,76870934.8183942
011621,13121011621,116.21,ARC 10,,,SDE,2015/05/27 16:20:56,6366,5486,4242,636,1053,270,2124,66.6,10,33.4,4502,314,426,161,984,82.1,5.7,17.9,-260,322,109,,204.7,165,16.5,2.6,2.9,83,7.8,1.5,2.9,627,82,-15.5,4.3,8.7,1.1,1.3,0,53507.393055463,118495496.486243
000500,13121000500,5,ARC 10,,,SDE,2015/05/27 16:20:56,4687,3712,3034,932,371,222,1653,64.7,19.9,35.3,2785,685,90,86,927,75,18.5,25,249,247,136,,750,128,7.9,2.7,2.3,66,2.4,1.8,2.3,281,62,-10.3,1.4,5.5,0.9,2.4,0,34748.3082032289,35590083.460514
009300,13121009300,93,ARC 10,,,SDE,2015/05/27 16:20:56,4533,4751,3945,243,97,162,588,87,5.4,13,4329,148,82,137,422,91.1,3.1,8.9,-384,95,25,,-242.2,86,2.1,1.9,2.9,55,1.7,1.2,2.9,15,31,-4.1,2.3,0.4,0.7,0.7,0,23629.5436632113,26343535.5716026
009900,13121009900,99,ARC 10,,,SDE,2015/05/27 16:20:56,4993,4491,4524,160,149,100,469,90.6,3.2,9.4,4195,97,86,77,296,93.4,2.2,6.6,329,63,23,,167.3,60,3,1.2,1.7,36,1.9,0.8,1.7,63,24,-2.8,1,1.1,0.4,0.3,0,44290.6294686092,84103577.638715
009000,13121009000,90,ARC 10,,,SDE,2015/05/27 16:20:56,4417,3585,3867,208,165,112,550,87.5,4.7,12.5,3299,155,58,45,286,92,4.3,8,568,53,67,,693.3,65,3.7,1.5,1.3,28,1.6,0.8,1.3,107,37,-4.5,0.4,2.1,0.7,1.2,0,29274.5190579114,34307475.3779666
009700,13121009700,97,ARC 10,,,SDE,2015/05/27 16:20:56,3534,3930,3153,145,93,98,381,89.2,4.1,10.8,3625,123,95,67,305,92.2,3.1,7.8,-472,22,31,,-94.3,45,2.6,1.3,1.7,20,2.4,0.5,1.7,-2,25,-3,1,0.2,0.8,1.1,0,51333.5192695904,116967062.055144
010206,13121010206,102.06,ARC 10,,,SDE,2015/05/27 16:20:56,4977,4924,4480,158,132,146,497,90,3.2,10,4664,69,91,52,260,94.7,1.4,5.3,-184,89,94,,9.1,61,2.7,1.2,1.1,48,1.8,1,1.1,41,13,-4.7,1.8,0.9,0.2,1.8,0,57080.7212355297,161200523.028088
010204,13121010204,102.04,ARC 10,,,SDE,2015/05/27 16:20:56,4761,4752,4351,108,126,129,410,91.4,2.3,8.6,4522,46,68,79,230,95.2,1,4.8,-171,62,50,,2.4,47,2.6,1,1.7,37,1.4,0.8,1.7,58,10,-3.8,1.3,1.2,0.2,1,0,57105.1102362936,105121427.781422
007100,13121007100,71,ARC 10,,,SDE,2015/05/27 16:20:56,2145,3923,19,2052,0,57,2126,0.9,95.7,99.1,28,3785,10,60,3895,0.7,96.5,99.3,-9,-1733,-3,,-1778,17,0,0.8,1.5,40,0.3,1,1.5,-10,-23,0.2,-0.8,-0.3,-0.2,1.2,0,31135.5445957555,26666652.3580867
006801,13121006801,68.01,ARC 10,,,SDE,2015/05/27 16:20:56,2418,2648,768,1072,12,556,1650,31.8,44.3,68.2,746,1534,30,317,1902,28.2,57.9,71.8,22,-462,239,,-766.7,10,0.5,0.4,12,21,1.1,0.8,12,-18,-11,3.6,-13.6,-0.6,-0.4,11,0,11514.3433504124,7109704.33898223
006900,13121006900,69,ARC 10,,,SDE,2015/05/27 16:20:56,3166,3302,1050,1422,31,593,2116,33.2,44.9,66.8,695,1855,9,674,2607,21,56.2,79,355,-433,-81,,-113.3,70,1,2.2,20.4,69,0.3,2.1,20.4,22,1,12.2,-11.3,0.7,0.1,-1.7,0,22693.9447338102,33906113.1301109
005200,13121005200,52,ARC 10,,,SDE,2015/05/27 16:20:56,4094,3475,2554,1163,94,183,1540,62.4,28.4,37.6,1697,1503,47,159,1778,48.8,43.3,51.2,857,-340,24,,687.8,100,2.3,2.4,4.6,69,1.4,2,4.6,47,31,13.6,-14.9,0.9,0.4,-0.1,0,23275.2223350367,24400301.1821907
005000,13121005000,50,ARC 10,,,SDE,2015/05/27 16:20:56,1899,1921,1228,453,36,123,671,64.7,23.9,35.3,1147,519,13,198,774,59.7,27,40.3,81,-66,-75,,-44,59,1.9,3.1,10.3,44,0.7,2.3,10.3,23,15,5,-3.1,1.2,0.8,-3.8,0,16357.0043522551,14636709.5834853
001500,13121001500,15,ARC 10,,,SDE,2015/05/27 16:20:56,4326,4205,3386,445,103,289,940,78.3,10.3,21.7,3507,387,85,137,698,83.4,9.2,16.6,-121,58,152,,302.5,103,2.4,2.4,3.3,89,2,2.1,3.3,18,14,-5.1,1.1,0.4,0.3,3.4,0,14428.4040576486,12388128.4723645
007807,13121007807,78.07,ARC 10,,,SDE,2015/05/27 16:20:56,3116,3610,31,2510,3,543,3085,1,80.6,99,14,3378,4,169,3596,0.4,93.6,99.6,17,-868,374,,-449.1,29,0.1,0.9,4.7,45,0.1,1.2,4.7,-1,-16,0.6,-13,0,-0.3,12.7,0,25784.5844903406,31196195.0441623
010510,13121010510,105.10,ARC 10,,,SDE,2015/05/27 16:20:56,15841,6645,1206,13135,219,922,14635,7.6,82.9,92.4,1244,5034,54,212,5401,18.7,75.8,81.3,-38,8101,710,,766.3,359,1.4,2.3,3.2,101,0.8,1.5,3.2,165,258,-11.1,7.1,0.6,0.8,2.6,0,107938.541782506,335742545.581754
010512,13121010512,105.12,ARC 10,,,SDE,2015/05/27 16:20:56,6343,5573,237,5777,29,158,6106,3.7,91.1,96.3,546,4774,44,118,5027,9.8,85.7,90.2,-309,1003,40,,213.9,142,0.5,2.2,2.1,91,0.8,1.6,2.1,-15,51,-6.1,5.4,-0.3,0.6,0.4,0,44671.0210907863,99548987.2003028
007802,13121007802,78.02,ARC 10,,,SDE,2015/05/27 16:20:56,8103,6340,110,7775,29,72,7993,1.4,96,98.6,163,6080,16,36,6177,2.6,95.9,97.4,-53,1695,36,,332.6,117,0.4,1.4,0.6,45,0.3,0.7,0.6,13,72,-1.2,0.1,0.1,0.7,0.3,0,61139.965913249,146561660.462482
007805,13121007805,78.05,ARC 10,,,SDE,2015/05/27 16:20:56,3449,4149,69,3039,10,276,3380,2,88.1,98,69,3593,40,416,4080,1.7,86.6,98.3,0,-554,-140,,-118.6,55,0.3,1.6,10,31,1,0.7,10,-30,24,0.3,1.5,-0.7,0.9,-2,0,73580.6734835874,163590373.361153
011618,13121011618,116.18,ARC 10,,,SDE,2015/05/27 16:20:56,4268,2039,2687,401,751,311,1581,63,9.4,37,1531,170,196,71,508,75.1,8.3,24.9,1156,231,240,,1114.5,118,17.6,2.8,3.5,70,9.6,3.4,3.5,555,48,-12.1,1.1,8,-0.6,3.8,0,33808.1410292137,56256180.3966317
011610,13121011610,116.10,ARC 10,,,SDE,2015/05/27 16:20:56,5211,5214,3884,426,383,382,1327,74.5,8.2,25.5,4456,271,146,236,758,85.5,5.2,14.5,-572,155,146,,-1.7,136,7.3,2.6,4.5,105,2.8,2,4.5,237,31,-11,3,4.5,0.6,2.8,0,37716.0911767339,50831417.6765959
011614,13121011614,116.14,ARC 10,,,SDE,2015/05/27 16:20:56,13082,5804,6871,2191,2317,1212,6211,52.5,16.7,47.5,4815,394,297,217,989,83,6.8,17,2056,1797,995,,2205.5,491,17.7,3.8,3.7,81,5.1,1.4,3.7,2020,410,-30.5,9.9,12.6,2.4,5.6,0,56653.0212331867,91525206.4524374
011620,13121011620,116.20,ARC 10,,,SDE,2015/05/27 16:20:56,9333,7176,5999,847,1636,590,3334,64.3,9.1,35.7,6035,306,482,258,1141,84.1,4.3,15.9,-36,541,332,,719,261,17.5,2.8,3.6,95,6.7,1.3,3.6,1154,166,-19.8,4.8,10.8,1.5,2.7,0,64846.0070133605,83606141.8665234
011420,13121011420,114.20,ARC 10,,,SDE,2015/05/27 16:20:56,7484,7082,698,1239,106,5268,6786,9.3,16.6,90.7,1853,1215,204,3630,5229,26.2,17.2,73.8,-1155,24,1638,,670,173,1.4,2.3,51.3,179,2.9,2.5,51.3,-98,-6,-16.9,-0.6,-1.5,-0.2,19.1,0,18002.0227307469,17903180.2294777
011613,13121011613,116.13,ARC 10,,,SDE,2015/05/27 16:20:56,6240,5244,3694,683,1245,445,2546,59.2,10.9,40.8,3808,382,743,197,1436,72.6,7.3,27.4,-114,301,248,,398.4,173,20,2.8,3.8,114,14.2,2.2,3.8,502,59,-13.4,3.6,5.8,0.6,3.3,0,41309.6622726689,70445938.3591641
011426,13121011426,114.26,ARC 10,,,SDE,2015/05/27 16:20:56,2338,2393,1562,211,223,293,776,66.8,9,33.2,1805,234,159,151,588,75.4,9.8,24.6,-243,-23,142,,-91.7,49,9.5,2.1,6.3,44,6.6,1.8,6.3,64,5,-8.6,-0.8,2.9,0.3,6.2,0,22276.5208186153,15825172.9451085
011425,13121011425,114.25,ARC 10,,,SDE,2015/05/27 16:20:56,6906,6146,5072,385,1126,207,1834,73.4,5.6,26.6,5341,226,355,135,805,86.9,3.7,13.1,-269,159,72,,176.7,116,16.3,1.7,2.2,89,5.8,1.4,2.2,771,27,-13.5,1.9,10.5,0.3,0.8,0,64453.1173719141,120068209.48778
011423,13121011423,114.23,ARC 10,,,SDE,2015/05/27 16:20:56,4852,4670,3886,346,237,287,966,80.1,7.1,19.9,4052,160,182,188,618,86.8,3.4,13.2,-166,186,99,,72.8,96,4.9,2,4,88,3.9,1.9,4,55,8,-6.7,3.7,1,0.1,1.9,0,40061.8565201606,70470580.5270759
011418,13121011418,114.18,ARC 10,,,SDE,2015/05/27 16:20:56,5853,5584,5021,298,149,261,832,85.8,5.1,14.2,5061,242,102,124,523,90.6,4.3,9.4,-40,56,137,,64,124,2.5,2.1,2.2,55,1.8,1,2.2,47,69,-4.8,0.8,0.7,1.1,2.3,0,60701.0749732545,116931203.283994
002600,13121002600,26,ARC 10,,,SDE,2015/05/27 16:20:56,914,1378,20,848,2,24,894,2.2,92.8,97.8,37,1312,0,17,1341,2.7,95.2,97.3,-17,-464,7,,-1160,20,0.2,2.2,1.2,12,0,0.9,1.2,2,8,-0.5,-2.4,0.2,1.3,1.4,0,13287.1048301688,10287220.2552953
001700,13121001700,17,ARC 10,,,SDE,2015/05/27 16:20:56,2800,2506,699,1785,40,191,2101,25,63.7,75,310,2071,6,82,2196,12.4,82.6,87.6,389,-286,109,,588,85,1.4,3,3.3,37,0.2,1.5,3.3,34,48,12.6,-18.9,1.2,1.5,3.5,0,14285.9079150864,13428958.9820053
001400,13121001400,14,ARC 10,,,SDE,2015/05/27 16:20:56,2182,2130,1815,131,86,82,367,83.2,6,16.8,1748,245,45,55,382,82.1,11.5,17.9,67,-114,27,,173.3,68,3.9,3.1,2.6,37,2.1,1.7,2.6,41,31,1.1,-5.5,1.8,1.4,1.2,0,12425.3486745676,7780467.44458087
003000,13121003000,30,ARC 10,,,SDE,2015/05/27 16:20:56,2870,1966,2335,272,86,105,535,81.4,9.5,18.6,1627,207,32,44,339,82.8,10.5,17.2,708,65,61,,1808,72,3,2.5,2.2,56,1.6,2.8,2.2,54,16,-1.4,-1,1.4,-0.3,1.5,0,16839.1522463711,12754392.5378591
011000,13121011000,110,ARC 10,,,SDE,2015/05/27 16:20:56,3066,4476,145,2149,10,723,2921,4.7,70.1,95.3,365,3444,27,595,4111,8.2,76.9,91.8,-220,-1295,128,,-1281.8,39,0.3,1.3,13.3,45,0.6,1,13.3,-17,-6,-3.5,-6.8,-0.3,0.3,10.3,0,23955.4986093483,30742249.510211
007400,13121007400,74,ARC 10,,,SDE,2015/05/27 16:20:56,3326,4163,203,2578,44,461,3123,6.1,77.5,93.9,411,2021,486,1102,3752,9.9,48.5,90.1,-208,557,-641,,-930,40,1.3,1.2,26.5,142,11.7,3.4,26.5,-442,-102,-3.8,29,-10.4,-2.2,-12.6,0,23078.92735511,25028960.3265493
006400,13121006400,64,ARC 10,,,SDE,2015/05/27 16:20:56,1346,2972,70,950,4,283,1276,5.2,70.6,94.8,160,1988,79,700,2812,5.4,66.9,94.6,-90,-1038,-417,,-3252,39,0.3,2.9,23.6,45,2.7,1.5,23.6,-75,-6,-0.2,3.7,-2.4,1.4,-2.6,0,17301.6516469775,13519773.8636651
005300,13121005300,53,ARC 10,,,SDE,2015/05/27 16:20:56,3443,2892,1938,1216,73,138,1505,56.3,35.3,43.7,1207,1509,40,87,1685,41.7,52.2,58.3,731,-293,51,,612.2,78,2.1,2.3,3,49,1.4,1.7,3,33,29,14.6,-16.9,0.7,0.6,1,0,22978.0474681393,23840143.3225097
005502,13121005502,55.02,ARC 10,,,SDE,2015/05/27 16:20:56,2556,1229,86,2394,5,22,2470,3.4,93.7,96.6,43,1112,9,58,1186,3.5,90.5,96.5,43,1282,-36,,1895.7,49,0.2,1.9,4.7,7,0.7,0.6,4.7,-4,42,-0.1,3.2,-0.5,1.3,-3.8,0,21520.0491650084,18318443.3163134
008202,13121008202,82.02,ARC 10,,,SDE,2015/05/27 16:20:56,1893,4342,12,1825,0,36,1881,0.6,96.4,99.4,13,4214,8,73,4329,0.3,97.1,99.7,-1,-2389,-37,,-907,20,0,1.1,1.7,34,0.2,0.8,1.7,-8,-14,0.3,-0.7,-0.2,0.3,0.2,0,37479.3104264404,75654104.8883754
