TRACTCE10,GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Occupied_h,Total_hous,No_vehicle,Percent__N,GlobalID,Pop_Chng_p,Shape_Leng,Shape_Area
050309,13135050309,503.09,ARC 10,,,SDE,2015/06/01 14:29:57,3148,3392,59,1.9,,133.1,57210.7227995672,133773164.641752
050313,13135050313,503.13,ARC 10,,,SDE,2015/06/01 14:29:57,2121,2712,0,0,,195,45895.0864893573,84862692.3740365
050311,13135050311,503.11,ARC 10,,,SDE,2015/06/01 14:29:57,992,1003,30,3,,293.2,39379.0647350574,52934781.0509154
050310,13135050310,503.10,ARC 10,,,SDE,2015/06/01 14:29:57,2356,2535,44,1.9,,79.7,44075.6697319639,79614574.2105161
050424,13135050424,504.24,ARC 10,,,SDE,2015/06/01 14:29:57,2318,2607,137,5.9,,302.1,37821.3209468643,79250431.7017437
050421,13135050421,504.21,ARC 10,,,SDE,2015/06/01 14:29:57,2578,2788,169,6.6,,394.8,37298.3854245897,59401540.4683719
050315,13135050315,503.15,ARC 10,,,SDE,2015/06/01 14:29:57,2055,2360,107,5.2,,-878.2,26387.1256604862,30337231.620284
050418,13135050418,504.18,ARC 10,,,SDE,2015/06/01 14:29:57,2212,2843,238,10.8,,-736.3,25178.019576972,22262516.2995305
050521,13135050521,505.21,ARC 10,,,SDE,2015/06/01 14:29:57,1511,1920,31,2.1,,-161.8,36099.7313642423,59941846.2423031
050522,13135050522,505.22,ARC 10,,,SDE,2015/06/01 14:29:57,1788,1857,265,14.8,,254.4,32992.6461882167,50102048.0097803
050520,13135050520,505.20,ARC 10,,,SDE,2015/06/01 14:29:57,1696,2038,148,8.7,,66.8,43554.0260942565,60182478.9418764
050511,13135050511,505.11,ARC 10,,,SDE,2015/06/01 14:29:57,3237,3713,13,0.4,,816.2,55948.9973788934,138840850.635778
050714,13135050714,507.14,ARC 10,,,SDE,2015/06/01 14:29:57,1731,1880,35,2,,216.6,59417.8624321993,88712423.8013198
050429,13135050429,504.29,ARC 10,,,SDE,2015/06/01 14:29:57,2276,2433,0,0,,33.4,61133.6775789863,96644592.3261122
050713,13135050713,507.13,ARC 10,,,SDE,2015/06/01 14:29:57,2320,2348,29,1.3,,470,38013.713955632,71608534.4110719
050423,13135050423,504.23,ARC 10,,,SDE,2015/06/01 14:29:57,2360,2654,0,0,,765.2,43724.7054218686,64494964.3801033
050410,13135050410,504.10,ARC 10,,,SDE,2015/06/01 14:29:57,1651,2073,85,5.1,,130,35225.8213676205,67414107.9252509
050720,13135050720,507.20,ARC 10,,,SDE,2015/06/01 14:29:57,2648,2687,70,2.6,,159.5,50546.4804109602,114298824.373668
050712,13135050712,507.12,ARC 10,,,SDE,2015/06/01 14:29:57,2270,2439,151,6.7,,103.8,60502.2440096209,90104588.7293882
050719,13135050719,507.19,ARC 10,,,SDE,2015/06/01 14:29:57,1931,2175,19,1,,84.3,37042.1446925487,63887428.9445112
050721,13135050721,507.21,ARC 10,,,SDE,2015/06/01 14:29:57,2903,3215,78,2.7,,354.7,57195.4790550404,125706514.574416
050709,13135050709,507.09,ARC 10,,,SDE,2015/06/01 14:29:57,3847,4218,142,3.7,,614.2,82229.4739577151,219023040.24555
050715,13135050715,507.15,ARC 10,,,SDE,2015/06/01 14:29:57,1636,1752,17,1,,34.1,49591.4845379513,76306550.3517191
050415,13135050415,504.15,ARC 10,,,SDE,2015/06/01 14:29:57,1327,1519,7,0.5,,-165.8,53841.2920653653,92011382.1342769
050718,13135050718,507.18,ARC 10,,,SDE,2015/06/01 14:29:57,2630,2845,66,2.5,,31.3,59356.0964837916,132768265.465154
050427,13135050427,504.27,ARC 10,,,SDE,2015/06/01 14:29:57,1937,2007,84,4.3,,204.8,49258.1541058237,79817933.7119851
050428,13135050428,504.28,ARC 10,,,SDE,2015/06/01 14:29:57,1955,2052,26,1.3,,14.8,45282.4370197031,81461460.6859564
050416,13135050416,504.16,ARC 10,,,SDE,2015/06/01 14:29:57,1067,1225,56,5.2,,72.7,46794.3086792819,62483578.5776853
050425,13135050425,504.25,ARC 10,,,SDE,2015/06/01 14:29:57,1765,1787,12,0.7,,-55.4,43025.4604801381,76709999.6809731
050526,13135050526,505.26,ARC 10,,,SDE,2015/06/01 14:29:57,1691,2006,50,3,,114.5,26961.6723789417,29658844.0492892
050431,13135050431,504.31,ARC 10,,,SDE,2015/06/01 14:29:57,2750,3074,95,3.5,,1583.8,52254.7618003789,58474666.8372234
050426,13135050426,504.26,ARC 10,,,SDE,2015/06/01 14:29:57,2272,2428,15,0.7,,-129.4,46262.9116862314,91502649.4298504
050430,13135050430,504.30,ARC 10,,,SDE,2015/06/01 14:29:57,1813,1935,98,5.4,,-18.8,38216.4490997602,70258938.0461308
009501,13121009501,95.01,ARC 10,,,SDE,2015/06/01 14:29:57,1648,2098,59,3.6,,-44.1,29243.4873917477,48733086.3516296
011305,13121011305,113.05,ARC 10,,,SDE,2015/06/01 14:29:57,1640,2742,522,31.8,,-1323.6,35645.7765208414,31576278.2644553
011306,13121011306,113.06,ARC 10,,,SDE,2015/06/01 14:29:57,989,1403,223,22.5,,-462.9,43848.1013997384,77172987.7172359
007706,13121007706,77.06,ARC 10,,,SDE,2015/06/01 14:29:57,3618,4669,376,10.4,,715.8,50918.3594392195,143846088.460858
007703,13121007703,77.03,ARC 10,,,SDE,2015/06/01 14:29:57,1501,1810,218,14.5,,-61.2,35318.4742572887,48769460.437161
003700,13121003700,37,ARC 10,,,SDE,2015/06/01 14:29:57,0,0,0,0,,0,4892.41393351077,974879.038446398
011202,13121011202,112.02,ARC 10,,,SDE,2015/06/01 14:29:57,1688,2328,326,19.3,,-1226.7,26244.192491064,34526929.8048278
011100,13121011100,111,ARC 10,,,SDE,2015/06/01 14:29:57,1060,1362,186,17.5,,-446.9,25941.6970966449,36942015.6370402
011201,13121011201,112.01,ARC 10,,,SDE,2015/06/01 14:29:57,1306,2023,342,26.2,,-1516,30089.0794242275,40521179.7466351
011303,13121011303,113.03,ARC 10,,,SDE,2015/06/01 14:29:57,3334,3851,402,12.1,,299.6,53413.683114129,75555214.5609648
008102,13121008102,81.02,ARC 10,,,SDE,2015/06/01 14:29:57,2437,3260,905,37.1,,-233.6,50281.6506090656,77841063.5658365
007002,13121007002,70.02,ARC 10,,,SDE,2015/06/01 14:29:57,831,1239,181,21.8,,-946.5,40624.6798531935,47147476.2994195
011301,13121011301,113.01,ARC 10,,,SDE,2015/06/01 14:29:57,1621,2030,43,2.7,,-315.5,31809.7328936535,54470850.6443313
001202,13139001202,12.02,ARC 20,,,SDE,2015/06/01 14:29:57,1797,1855,50,2.8,,97.4,124219.185734304,515598921.298081
000101,13139000101,1.01,ARC 20,,,SDE,2015/06/01 14:29:57,1708,2037,60,3.5,,45.1,190459.96170307,1014967785.80045
000701,13139000701,7.01,ARC 20,,,SDE,2015/06/01 14:29:57,1622,1964,190,11.7,,139.6,108023.558906376,320588061.454961
000702,13139000702,7.02,ARC 20,,,SDE,2015/06/01 14:29:57,1459,1555,23,1.6,,168.2,70963.2630773066,301517062.548275
000102,13139000102,1.02,ARC 20,,,SDE,2015/06/01 14:29:57,1384,1698,34,2.5,,8.1,184630.173386886,865647051.06733
000201,13139000201,2.01,ARC 20,,,SDE,2015/06/01 14:29:57,2010,2267,54,2.7,,14.7,190343.182886582,1380839068.06552
000302,13139000302,3.02,ARC 20,,,SDE,2015/06/01 14:29:57,2382,2742,13,0.5,,54,115801.833034916,453535318.642048
000900,13139000900,9,ARC 20,,,SDE,2015/06/01 14:29:57,2069,2309,270,13,,86.1,37581.9817100283,78438089.5135848
000500,13139000500,5,ARC 20,,,SDE,2015/06/01 14:29:57,2726,2978,126,4.6,,3,110463.092212525,255445833.159032
001402,13139001402,14.02,ARC 20,,,SDE,2015/06/01 14:29:57,1932,2182,0,0,,95.1,74593.7775238325,206387938.441186
001002,13139001002,10.02,ARC 20,,,SDE,2015/06/01 14:29:57,2048,2240,59,2.9,,63.8,94864.7051013622,242695187.295443
000800,13139000800,8,ARC 20,,,SDE,2015/06/01 14:29:57,920,1095,166,18,,-93.7,36039.563456852,51730359.890924
000600,13139000600,6,ARC 20,,,SDE,2015/06/01 14:29:57,2203,2477,233,10.6,,42.7,111344.517537034,328340557.971889
000400,13139000400,4,ARC 20,,,SDE,2015/06/01 14:29:57,2326,2692,361,15.5,,83.9,86539.4465718673,270482163.682472
007604,13121007604,76.04,ARC 10,,,SDE,2015/06/01 14:29:57,920,1335,458,49.8,,177.5,15991.2508706245,12041803.0786793
007704,13121007704,77.04,ARC 10,,,SDE,2015/06/01 14:29:57,1799,2072,328,18.2,,-26.9,39611.5753185059,73535112.7711412
007603,13121007603,76.03,ARC 10,,,SDE,2015/06/01 14:29:57,2131,2475,1077,50.5,,-15,31668.5135541999,33937540.6542675
011427,13121011427,114.27,ARC 10,,,SDE,2015/06/01 14:29:57,2752,2966,42,1.5,,211.1,36565.2466878059,75338280.5354177
011616,13121011616,116.16,ARC 10,,,SDE,2015/06/01 14:29:57,2183,2224,126,5.8,,234.5,36219.785000326,61744225.7521098
011617,13121011617,116.17,ARC 10,,,SDE,2015/06/01 14:29:57,2703,2854,67,2.5,,582.4,58165.7122665261,70834537.1226993
011611,13121011611,116.11,ARC 10,,,SDE,2015/06/01 14:29:57,2900,3114,293,10.1,,413.6,56145.4592081474,152682394.985978
010800,13121010800,108,ARC 10,,,SDE,2015/06/01 14:29:57,2394,3107,197,8.2,,91.4,39178.9991184503,59555123.8997665
980000,13121980000,9800,ARC 10,,,SDE,2015/06/01 14:29:57,0,0,0,0,,0,34196.7775227471,29411145.3680792
004300,13121004300,43,ARC 10,,,SDE,2015/06/01 14:29:57,479,654,55,11.5,,-1745,14135.0781537349,6612268.91734716
008904,13121008904,89.04,ARC 10,,,SDE,2015/06/01 14:29:57,2379,2693,37,1.6,,266.7,34211.3959874801,32986235.2534605
008903,13121008903,89.03,ARC 10,,,SDE,2015/06/01 14:29:57,788,1224,98,12.4,,-1160,21203.4637615386,12479801.9085662
001001,13121001001,10.01,ARC 10,,,SDE,2015/06/01 14:29:57,697,821,81,11.6,,1765,17777.8483353169,10065000.4660827
009101,13121009101,91.01,ARC 10,,,SDE,2015/06/01 14:29:57,2641,3211,214,8.1,,-212.9,23621.9884504176,18513165.3290227
001201,13121001201,12.01,ARC 10,,,SDE,2015/06/01 14:29:57,2428,2658,295,12.1,,5035,10866.6683401495,6106367.27571318
001202,13121001202,12.02,ARC 10,,,SDE,2015/06/01 14:29:57,2549,3235,347,13.6,,11070,10681.674708371,5178739.01815623
009102,13121009102,91.02,ARC 10,,,SDE,2015/06/01 14:29:57,2021,2255,478,23.7,,1405,22125.6891756543,17322425.2306329
010108,13121010108,101.08,ARC 10,,,SDE,2015/06/01 14:29:57,1413,1479,10,0.7,,-7.5,37450.7615940341,54400531.9706863
007500,13121007500,75,ARC 10,,,SDE,2015/06/01 14:29:57,1538,2065,679,44.1,,-168.5,35587.0493307317,35491566.3038461
008101,13121008101,81.01,ARC 10,,,SDE,2015/06/01 14:29:57,399,463,60,15,,-480,19021.1777583248,9718789.02795097
006000,13121006000,60,ARC 10,,,SDE,2015/06/01 14:29:57,1308,1751,386,29.5,,-1455,20762.2798497671,16795770.090175
000700,13121000700,7,ARC 10,,,SDE,2015/06/01 14:29:57,349,406,52,14.9,,-1081.4,22207.0991777435,18790475.2631969
001002,13121001002,10.02,ARC 10,,,SDE,2015/06/01 14:29:57,433,526,52,12,,-1917.1,19835.9629627572,19097655.6097307
011410,13121011410,114.10,ARC 10,,,SDE,2015/06/01 14:29:57,2638,2826,59,2.2,,32.7,50642.7286765364,84417993.7284046
010107,13121010107,101.07,ARC 10,,,SDE,2015/06/01 14:29:57,702,718,0,0,,47.1,44981.0270412443,59058047.5894892
011405,13121011405,114.05,ARC 10,,,SDE,2015/06/01 14:29:57,2964,3203,202,6.8,,132.7,36611.6615418357,82947726.1644769
010106,13121010106,101.06,ARC 10,,,SDE,2015/06/01 14:29:57,1681,1956,87,5.2,,111.9,43956.4841741412,74616727.6511067
002900,13121002900,29,ARC 10,,,SDE,2015/06/01 14:29:57,1179,1568,61,5.2,,3966.7,11978.6058081513,7693435.66452935
010110,13121010110,101.10,ARC 10,,,SDE,2015/06/01 14:29:57,2585,3196,176,6.8,,571,34322.4608262097,58036761.8235646
010205,13121010205,102.05,ARC 10,,,SDE,2015/06/01 14:29:57,2101,2457,146,6.9,,165,39656.1257077472,71122880.5413536
010210,13121010210,102.10,ARC 10,,,SDE,2015/06/01 14:29:57,2267,2689,29,1.3,,199.4,32670.8704578754,50692598.8846389
010209,13121010209,102.09,ARC 10,,,SDE,2015/06/01 14:29:57,2784,3138,207,7.4,,-24,30009.3284299217,42008411.1388751
008902,13121008902,89.02,ARC 10,,,SDE,2015/06/01 14:29:57,3324,3753,128,3.9,,317.5,39090.2237554812,76734461.5134253
008500,13121008500,85,ARC 10,,,SDE,2015/06/01 14:29:57,1151,1891,276,24,,-682.7,37854.9567663233,40823434.2440657
008601,13121008601,86.01,ARC 10,,,SDE,2015/06/01 14:29:57,1637,2284,575,35.1,,-525.9,30189.3322815421,48537300.3849885
005800,13121005800,58,ARC 10,,,SDE,2015/06/01 14:29:57,484,721,159,32.9,,-1636,22024.4724229574,13521662.1611733
007900,13121007900,79,ARC 10,,,SDE,2015/06/01 14:29:57,2023,2414,133,6.6,,107,41073.1405928045,90957405.6216278
010601,13121010601,106.01,ARC 10,,,SDE,2015/06/01 14:29:57,1265,1620,382,30.2,,-1088.2,24272.2447145636,31535850.3270831
008700,13121008700,87,ARC 10,,,SDE,2015/06/01 14:29:57,1819,2398,618,34,,-12,62527.6893762751,83533721.6080865
012300,13121012300,123,ARC 10,,,SDE,2015/06/01 14:29:57,1088,1450,321,29.5,,-506.4,35779.2966023388,38674975.091724
012000,13121012000,120,ARC 10,,,SDE,2015/06/01 14:29:57,1162,1529,511,44,,97.8,23862.0456139396,24775831.1456967
011900,13121011900,119,ARC 10,,,SDE,2015/06/01 14:29:57,1417,1738,533,37.6,,-253.3,22256.265194026,16474731.4946671
011800,13121011800,118,ARC 10,,,SDE,2015/06/01 14:29:57,1188,2067,319,26.9,,-20,23062.6888079539,20125485.0883462
011624,13121011624,116.24,ARC 10,,,SDE,2015/06/01 14:29:57,1199,1199,17,1.4,,269,23483.7223288489,29057882.5014201
003600,13121003600,36,ARC 10,,,SDE,2015/06/01 14:29:57,703,1001,199,28.3,,-1475,8879.24346147462,4243291.55712205
003500,13121003500,35,ARC 10,,,SDE,2015/06/01 14:29:57,638,813,66,10.3,,-2938,26615.5342716333,14856056.3510071
010208,13121010208,102.08,ARC 10,,,SDE,2015/06/01 14:29:57,2018,2212,506,25.1,,260.8,41245.6717082067,67817273.19386
011411,13121011411,114.11,ARC 10,,,SDE,2015/06/01 14:29:57,2852,3171,109,3.8,,-164,36759.3147067717,82812868.1897228
011412,13121011412,114.12,ARC 10,,,SDE,2015/06/01 14:29:57,3348,3655,202,6,,245.4,49384.7115587305,96793965.7074524
011414,13121011414,114.14,ARC 10,,,SDE,2015/06/01 14:29:57,3018,3380,67,2.2,,-2.8,37389.9223435403,50519009.5918236
010603,13121010603,106.03,ARC 10,,,SDE,2015/06/01 14:29:57,1212,1629,396,32.7,,-786.7,45245.8599415216,66468694.2134692
010604,13121010604,106.04,ARC 10,,,SDE,2015/06/01 14:29:57,1180,1853,330,28,,-1058.9,36416.8614668653,51020033.5253941
007300,13121007300,73,ARC 10,,,SDE,2015/06/01 14:29:57,2596,3127,777,29.9,,-237.7,49660.0368251227,82578817.6088358
010508,13121010508,105.08,ARC 10,,,SDE,2015/06/01 14:29:57,1258,1527,0,0,,522,35941.0143906559,42043705.0844113
010507,13121010507,105.07,ARC 10,,,SDE,2015/06/01 14:29:57,2815,3450,589,20.9,,301.1,47243.7797671799,74740339.5588612
010511,13121010511,105.11,ARC 10,,,SDE,2015/06/01 14:29:57,2689,3198,155,5.8,,490.5,65138.9437530797,174779459.311457
011626,13121011626,116.26,ARC 10,,,SDE,2015/06/01 14:29:57,2528,2882,0,0,,1038.6,35387.9549491855,62401075.2265925
011622,13121011622,116.22,ARC 10,,,SDE,2015/06/01 14:29:57,2872,2947,29,1,,440.8,63808.7884128429,184480931.417074
011424,13121011424,114.24,ARC 10,,,SDE,2015/06/01 14:29:57,2154,2222,31,1.4,,342.6,38426.7534712973,52552030.9097138
011422,13121011422,114.22,ARC 10,,,SDE,2015/06/01 14:29:57,1699,1743,187,11,,353.1,36200.8449117184,45532191.8756091
011505,13121011505,115.05,ARC 10,,,SDE,2015/06/01 14:29:57,1445,1445,21,1.5,,79.4,31033.0467753722,46311771.0208474
010123,13121010123,101.23,ARC 10,,,SDE,2015/06/01 14:29:57,1974,2157,26,1.3,,-578.2,25870.6143140249,29927838.3626902
000100,13121000100,1,ARC 10,,,SDE,2015/06/01 14:29:57,1877,2017,16,0.9,,200,29612.4927990861,36187601.4132584
000200,13121000200,2,ARC 10,,,SDE,2015/06/01 14:29:57,2779,2986,69,2.5,,2.7,24632.5937907733,30978659.9713744
009402,13121009402,94.02,ARC 10,,,SDE,2015/06/01 14:29:57,2335,2809,251,10.7,,-206,21753.9090802975,14638987.7510723
001100,13121001100,11,ARC 10,,,SDE,2015/06/01 14:29:57,2569,3272,250,9.7,,5415,9798.15755357426,5070416.23681755
000400,13121000400,4,ARC 10,,,SDE,2015/06/01 14:29:57,948,1207,8,0.8,,46.7,22290.821026522,17275364.1954414
009200,13121009200,92,ARC 10,,,SDE,2015/06/01 14:29:57,3135,3707,400,12.8,,1725.7,30242.0628864068,38099879.9114878
008201,13121008201,82.01,ARC 10,,,SDE,2015/06/01 14:29:57,2713,3026,732,27,,175.2,34318.2848522035,57662151.5657706
007808,13121007808,78.08,ARC 10,,,SDE,2015/06/01 14:29:57,1314,1748,717,54.6,,483.3,26173.0888377304,17551635.5626296
007806,13121007806,78.06,ARC 10,,,SDE,2015/06/01 14:29:57,2175,2453,384,17.7,,122.6,38898.2495348008,54330931.1475559
008800,13121008800,88,ARC 10,,,SDE,2015/06/01 14:29:57,2073,2333,250,12.1,,421.8,52678.4783392763,105387899.994121
008602,13121008602,86.02,ARC 10,,,SDE,2015/06/01 14:29:57,479,756,83,17.3,,-1300,36236.1274444228,49601129.7312154
010121,13121010121,101.21,ARC 10,,,SDE,2015/06/01 14:29:57,1173,1325,103,8.8,,547.5,19227.9398892724,22563839.8372121
010119,13121010119,101.19,ARC 10,,,SDE,2015/06/01 14:29:57,1935,2274,249,12.9,,251.3,21091.4238998081,23205565.4901786
010211,13121010211,102.11,ARC 10,,,SDE,2015/06/01 14:29:57,1278,1406,63,4.9,,514,29232.6582322618,41573521.3676674
009801,13121009801,98.01,ARC 10,,,SDE,2015/06/01 14:29:57,1792,1974,140,7.8,,290,34206.1699167343,61184261.07407
009603,13121009603,96.03,ARC 10,,,SDE,2015/06/01 14:29:57,2068,2891,261,12.6,,1684.3,19909.3299750351,20214455.9186758
009601,13121009601,96.01,ARC 10,,,SDE,2015/06/01 14:29:57,1268,1633,37,2.9,,1743.3,14212.2129622973,8846840.55928921
007705,13121007705,77.05,ARC 10,,,SDE,2015/06/01 14:29:57,1934,2222,585,30.2,,496.9,34608.1271021335,35767055.9454635
011612,13121011612,116.12,ARC 10,,,SDE,2015/06/01 14:29:57,1119,1227,13,1.2,,-353.1,46913.8067748241,80228234.7821506
011623,13121011623,116.23,ARC 10,,,SDE,2015/06/01 14:29:57,3969,4131,26,0.7,,1144.4,62925.1468165999,100175762.949541
011625,13121011625,116.25,ARC 10,,,SDE,2015/06/01 14:29:57,2468,2645,63,2.6,,935,45605.3944441504,65670731.6925308
011619,13121011619,116.19,ARC 10,,,SDE,2015/06/01 14:29:57,2807,2971,47,1.7,,566.4,42823.0941873249,76870934.8183942
011621,13121011621,116.21,ARC 10,,,SDE,2015/06/01 14:29:57,2221,2340,26,1.2,,204.7,53507.393055463,118495496.486243
000500,13121000500,5,ARC 10,,,SDE,2015/06/01 14:29:57,2227,3279,235,10.6,,750,34748.3082032289,35590083.460514
009300,13121009300,93,ARC 10,,,SDE,2015/06/01 14:29:57,2280,2740,9,0.4,,-242.2,23629.5436632113,26343535.5716026
009900,13121009900,99,ARC 10,,,SDE,2015/06/01 14:29:57,2011,2376,70,3.5,,167.3,44290.6294686092,84103577.638715
009000,13121009000,90,ARC 10,,,SDE,2015/06/01 14:29:57,1700,1995,7,0.4,,693.3,29274.5190579114,34307475.3779666
009700,13121009700,97,ARC 10,,,SDE,2015/06/01 14:29:57,1539,1680,53,3.4,,-94.3,51333.5192695904,116967062.055144
010206,13121010206,102.06,ARC 10,,,SDE,2015/06/01 14:29:57,1979,2372,11,0.6,,9.1,57080.7212355297,161200523.028088
010204,13121010204,102.04,ARC 10,,,SDE,2015/06/01 14:29:57,1900,1922,9,0.5,,2.4,57105.1102362936,105121427.781422
007100,13121007100,71,ARC 10,,,SDE,2015/06/01 14:29:57,755,1093,137,18.1,,-1778,31135.5445957555,26666652.3580867
006801,13121006801,68.01,ARC 10,,,SDE,2015/06/01 14:29:57,0,7,0,0,,-766.7,11514.3433504124,7109704.33898223
006900,13121006900,69,ARC 10,,,SDE,2015/06/01 14:29:57,1178,1589,81,6.9,,-113.3,22693.9447338102,33906113.1301109
005200,13121005200,52,ARC 10,,,SDE,2015/06/01 14:29:57,1981,2219,158,8,,687.8,23275.2223350367,24400301.1821907
005000,13121005000,50,ARC 10,,,SDE,2015/06/01 14:29:57,883,1023,14,1.6,,-44,16357.0043522551,14636709.5834853
001500,13121001500,15,ARC 10,,,SDE,2015/06/01 14:29:57,2289,2897,355,15.5,,302.5,14428.4040576486,12388128.4723645
007807,13121007807,78.07,ARC 10,,,SDE,2015/06/01 14:29:57,960,1414,228,23.7,,-449.1,25784.5844903406,31196195.0441623
010510,13121010510,105.10,ARC 10,,,SDE,2015/06/01 14:29:57,6143,6974,483,7.9,,766.3,107938.541782506,335742545.581754
010512,13121010512,105.12,ARC 10,,,SDE,2015/06/01 14:29:57,2344,3129,209,8.9,,213.9,44671.0210907863,99548987.2003028
007802,13121007802,78.02,ARC 10,,,SDE,2015/06/01 14:29:57,3227,3998,230,7.1,,332.6,61139.965913249,146561660.462482
007805,13121007805,78.05,ARC 10,,,SDE,2015/06/01 14:29:57,1248,1444,255,20.4,,-118.6,73580.6734835874,163590373.361153
011618,13121011618,116.18,ARC 10,,,SDE,2015/06/01 14:29:57,1394,1443,115,8.2,,1114.5,33808.1410292137,56256180.3966317
011610,13121011610,116.10,ARC 10,,,SDE,2015/06/01 14:29:57,1865,1978,32,1.7,,-1.7,37716.0911767339,50831417.6765959
011614,13121011614,116.14,ARC 10,,,SDE,2015/06/01 14:29:57,5832,6413,270,4.6,,2205.5,56653.0212331867,91525206.4524374
011620,13121011620,116.20,ARC 10,,,SDE,2015/06/01 14:29:57,3058,3096,30,1,,719,64846.0070133605,83606141.8665234
011420,13121011420,114.20,ARC 10,,,SDE,2015/06/01 14:29:57,2266,2621,302,13.3,,670,18002.0227307469,17903180.2294777
011613,13121011613,116.13,ARC 10,,,SDE,2015/06/01 14:29:57,2020,2306,29,1.4,,398.4,41309.6622726689,70445938.3591641
011426,13121011426,114.26,ARC 10,,,SDE,2015/06/01 14:29:57,738,738,37,5,,-91.7,22276.5208186153,15825172.9451085
011425,13121011425,114.25,ARC 10,,,SDE,2015/06/01 14:29:57,2208,2234,45,2,,176.7,64453.1173719141,120068209.48778
011423,13121011423,114.23,ARC 10,,,SDE,2015/06/01 14:29:57,1840,2022,16,0.9,,72.8,40061.8565201606,70470580.5270759
011418,13121011418,114.18,ARC 10,,,SDE,2015/06/01 14:29:57,2383,2397,93,3.9,,64,60701.0749732545,116931203.283994
002600,13121002600,26,ARC 10,,,SDE,2015/06/01 14:29:57,420,581,103,24.5,,-1160,13287.1048301688,10287220.2552953
001700,13121001700,17,ARC 10,,,SDE,2015/06/01 14:29:57,1629,2029,474,29.1,,588,14285.9079150864,13428958.9820053
001400,13121001400,14,ARC 10,,,SDE,2015/06/01 14:29:58,1356,1522,29,2.1,,173.3,12425.3486745676,7780467.44458087
003000,13121003000,30,ARC 10,,,SDE,2015/06/01 14:29:58,1590,1741,41,2.6,,1808,16839.1522463711,12754392.5378591
011000,13121011000,110,ARC 10,,,SDE,2015/06/01 14:29:58,1011,1486,346,34.2,,-1281.8,23955.4986093483,30742249.510211
007400,13121007400,74,ARC 10,,,SDE,2015/06/01 14:29:58,1054,1436,679,64.4,,-930,23078.92735511,25028960.3265493
006400,13121006400,64,ARC 10,,,SDE,2015/06/01 14:29:58,307,533,101,32.9,,-3252,17301.6516469775,13519773.8636651
005300,13121005300,53,ARC 10,,,SDE,2015/06/01 14:29:58,1582,1758,119,7.5,,612.2,22978.0474681393,23840143.3225097
005502,13121005502,55.02,ARC 10,,,SDE,2015/06/01 14:29:58,1206,1493,427,35.4,,1895.7,21520.0491650084,18318443.3163134
008202,13121008202,82.02,ARC 10,,,SDE,2015/06/01 14:29:58,774,1111,188,24.3,,-907,37479.3104264404,75654104.8883754
010513,13121010513,105.13,ARC 10,,,SDE,2015/06/01 14:29:58,4696,5529,391,8.3,,532.7,97083.5757164831,314824003.180499
010304,13121010304,103.04,ARC 10,,,SDE,2015/06/01 14:29:58,4429,5054,65,1.5,,532.8,105697.02937053,425825479.315488
010303,13121010303,103.03,ARC 10,,,SDE,2015/06/01 14:29:58,3352,3885,102,3,,237.1,113965.40596388,376823402.709408
010514,13121010514,105.14,ARC 10,,,SDE,2015/06/01 14:29:58,3853,4472,250,6.5,,374.3,130443.269027856,512760704.43856
010301,13121010301,103.01,ARC 10,,,SDE,2015/06/01 14:29:58,5450,6151,355,6.5,,363.3,146138.521125644,933117573.484193
010400,13121010400,104,ARC 10,,,SDE,2015/06/01 14:29:58,2817,3544,186,6.6,,18.5,231631.925924165,1992752476.75147
011421,13121011421,114.21,ARC 10,,,SDE,2015/06/01 14:29:58,1534,1732,126,8.2,,396,32618.7249288664,42397066.8663694
011416,13121011416,114.16,ARC 10,,,SDE,2015/06/01 14:29:58,2094,2120,65,3.1,,147.3,47628.7922107172,71635494.1987779
011506,13121011506,115.06,ARC 10,,,SDE,2015/06/01 14:29:58,2212,2311,51,2.3,,136.8,47406.3570722849,122781302.430195
011417,13121011417,114.17,ARC 10,,,SDE,2015/06/01 14:29:58,1914,2110,286,14.9,,246.6,50150.7083289143,82011920.5930847
007001,13121007001,70.01,ARC 10,,,SDE,2015/06/01 14:29:58,1333,1888,200,15,,-579.4,34939.0801924333,49104286.8292185
006700,13121006700,67,ARC 10,,,SDE,2015/06/01 14:29:58,1391,1924,441,31.7,,-236.9,36526.6545026591,36717999.6249558
006300,13121006300,63,ARC 10,,,SDE,2015/06/01 14:29:58,742,1141,301,40.6,,90,17483.695062632,14267696.9325491
005700,13121005700,57,ARC 10,,,SDE,2015/06/01 14:29:58,575,914,242,42.1,,540,15655.0368861496,8956774.95083115
006500,13121006500,65,ARC 10,,,SDE,2015/06/01 14:29:58,1320,1765,173,13.1,,-766.2,30113.8114859742,35301547.7223978
005501,13121005501,55.01,ARC 10,,,SDE,2015/06/01 14:29:58,949,1234,273,28.8,,-122,15959.9995766519,12836003.9620293
004900,13121004900,49,ARC 10,,,SDE,2015/06/01 14:29:58,1080,1209,176,16.3,,1110,17051.2895701248,11773786.3367541
004800,13121004800,48,ARC 10,,,SDE,2015/06/01 14:29:58,516,575,226,43.8,,-6635,9059.05744445227,4230794.43233733
002800,13121002800,28,ARC 10,,,SDE,2015/06/01 14:29:58,1138,1518,356,31.3,,2296.7,11480.6330734549,8050456.3146362
