GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Percent_Fo,Foreign_Bo,Percent_U_,U_S__Nativ,GlobalID,Pop_Chg_pe,Pct_ForBor,ForeignBor,Pct_ForBo2,ForBorn_Na,Pct_US_Nat,US_Native_,Pct_USnati,USnative_B,Pct_USnat2,USnative_2,Shape_Leng,Shape_Area
13121011422,114.22,ARC 10,,,SDE,2015/05/21 16:55:08,11.2,477,88.8,3792,,353.1,41.5,198,58.5,279,52,2218,32.9,1404,84.8,3622,36200.8449117184,45532191.8756091
13121011505,115.05,ARC 10,,,SDE,2015/05/21 16:55:08,6.8,318,93.2,4385,,79.4,49.4,157,50.6,161,58.2,2737,33.5,1576,91.7,4313,31033.0467753722,46311771.0208474
13121010123,101.23,ARC 10,,,SDE,2015/05/21 16:55:08,27.2,1316,72.8,3522,,-578.2,67.9,893,32.1,423,33.8,1635,35.3,1709,69.1,3344,25870.6143140249,29927838.3626902
13121000100,1,ARC 10,,,SDE,2015/05/21 16:55:08,5.6,242,94.4,4077,,200,37.2,90,62.8,152,49.5,2139,44.4,1918,93.9,4057,29612.4927990861,36187601.4132584
13121000200,2,ARC 10,,,SDE,2015/05/21 16:55:08,3.7,228,96.3,5853,,2.7,55.3,126,44.7,102,59.9,3644,35.4,2151,95.3,5795,24632.5937907733,30978659.9713744
13121009402,94.02,ARC 10,,,SDE,2015/05/21 16:55:08,31.3,1553,68.7,3409,,-206,86.5,1344,13.5,209,44.8,2221,20.7,1026,65.4,3247,21753.9090802975,14638987.7510723
13121001100,11,ARC 10,,,SDE,2015/05/21 16:55:08,9.9,345,90.1,3142,,5415,38.6,133,61.4,212,61,2126,25.3,881,86.2,3007,9798.15755357426,5070416.23681755
13121000400,4,ARC 10,,,SDE,2015/05/21 16:55:08,7.8,130,92.2,1529,,46.7,61.5,80,38.5,50,69.6,1155,21.6,358,91.2,1513,22290.821026522,17275364.1954414
13121009200,92,ARC 10,,,SDE,2015/05/21 16:55:08,14.8,860,85.2,4951,,1725.7,83.8,721,16.2,139,49,2845,35,2036,84,4881,30242.0628864068,38099879.9114878
13121008201,82.01,ARC 10,,,SDE,2015/05/21 16:55:08,0.9,65,99.1,7154,,175.2,0,0,100,65,20.6,1490,78.2,5648,98.9,7138,34318.2848522035,57662151.5657706
13121007808,78.08,ARC 10,,,SDE,2015/05/21 16:55:08,5.1,222,94.9,4102,,483.3,100,222,0,0,12.5,539,82,3547,94.5,4086,26173.0888377304,17551635.5626296
13121007806,78.06,ARC 10,,,SDE,2015/05/21 16:55:08,0.9,55,99.1,5967,,122.6,100,55,0,0,14.6,877,84.5,5090,99.1,5967,38898.2495348008,54330931.1475559
13121008800,88,ARC 10,,,SDE,2015/05/21 16:55:08,6,323,94,5082,,421.8,81.1,262,18.9,61,39.5,2134,53.7,2902,93.2,5036,52678.4783392763,105387899.994121
13121008602,86.02,ARC 10,,,SDE,2015/05/21 16:55:08,0.3,4,99.7,1323,,-1300,100,4,0,0,22.4,297,77.3,1026,99.7,1323,36236.1274444228,49601129.7312154
13121010121,101.21,ARC 10,,,SDE,2015/05/21 16:55:08,7.3,145,92.7,1845,,547.5,61.4,89,38.6,56,59.2,1178,33.5,667,92.7,1845,19227.9398892724,22563839.8372121
13121010119,101.19,ARC 10,,,SDE,2015/05/21 16:55:08,22.4,1137,77.6,3944,,251.3,67.6,769,32.4,368,45.5,2314,30.7,1562,76.3,3876,21091.4238998081,23205565.4901786
13121010211,102.11,ARC 10,,,SDE,2015/05/21 16:55:08,19.5,749,80.5,3093,,514,87,652,13,97,40.9,1570,38.1,1463,78.9,3033,29232.6582322618,41573521.3676674
13121009801,98.01,ARC 10,,,SDE,2015/05/21 16:55:08,6.2,279,93.8,4237,,290,60.2,168,39.8,111,45.3,2044,46.6,2104,91.9,4148,34206.1699167343,61184261.07407
13121009603,96.03,ARC 10,,,SDE,2015/05/21 16:55:08,16.7,603,83.3,3013,,1684.3,76.8,463,23.2,140,51.7,1870,30.5,1103,82.2,2973,19909.3299750351,20214455.9186758
13121009601,96.01,ARC 10,,,SDE,2015/05/21 16:55:08,11.5,285,88.5,2202,,1743.3,67,191,33,94,46.8,1164,40.1,998,86.9,2162,14212.2129622973,8846840.55928921
13121007705,77.05,ARC 10,,,SDE,2015/05/21 16:55:08,8.3,370,91.7,4097,,496.9,71.6,265,28.4,105,24.9,1112,63.9,2853,88.8,3965,34608.1271021335,35767055.9454635
13121011612,116.12,ARC 10,,,SDE,2015/05/21 16:55:08,17.2,544,82.8,2615,,-353.1,52.4,285,47.6,259,51.4,1624,31.4,991,82.8,2615,46913.8067748241,80228234.7821506
13121011623,116.23,ARC 10,,,SDE,2015/05/21 16:55:08,31.4,3890,68.6,8486,,1144.4,62.4,2426,37.6,1464,35.6,4404,30.4,3758,66,8162,62925.1468165999,100175762.949541
13121011625,116.25,ARC 10,,,SDE,2015/05/21 16:55:08,28.7,2203,71.3,5473,,935,60.5,1333,39.5,870,40.2,3083,30.1,2312,70.3,5395,45605.3944441504,65670731.6925308
13121011619,116.19,ARC 10,,,SDE,2015/05/21 16:55:08,35.6,2651,64.4,4800,,566.4,65.6,1739,34.4,912,35,2608,24,1785,59,4393,42823.0941873249,76870934.8183942
13121011621,116.21,ARC 10,,,SDE,2015/05/21 16:55:08,21.9,1435,78.1,5119,,204.7,62.9,902,37.1,533,54.8,3591,22.2,1455,77,5046,53507.393055463,118495496.486243
13121000500,5,ARC 10,,,SDE,2015/05/21 16:55:08,12.2,564,87.8,4072,,750,58.5,330,41.5,234,55.7,2583,29.7,1378,85.4,3961,34748.3082032289,35590083.460514
13121009300,93,ARC 10,,,SDE,2015/05/21 16:55:08,6.6,279,93.4,3962,,-242.2,55.6,155,44.4,124,55.6,2356,36.5,1546,92,3902,23629.5436632113,26343535.5716026
13121009900,99,ARC 10,,,SDE,2015/05/21 16:55:08,6.9,332,93.1,4457,,167.3,28.9,96,71.1,236,52.3,2506,40.2,1925,92.5,4431,44290.6294686092,84103577.638715
13121009000,90,ARC 10,,,SDE,2015/05/21 16:55:08,7.1,310,92.9,4036,,693.3,83.2,258,16.8,52,47.3,2054,43.7,1901,91,3955,29274.5190579114,34307475.3779666
13121009700,97,ARC 10,,,SDE,2015/05/21 16:55:08,6.8,283,93.2,3852,,-94.3,55.8,158,44.2,125,46.5,1921,45.7,1888,92.1,3809,51333.5192695904,116967062.055144
13121010206,102.06,ARC 10,,,SDE,2015/05/21 16:55:08,6,298,94,4676,,9.1,20.1,60,79.9,238,49.3,2450,43.4,2157,92.6,4607,57080.7212355297,161200523.028088
13121010204,102.04,ARC 10,,,SDE,2015/05/21 16:55:08,6.4,332,93.6,4852,,2.4,50.9,169,49.1,163,49.3,2555,42.4,2199,91.7,4754,57105.1102362936,105121427.781422
13121007100,71,ARC 10,,,SDE,2015/05/21 16:55:08,0.9,21,99.1,2194,,-1778,57.1,12,42.9,9,7.5,167,90.9,2014,98.5,2181,31135.5445957555,26666652.3580867
13121006801,68.01,ARC 10,,,SDE,2015/05/21 16:55:08,16.7,383,83.3,1916,,-766.7,93.2,357,6.8,26,63.4,1457,18.7,430,82.1,1887,11514.3433504124,7109704.33898223
13121006900,69,ARC 10,,,SDE,2015/05/21 16:55:08,15,564,85,3186,,-113.3,91,513,9,51,32.7,1225,51.5,1930,84.1,3155,22693.9447338102,33906113.1301109
13121005200,52,ARC 10,,,SDE,2015/05/21 16:55:08,5.3,229,94.7,4131,,687.8,38.4,88,61.6,141,43.9,1915,48.9,2132,92.8,4047,23275.2223350367,24400301.1821907
13121005000,50,ARC 10,,,SDE,2015/05/21 16:55:08,9.6,218,90.4,2058,,-44,84.9,185,15.1,33,45.8,1043,42.8,974,88.6,2017,16357.0043522551,14636709.5834853
13121001500,15,ARC 10,,,SDE,2015/05/21 16:55:08,8.8,350,91.2,3617,,302.5,82.9,290,17.1,60,57.5,2282,31.1,1233,88.6,3515,14428.4040576486,12388128.4723645
13121007807,78.07,ARC 10,,,SDE,2015/05/21 16:55:08,11.9,346,88.1,2550,,-449.1,79.8,276,20.2,70,13.1,380,74.2,2149,87.3,2529,25784.5844903406,31196195.0441623
13121010510,105.10,ARC 10,,,SDE,2015/05/21 16:55:08,13.1,2127,86.9,14086,,766.3,69.3,1474,30.7,653,32.6,5291,52.4,8489,85,13780,107938.541782506,335742545.581754
13121010512,105.12,ARC 10,,,SDE,2015/05/21 16:55:08,3.2,208,96.8,6348,,213.9,71.6,149,28.4,59,37.4,2452,58.5,3837,95.9,6289,44671.0210907863,99548987.2003028
13121007802,78.02,ARC 10,,,SDE,2015/05/21 16:55:08,1.2,118,98.8,9509,,332.6,0,0,100,118,34.9,3361,63.5,6113,98.4,9474,61139.965913249,146561660.462482
13121007805,78.05,ARC 10,,,SDE,2015/05/21 16:55:08,3.1,105,96.9,3230,,-118.6,70.5,74,29.5,31,24.7,824,72.1,2406,96.9,3230,73580.6734835874,163590373.361153
13121011618,116.18,ARC 10,,,SDE,2015/05/21 16:55:08,30,1239,70,2894,,1114.5,71.2,882,28.8,357,42,1736,26.3,1087,68.3,2823,33808.1410292137,56256180.3966317
13121011610,116.10,ARC 10,,,SDE,2015/05/21 16:55:08,15.1,772,84.9,4326,,-1.7,47.3,365,52.7,407,44.1,2246,38.2,1947,82.2,4193,37716.0911767339,50831417.6765959
13121011614,116.14,ARC 10,,,SDE,2015/05/21 16:55:08,27.6,3808,72.4,9997,,2205.5,57.2,2178,42.8,1630,41.1,5670,29,4007,70.1,9677,56653.0212331867,91525206.4524374
13121011620,116.20,ARC 10,,,SDE,2015/05/21 16:55:08,24.3,2344,75.7,7309,,719,39.3,922,60.7,1422,44.8,4323,29.9,2889,74.7,7212,64846.0070133605,83606141.8665234
13121011420,114.20,ARC 10,,,SDE,2015/05/21 16:55:08,48.7,3932,51.3,4149,,670,79.5,3127,20.5,805,19.6,1582,31,2507,50.6,4089,18002.0227307469,17903180.2294777
13121011613,116.13,ARC 10,,,SDE,2015/05/21 16:55:08,28.9,1871,71.1,4609,,398.4,66.3,1241,33.7,630,44,2854,25.7,1668,69.8,4522,41309.6622726689,70445938.3591641
13121011426,114.26,ARC 10,,,SDE,2015/05/21 16:55:08,23.3,602,76.7,1985,,-91.7,65.3,393,34.7,209,45.2,1170,29.8,770,75,1940,22276.5208186153,15825172.9451085
13121011425,114.25,ARC 10,,,SDE,2015/05/21 16:55:08,21,1534,79,5756,,176.7,39.2,601,60.8,933,52.7,3842,23.9,1745,76.6,5587,64453.1173719141,120068209.48778
13121011423,114.23,ARC 10,,,SDE,2015/05/21 16:55:08,10.5,505,89.5,4296,,72.8,34.9,176,65.1,329,49.1,2359,39.3,1887,88.4,4246,40061.8565201606,70470580.5270759
13121011418,114.18,ARC 10,,,SDE,2015/05/21 16:55:08,4.6,305,95.4,6333,,64,57,174,43,131,47,3117,47.3,3137,94.2,6254,60701.0749732545,116931203.283994
13121002600,26,ARC 10,,,SDE,2015/05/21 16:55:08,1.3,12,98.7,888,,-1160,100,12,0,0,27.7,249,64.8,583,92.4,832,13287.1048301688,10287220.2552953
13121001700,17,ARC 10,,,SDE,2015/05/21 16:55:08,10.8,362,89.2,3003,,588,75.4,273,24.6,89,37.2,1252,51,1716,88.2,2968,14285.9079150864,13428958.9820053
13121001400,14,ARC 10,,,SDE,2015/05/21 16:55:08,9.9,206,90.1,1874,,173.3,45.6,94,54.4,112,57.7,1201,30.4,633,88.2,1834,12425.3486745676,7780467.44458087
13121003000,30,ARC 10,,,SDE,2015/05/21 16:55:08,8,211,92,2443,,1808,66.8,141,33.2,70,60.7,1611,29.6,785,90.3,2396,16839.1522463711,12754392.5378591
13121011000,110,ARC 10,,,SDE,2015/05/21 16:55:08,15.9,505,84.1,2666,,-1281.8,87.9,444,12.1,61,12.9,409,70.3,2229,83.2,2638,23955.4986093483,30742249.510211
13121007400,74,ARC 10,,,SDE,2015/05/21 16:55:08,10.6,300,89.4,2523,,-930,90,270,10,30,14,396,74.5,2103,88.5,2499,23078.92735511,25028960.3265493
13121006400,64,ARC 10,,,SDE,2015/05/21 16:55:08,12.5,121,87.5,846,,-3252,71.1,86,28.9,35,24.9,241,62.6,605,87.5,846,17301.6516469775,13519773.8636651
13121005300,53,ARC 10,,,SDE,2015/05/21 16:55:08,5.6,215,94.4,3618,,612.2,24.2,52,75.8,163,47.5,1821,44.3,1699,91.8,3520,22978.0474681393,23840143.3225097
13121005502,55.02,ARC 10,,,SDE,2015/05/21 16:55:08,0.6,14,99.4,2352,,1895.7,100,14,0,0,27.6,653,70.5,1668,98.1,2321,21520.0491650084,18318443.3163134
13121008202,82.02,ARC 10,,,SDE,2015/05/21 16:55:08,0.7,15,99.3,2142,,-907,53.3,8,46.7,7,20,432,79,1704,99,2136,37479.3104264404,75654104.8883754
13121010513,105.13,ARC 10,,,SDE,2015/05/21 16:55:08,9.6,1255,90.4,11764,,532.7,72.4,909,27.6,346,34,4424,56,7288,90,11712,97083.5757164831,314824003.180499
13121010304,103.04,ARC 10,,,SDE,2015/05/21 16:55:08,5.9,777,94.1,12343,,532.8,46.3,360,53.7,417,40.9,5372,52,6822,92.9,12194,105697.02937053,425825479.315488
13121010303,103.03,ARC 10,,,SDE,2015/05/21 16:55:08,2.1,201,97.9,9545,,237.1,68.2,137,31.8,64,34.1,3326,62.8,6119,96.9,9445,113965.40596388,376823402.709408
13121010514,105.14,ARC 10,,,SDE,2015/05/21 16:55:08,8.9,1032,91.1,10510,,374.3,46.7,482,53.3,550,37,4266,53.2,6144,90.2,10410,130443.269027856,512760704.43856
13121010301,103.01,ARC 10,,,SDE,2015/05/21 16:55:08,8.1,1282,91.9,14634,,363.3,24.2,310,75.8,972,43.5,6931,47.2,7507,90.7,14438,146138.521125644,933117573.484193
13121010400,104,ARC 10,,,SDE,2015/05/21 16:55:08,6.9,580,93.1,7805,,18.5,76.6,444,23.4,136,27.6,2312,65,5450,92.6,7762,231631.925924165,1992752476.75147
13121011421,114.21,ARC 10,,,SDE,2015/05/21 16:55:08,33.8,1381,66.2,2699,,396,77.3,1068,22.7,313,33.9,1385,27.4,1117,61.3,2502,32618.7249288664,42397066.8663694
13121011416,114.16,ARC 10,,,SDE,2015/05/21 16:55:08,9.9,529,90.1,4797,,147.3,42.5,225,57.5,304,56.7,3018,30.8,1639,87.4,4657,47628.7922107172,71635494.1987779
13121011506,115.06,ARC 10,,,SDE,2015/05/21 16:55:08,11.6,729,88.4,5568,,136.8,49.5,361,50.5,368,57.2,3599,28.3,1781,85.4,5380,47406.3570722849,122781302.430195
13121011417,114.17,ARC 10,,,SDE,2015/05/21 16:55:08,9,405,91,4082,,246.6,19,77,81,328,55.9,2508,32.5,1459,88.4,3967,50150.7083289143,82011920.5930847
13121007001,70.01,ARC 10,,,SDE,2015/05/21 16:55:08,3.3,139,96.7,4051,,-579.4,50.4,70,49.6,69,15.5,650,80.5,3371,96,4021,34939.0801924333,49104286.8292185
13121006700,67,ARC 10,,,SDE,2015/05/21 16:55:08,1.2,41,98.8,3383,,-236.9,53.7,22,46.3,19,30.3,1038,67.3,2306,97.7,3344,36526.6545026591,36717999.6249558
13121006300,63,ARC 10,,,SDE,2015/05/21 16:55:08,1,19,99,1869,,90,100,19,0,0,15.8,298,83.2,1571,99,1869,17483.695062632,14267696.9325491
13121005700,57,ARC 10,,,SDE,2015/05/21 16:55:08,0.8,12,99.2,1450,,540,33.3,4,66.7,8,26.3,385,72.8,1065,99.2,1450,15655.0368861496,8956774.95083115
13121006500,65,ARC 10,,,SDE,2015/05/21 16:55:08,3,116,97,3803,,-766.2,14.7,17,85.3,99,23.7,928,73.4,2875,97,3803,30113.8114859742,35301547.7223978
13121005501,55.01,ARC 10,,,SDE,2015/05/21 16:55:08,4.8,125,95.2,2463,,-122,42.4,53,57.6,72,23.3,604,71.8,1859,95.2,2463,15959.9995766519,12836003.9620293
13121004900,49,ARC 10,,,SDE,2015/05/21 16:55:08,4.8,132,95.2,2625,,1110,29.5,39,70.5,93,45.1,1243,49.1,1353,94.2,2596,17051.2895701248,11773786.3367541
13121004800,48,ARC 10,,,SDE,2015/05/21 16:55:08,6.2,51,93.8,771,,-6635,31.4,16,68.6,35,42.7,351,50.6,416,93.3,767,9059.05744445227,4230794.43233733
13121002800,28,ARC 10,,,SDE,2015/05/21 16:55:08,13.5,475,86.5,3048,,2296.7,53.1,252,46.9,223,29.3,1032,55.2,1945,84.5,2977,11480.6330734549,8050456.3146362
13121011419,114.19,ARC 10,,,SDE,2015/05/21 16:55:08,9,485,91,4927,,528.5,71.1,345,28.9,140,54,2924,35.4,1917,89.4,4841,46632.7197713961,74403517.9055435
13121011503,115.03,ARC 10,,,SDE,2015/05/21 16:55:08,9.6,856,90.4,8045,,259.6,31,265,69,591,50.5,4492,39,3475,89.5,7967,108861.824157186,334426553.15637
13121011615,116.15,ARC 10,,,SDE,2015/05/21 16:55:08,14.4,1378,85.6,8197,,350.8,44,606,56,772,51.7,4950,32.1,3075,83.8,8025,82512.0815797102,221459667.29354
13121011504,115.04,ARC 10,,,SDE,2015/05/21 16:55:08,6.7,850,93.3,11798,,250,46.5,395,53.5,455,56.9,7194,35,4431,91.9,11625,109098.965412025,639666712.466997
13121010515,105.15,ARC 10,,,SDE,2015/05/21 16:55:08,6.7,318,93.3,4439,,616.1,29.2,93,70.8,225,35.9,1709,57.1,2718,93.1,4427,53054.4641399746,122122277.227154
13121010516,105.16,ARC 10,,,SDE,2015/05/21 16:55:08,4.6,369,95.4,7651,,449.1,35.5,131,64.5,238,34.7,2786,58.8,4719,93.6,7505,38948.1928851381,90538858.9055952
13121010120,101.20,ARC 10,,,SDE,2015/05/21 16:55:08,20.4,430,79.6,1674,,1057.5,49.1,211,50.9,219,44.5,937,34.5,726,79,1663,21295.8785370775,11675098.8504447
13121010117,101.17,ARC 10,,,SDE,2015/05/21 16:55:08,26.4,779,73.6,2175,,678,84.6,659,15.4,120,50.1,1480,20.5,605,70.6,2085,15242.6225423587,14703794.5050492
13121001800,18,ARC 10,,,SDE,2015/05/21 16:55:08,11.5,476,88.5,3655,,915,66,314,34,162,48.3,1996,39,1612,87.3,3608,13357.7819347697,9868388.6344157
13121001300,13,ARC 10,,,SDE,2015/05/21 16:55:08,10.1,439,89.9,3915,,348,41.2,181,58.8,258,56.8,2472,32.3,1405,89,3877,15197.2246532449,14172984.7040628
13121001900,19,ARC 10,,,SDE,2015/05/21 16:55:08,15.4,562,84.6,3097,,6302.5,68,382,32,180,40.7,1488,41.8,1529,82.5,3017,15398.8854638024,10721679.6296315
13121002100,21,ARC 10,,,SDE,2015/05/21 16:55:08,10.1,296,89.9,2635,,2926.7,49.7,147,50.3,149,44.8,1312,43.2,1266,88,2578,14521.8170806411,8694749.26571537
13121004400,44,ARC 10,,,SDE,2015/05/21 16:55:08,2.5,46,97.5,1783,,1736.7,58.7,27,41.3,19,25.6,469,71.8,1314,97.5,1783,13310.6949013748,8902853.24080999
13121003200,32,ARC 10,,,SDE,2015/05/21 16:55:08,3.8,79,96.2,2014,,1287.5,45.6,36,54.4,43,48.4,1012,46.5,974,94.9,1986,16783.5910275418,11449908.8226559
13121004200,42,ARC 10,,,SDE,2015/05/21 16:55:08,3.1,78,96.9,2454,,-562,50,39,50,39,37.2,941,59.3,1502,96.5,2443,16797.5197386058,13424596.0035349
13121003800,38,ARC 10,,,SDE,2015/05/21 16:55:08,7.6,281,92.4,3424,,5646.7,73.7,207,26.3,74,63.2,2343,27.6,1022,90.8,3365,16798.8934762951,8983581.81445705
13121002500,25,ARC 10,,,SDE,2015/05/21 16:55:08,4.2,81,95.8,1852,,-256.7,67.9,55,32.1,26,22.7,439,70.7,1367,93.4,1806,12259.5745540228,9386347.19240082
13121002300,23,ARC 10,,,SDE,2015/05/21 16:55:08,1.4,16,98.6,1156,,-3095,100,16,0,0,20.1,236,78.5,920,98.6,1156,16858.230216317,12080607.0614556
13139001608,16.08,ARC 20,,,SDE,2015/05/21 16:55:08,4.2,222,95.8,5012,,567.6,62.2,138,37.8,84,52.5,2748,42.8,2241,95.3,4989,57559.8938112028,175399873.090155
13139001603,16.03,ARC 20,,,SDE,2015/05/21 16:55:08,12.1,589,87.9,4289,,104.9,59.4,350,40.6,239,32.8,1599,54,2634,86.8,4233,102091.440166664,378527957.717607
13121010118,101.18,ARC 10,,,SDE,2015/05/21 16:55:08,22.5,1139,77.5,3918,,800,76.6,872,23.4,267,44.5,2249,31.6,1599,76.1,3848,21556.2015179364,21204302.3653095
13121010113,101.13,ARC 10,,,SDE,2015/05/21 16:55:08,25.9,1873,74.1,5352,,1258.9,69.8,1308,30.2,565,34.8,2515,34.6,2503,69.5,5018,23953.132795233,23762174.1465151
13121010115,101.15,ARC 10,,,SDE,2015/05/21 16:55:08,16.7,411,83.3,2052,,475.4,36.7,151,63.3,260,48.2,1186,34.8,858,83,2044,30469.2568378899,37563857.0130844
13121010122,101.22,ARC 10,,,SDE,2015/05/21 16:55:08,37.5,2137,62.5,3566,,900.8,90.1,1925,9.9,212,37.9,2162,22.9,1307,60.8,3469,39421.3843741249,34746382.0092433
13121010114,101.14,ARC 10,,,SDE,2015/05/21 16:55:08,17.1,1176,82.9,5692,,221.9,71.8,844,28.2,332,34.8,2392,43.5,2989,78.3,5381,28475.149097914,43732767.0485134
13121000600,6,ARC 10,,,SDE,2015/05/21 16:55:08,26.2,1599,73.8,4503,,4160,94.5,1511,5.5,88,50.6,3086,21.3,1300,71.9,4386,16993.0428568533,15710672.6414122
13121006601,66.01,ARC 10,,,SDE,2015/05/21 16:55:08,0.6,12,99.4,1958,,-670,100,12,0,0,30.2,595,67.5,1329,97.7,1924,25901.03829993,21030216.9330364
13121006602,66.02,ARC 10,,,SDE,2015/05/21 16:55:08,0,0,100,976,,-1380,0,0,0,0,17,166,83,810,100,976,11338.1829194436,6832481.5189224
13121006200,62,ARC 10,,,SDE,2015/05/21 16:55:08,0.5,7,99.5,1514,,-757.5,100,7,0,0,22.9,349,76.6,1165,99.5,1514,13973.900285682,11195460.762811
13121006100,61,ARC 10,,,SDE,2015/05/21 16:55:08,1.3,45,98.7,3539,,-950,48.9,22,51.1,23,26.1,937,72.6,2602,98.7,3539,23360.3987792735,24181430.5162419
13121001600,16,ARC 10,,,SDE,2015/05/21 16:55:08,7.6,172,92.4,2082,,1705,72.1,124,27.9,48,64.9,1462,27.5,620,92.4,2082,15724.3511994616,9947863.10317709
13121003100,31,ARC 10,,,SDE,2015/05/21 16:55:08,4.3,78,95.7,1741,,-90,74.4,58,25.6,20,39,709,56.5,1027,95.4,1736,14720.0207902214,9425069.93577288
13121006802,68.02,ARC 10,,,SDE,2015/05/21 16:55:08,2.2,43,97.8,1956,,206.7,62.8,27,37.2,16,3.5,70,94.3,1886,97.8,1956,11702.8418248075,7811439.99424966
13121007602,76.02,ARC 10,,,SDE,2015/05/21 16:55:08,2.3,63,97.7,2716,,-330.8,92.1,58,7.9,5,23.2,644,74.6,2072,97.7,2716,33419.0983908328,36267014.7697272
13139001606,16.06,ARC 20,,,SDE,2015/05/21 16:55:08,14,472,86,2910,,543.6,51.9,245,48.1,227,38.9,1316,46.3,1566,85.2,2882,46879.204090166,93034796.0464442
13139001101,11.01,ARC 20,,,SDE,2015/05/21 16:55:08,61,2968,39,1900,,-808.1,96.6,2867,3.4,101,8.2,397,29.7,1448,37.9,1845,36022.1176296487,43647079.4844643
13139001605,16.05,ARC 20,,,SDE,2015/05/21 16:55:08,3.9,203,96.1,4994,,357.6,32,65,68,138,41.1,2137,54.3,2824,95.5,4961,70361.4944169169,182797016.949356
13139001604,16.04,ARC 20,,,SDE,2015/05/21 16:55:08,4.2,252,95.8,5814,,470.2,9.9,25,90.1,227,44.3,2686,50.1,3038,94.4,5724,68993.8028215073,157630773.90577
13139001502,15.02,ARC 20,,,SDE,2015/05/21 16:55:08,7.7,402,92.3,4807,,46.9,33.8,136,66.2,266,47.4,2468,44,2294,91.4,4762,96357.9103269327,494825977.475692
13139001607,16.07,ARC 20,,,SDE,2015/05/21 16:55:08,12.2,592,87.8,4247,,211.3,59.3,351,40.7,241,44.1,2133,42.4,2053,86.5,4186,55603.4320130495,157073086.242059
13139001302,13.02,ARC 20,,,SDE,2015/05/21 16:55:08,3.5,178,96.5,4936,,122.1,52.8,94,47.2,84,30.1,1539,66,3375,96.1,4914,87633.1466565926,233383230.097197
13139001301,13.01,ARC 20,,,SDE,2015/05/21 16:55:08,18,1028,82,4688,,149.1,79.5,817,20.5,211,28.4,1626,52,2974,80.5,4600,107144.455563948,338696885.978118
13139001403,14.03,ARC 20,,,SDE,2015/05/21 16:55:08,22.6,855,77.4,2923,,214.4,75.2,643,24.8,212,30.5,1152,46.9,1771,77.4,2923,50568.8019955192,119512530.180177
13139001404,14.04,ARC 20,,,SDE,2015/05/21 16:55:08,18.4,954,81.6,4217,,89.3,66.8,637,33.2,317,31,1603,49.9,2579,80.9,4182,59092.4379457244,198111639.8509
13121010212,102.12,ARC 10,,,SDE,2015/05/21 16:55:08,36.1,1888,63.9,3336,,-163.8,87.2,1647,12.8,241,32.8,1716,30.2,1577,63,3293,25757.1662673575,35639603.5109262
13121009802,98.02,ARC 10,,,SDE,2015/05/21 16:55:08,15.1,619,84.9,3486,,110.2,65.8,407,34.2,212,53.4,2191,29.7,1218,83,3409,48814.1848215103,113915588.381393
13121009403,94.03,ARC 10,,,SDE,2015/05/21 16:55:08,42.5,2372,57.5,3207,,3148,94.5,2242,5.5,130,34.9,1948,21.5,1198,56.4,3146,20673.715791353,12683678.8230456
13121009404,94.04,ARC 10,,,SDE,2015/05/21 16:55:08,8.2,370,91.8,4160,,1475,50.3,186,49.7,184,56.7,2570,32.7,1483,89.5,4053,23865.0917021446,22395320.2933519
13121010001,100.01,ARC 10,,,SDE,2015/05/21 16:55:08,14.7,626,85.3,3631,,570.6,48.1,301,51.9,325,49.1,2090,36.2,1541,85.3,3631,36391.6577551897,43948313.038325
13121009602,96.02,ARC 10,,,SDE,2015/05/21 16:55:08,11.1,518,88.9,4154,,1134.4,63.1,327,36.9,191,58.9,2752,28.7,1341,87.6,4093,28279.3285847429,25608808.6497386
13121010002,100.02,ARC 10,,,SDE,2015/05/21 16:55:08,6.9,480,93.1,6437,,793.3,44.6,214,55.4,266,46.6,3225,43.9,3040,90.6,6265,39734.8894823239,68276085.0929452
13121009502,95.02,ARC 10,,,SDE,2015/05/21 16:55:08,2.8,87,97.2,3066,,600,18.4,16,81.6,71,60.6,1911,36,1136,96.6,3047,22830.6380274544,20103953.6068401
13121008000,80,ARC 10,,,SDE,2015/05/21 16:55:08,3.1,154,96.9,4820,,-400.9,49.4,76,50.6,78,25.1,1248,71.4,3551,96.5,4799,48643.0056389821,63628878.4948884
13121003900,39,ARC 10,,,SDE,2015/05/21 16:55:08,0,0,100,1393,,-3650,0,0,0,0,32.8,457,67.2,936,100,1393,13109.2793570928,8974530.75362751
13121004100,41,ARC 10,,,SDE,2015/05/21 16:55:08,0.7,14,99.3,2000,,-1406,0,0,100,14,23.7,477,74.3,1496,98,1973,16422.3244511937,13620587.4232695
13121002400,24,ARC 10,,,SDE,2015/05/21 16:55:08,3,52,97,1684,,-388,11.5,6,88.5,46,24,417,70.2,1218,94.2,1635,16475.0004164284,14552683.2204769
13121004000,40,ARC 10,,,SDE,2015/05/21 16:55:08,2.3,58,97.7,2501,,-1558.3,50,29,50,29,20.9,534,76.3,1953,97.2,2487,18066.6018896434,17419992.8057055
13121008400,84,ARC 10,,,SDE,2015/05/21 16:55:08,1.1,38,98.9,3452,,-3184.3,31.6,12,68.4,26,17.6,613,81,2827,98.6,3440,21096.580408234,19135004.2306545
