GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Percent_Fo,Foreign_Bo,Percent_U_,U_S__Nativ,GlobalID,Pop_Chg_pe,Pct_ForBor,ForeignBor,Pct_ForBo2,ForBorn_Na,Pct_US_Nat,US_Native_,Pct_USnati,USnative_B,Pct_USnat2,USnative_2,Shape_Leng,Shape_Area
13135050528,505.28,ARC 10,,,SDE,2015/05/21 16:55:07,21.6,1098,78.4,3978,,210.5,56.8,624,43.2,474,47.7,2423,30.4,1541,78.1,3964,36000.6245435308,59386718.0618102
13135050605,506.05,ARC 10,,,SDE,2015/05/21 16:55:07,14.9,1968,85.1,11274,,866.1,53,1044,47,924,43.5,5757,39.7,5260,83.2,11017,79462.8999056592,223985130.696129
13135050606,506.06,ARC 10,,,SDE,2015/05/21 16:55:07,21.7,4560,78.3,16449,,862.5,40.5,1848,59.5,2712,38.2,8032,39.1,8223,77.4,16255,87578.8816562794,418472549.451801
13135050210,502.10,ARC 10,,,SDE,2015/05/21 16:55:07,24.5,1573,75.5,4835,,614.5,73.9,1162,26.1,411,37.8,2420,37.7,2415,75.5,4835,59730.7329759931,137880361.319625
13135050213,502.13,ARC 10,,,SDE,2015/05/21 16:55:07,25.4,3276,74.6,9635,,928.2,60.9,1996,39.1,1280,43.4,5607,30.6,3950,74,9557,58412.0846154694,187944945.808682
13135050208,502.08,ARC 10,,,SDE,2015/05/21 16:55:07,25.4,1730,74.6,5079,,980,68,1177,32,553,38.3,2607,35.1,2393,73.4,5000,49582.2012706527,77179257.5240555
13135050212,502.12,ARC 10,,,SDE,2015/05/21 16:55:07,16.5,2097,83.5,10636,,706.2,24.7,518,75.3,1579,45.5,5799,36.7,4678,82.3,10477,80852.4829159121,182543665.820795
13135050109,501.09,ARC 10,,,SDE,2015/05/21 16:55:07,13.7,910,86.3,5735,,894.4,54.1,492,45.9,418,51.8,3443,33.7,2241,85.5,5684,41932.5315040377,94378120.2376617
13135050107,501.07,ARC 10,,,SDE,2015/05/21 16:55:07,10.5,725,89.5,6155,,621,51.4,373,48.6,352,49.9,3436,38.1,2621,88,6057,70942.2927723955,199303305.344923
13135050108,501.08,ARC 10,,,SDE,2015/05/21 16:55:07,13.7,1354,86.3,8508,,921.6,49.8,674,50.2,680,51.8,5104,33.5,3301,85.2,8405,71648.950665602,159594043.922074
13135050105,501.05,ARC 10,,,SDE,2015/05/21 16:55:07,22,899,78,3188,,-70.9,97.2,874,2.8,25,19.3,790,58.4,2387,77.7,3177,66203.4000185818,156564200.108403
13135050103,501.03,ARC 10,,,SDE,2015/05/21 16:55:07,17.5,1742,82.5,8231,,346.9,53.6,933,46.4,809,38.4,3825,42.8,4264,81.1,8089,68576.0755906777,235608312.582868
13135050422,504.22,ARC 10,,,SDE,2015/05/21 16:55:07,49.7,4199,50.3,4247,,477,88.7,3725,11.3,474,20.1,1699,29.9,2527,50,4226,22545.667469949,26987701.5622994
13135050304,503.04,ARC 10,,,SDE,2015/05/21 16:55:07,39.7,2155,60.3,3279,,524.3,84.3,1817,15.7,338,29.9,1623,27,1467,56.9,3090,45685.0376141402,82847394.48585
13135050419,504.19,ARC 10,,,SDE,2015/05/21 16:55:07,52.3,4325,47.7,3940,,367.6,77.8,3365,22.2,960,17.7,1459,29.3,2420,46.9,3879,29984.8455471199,47521320.6297555
13135050306,503.06,ARC 10,,,SDE,2015/05/21 16:55:07,51.4,2453,48.6,2315,,-79.5,86.3,2118,13.7,335,13.3,633,34.9,1662,48.1,2295,53455.588508951,109289624.247074
13135050106,501.06,ARC 10,,,SDE,2015/05/21 16:55:07,25.2,2517,74.8,7457,,302.5,69.8,1756,30.2,761,25.7,2561,47,4683,72.6,7244,89634.3566136081,259062499.330634
13135050205,502.05,ARC 10,,,SDE,2015/05/21 16:55:07,23.1,964,76.9,3208,,-203,38.5,371,61.5,593,39.7,1655,34.7,1446,74.3,3101,34644.0594054603,55772772.0303739
13135050417,504.17,ARC 10,,,SDE,2015/05/21 16:55:07,49.3,2934,50.7,3020,,41,87.4,2563,12.6,371,16.3,969,33.9,2017,50.2,2986,28213.1778914832,28213262.1262794
13135050314,503.14,ARC 10,,,SDE,2015/05/21 16:55:07,35.3,3575,64.7,6555,,1386.2,77.2,2759,22.8,816,40.1,4059,24,2432,64.1,6491,42443.1960385937,57155158.2359403
13135050308,503.08,ARC 10,,,SDE,2015/05/21 16:55:07,17.9,677,82.1,3103,,70.9,26.9,182,73.1,495,44.9,1698,36.3,1372,81.2,3070,43324.6674538439,61258825.2936437
13135050309,503.09,ARC 10,,,SDE,2015/05/21 16:55:07,24.4,1978,75.6,6117,,133.1,31,614,69,1364,47.5,3848,27.7,2242,75.2,6090,57210.7227995672,133773164.641752
13135050313,503.13,ARC 10,,,SDE,2015/05/21 16:55:07,36.1,2472,63.9,4378,,195,71.7,1773,28.3,699,29,1987,31.8,2178,60.8,4165,45895.0864893573,84862692.3740365
13135050311,503.11,ARC 10,,,SDE,2015/05/21 16:55:07,18.3,480,81.7,2140,,293.2,31.5,151,68.5,329,37.2,975,43.2,1133,80.5,2108,39379.0647350574,52934781.0509154
13135050310,503.10,ARC 10,,,SDE,2015/05/21 16:55:07,19.5,1001,80.5,4138,,79.7,50.9,510,49.1,491,49.9,2565,28.9,1484,78.8,4049,44075.6697319639,79614574.2105161
13135050424,504.24,ARC 10,,,SDE,2015/05/21 16:55:07,38.7,3094,61.3,4900,,302.1,74.5,2304,25.5,790,24.8,1986,34.2,2734,59,4720,37821.3209468643,79250431.7017437
13135050421,504.21,ARC 10,,,SDE,2015/05/21 16:55:07,42.7,3239,57.3,4346,,394.8,77.4,2507,22.6,732,27.3,2069,27.7,2103,55,4172,37298.3854245897,59401540.4683719
13135050315,503.15,ARC 10,,,SDE,2015/05/21 16:55:07,21.3,1146,78.7,4231,,-878.2,77.2,885,22.8,261,43.5,2341,34.1,1835,77.7,4176,26387.1256604862,30337231.620284
13135050418,504.18,ARC 10,,,SDE,2015/05/21 16:55:07,50.3,3397,49.7,3351,,-736.3,90.8,3083,9.2,314,20.6,1392,27.1,1828,47.7,3220,25178.019576972,22262516.2995305
13135050521,505.21,ARC 10,,,SDE,2015/05/21 16:55:07,17.3,750,82.7,3573,,-161.8,60.8,456,39.2,294,37.7,1631,42.4,1831,80.1,3462,36099.7313642423,59941846.2423031
13135050522,505.22,ARC 10,,,SDE,2015/05/21 16:55:07,27.6,1426,72.4,3746,,254.4,55.4,790,44.6,636,35.8,1852,35.4,1830,71.2,3682,32992.6461882167,50102048.0097803
13135050520,505.20,ARC 10,,,SDE,2015/05/21 16:55:07,23.2,1078,76.8,3569,,66.8,67.9,732,32.1,346,37.5,1741,37.5,1741,74.9,3482,43554.0260942565,60182478.9418764
13135050511,505.11,ARC 10,,,SDE,2015/05/21 16:55:07,33.1,3458,66.9,6986,,816.2,56.2,1945,43.8,1513,33.2,3469,30.7,3208,63.9,6677,55948.9973788934,138840850.635778
13135050714,507.14,ARC 10,,,SDE,2015/05/21 16:55:07,13,654,87,4362,,216.6,38.1,249,61.9,405,49.5,2484,35.7,1790,85.2,4274,59417.8624321993,88712423.8013198
13135050429,504.29,ARC 10,,,SDE,2015/05/21 16:55:07,14.2,997,85.8,6042,,33.4,46.8,467,53.2,530,45,3170,38.9,2741,84,5911,61133.6775789863,96644592.3261122
13135050713,507.13,ARC 10,,,SDE,2015/05/21 16:55:07,16.9,1313,83.1,6463,,470,43.6,572,56.4,741,40.6,3154,42.2,3280,82.7,6434,38013.713955632,71608534.4110719
13135050423,504.23,ARC 10,,,SDE,2015/05/21 16:55:07,41.9,2862,58.1,3974,,765.2,74.2,2124,25.8,738,27.6,1890,30.3,2073,58,3963,43724.7054218686,64494964.3801033
13135050410,504.10,ARC 10,,,SDE,2015/05/21 16:55:07,39.6,2085,60.4,3178,,130,69.4,1447,30.6,638,18.3,962,39.2,2061,57.4,3023,35225.8213676205,67414107.9252509
13135050720,507.20,ARC 10,,,SDE,2015/05/21 16:55:07,9.4,715,90.6,6867,,159.5,14.7,105,85.3,610,48.2,3655,41.9,3174,90.1,6829,50546.4804109602,114298824.373668
13135050712,507.12,ARC 10,,,SDE,2015/05/21 16:55:08,12.7,845,87.3,5831,,103.8,36.6,309,63.4,536,46.1,3080,39.9,2667,86.1,5747,60502.2440096209,90104588.7293882
13135050719,507.19,ARC 10,,,SDE,2015/05/21 16:55:08,13.2,681,86.8,4460,,84.3,53.9,367,46.1,314,42.2,2169,43.4,2232,85.6,4401,37042.1446925487,63887428.9445112
13135050721,507.21,ARC 10,,,SDE,2015/05/21 16:55:08,19.8,1886,80.2,7628,,354.7,63.4,1195,36.6,691,34.2,3255,40.8,3879,75,7134,57195.4790550404,125706514.574416
13135050709,507.09,ARC 10,,,SDE,2015/05/21 16:55:08,12.9,1518,87.1,10267,,614.2,60,911,40,607,41,4833,44.1,5202,85.2,10035,82229.4739577151,219023040.24555
13135050715,507.15,ARC 10,,,SDE,2015/05/21 16:55:08,22.5,1171,77.5,4042,,34.1,56.9,666,43.1,505,38.9,2026,36.6,1910,75.5,3936,49591.4845379513,76306550.3517191
13135050415,504.15,ARC 10,,,SDE,2015/05/21 16:55:08,10.7,381,89.3,3179,,-165.8,22.3,85,77.7,296,52.8,1881,33.5,1194,86.4,3075,53841.2920653653,92011382.1342769
13135050718,507.18,ARC 10,,,SDE,2015/05/21 16:55:08,12,960,88,7048,,31.3,32.8,315,67.2,645,46.2,3697,37.9,3033,84,6730,59356.0964837916,132768265.465154
13135050427,504.27,ARC 10,,,SDE,2015/05/21 16:55:08,17.9,1102,82.1,5061,,204.8,37.9,418,62.1,684,40,2463,41,2527,81,4990,49258.1541058237,79817933.7119851
13135050428,504.28,ARC 10,,,SDE,2015/05/21 16:55:08,21,1403,79,5292,,14.8,28.6,401,71.4,1002,38.5,2576,37.3,2495,75.7,5071,45282.4370197031,81461460.6859564
13135050416,504.16,ARC 10,,,SDE,2015/05/21 16:55:08,8.7,302,91.3,3179,,72.7,49,148,51,154,41.7,1452,47.4,1650,89.1,3102,46794.3086792819,62483578.5776853
13135050425,504.25,ARC 10,,,SDE,2015/05/21 16:55:08,18.4,1011,81.6,4473,,-55.4,34.8,352,65.2,659,34.1,1870,46.9,2574,81,4444,43025.4604801381,76709999.6809731
13135050526,505.26,ARC 10,,,SDE,2015/05/21 16:55:08,34.9,1508,65.1,2812,,114.5,63.6,959,36.4,549,37.2,1605,26.2,1132,63.4,2737,26961.6723789417,29658844.0492892
13135050431,504.31,ARC 10,,,SDE,2015/05/21 16:55:08,35.2,2669,64.8,4913,,1583.8,69.8,1864,30.2,805,27.9,2113,34.6,2620,62.4,4733,52254.7618003789,58474666.8372234
13135050426,504.26,ARC 10,,,SDE,2015/05/21 16:55:08,11.3,727,88.7,5705,,-129.4,42.9,312,57.1,415,49.7,3195,37.4,2408,87.1,5603,46262.9116862314,91502649.4298504
13135050430,504.30,ARC 10,,,SDE,2015/05/21 16:55:08,20,997,80,3998,,-18.8,49.1,490,50.9,507,37.7,1882,41.6,2079,79.3,3961,38216.4490997602,70258938.0461308
13121009501,95.01,ARC 10,,,SDE,2015/05/21 16:55:08,4.3,167,95.7,3760,,-44.1,50.3,84,49.7,83,50,1965,45.5,1787,95.5,3752,29243.4873917477,48733086.3516296
13121011305,113.05,ARC 10,,,SDE,2015/05/21 16:55:08,6.5,290,93.5,4181,,-1323.6,55.5,161,44.5,129,33.7,1507,59.6,2666,93.3,4173,35645.7765208414,31576278.2644553
13121011306,113.06,ARC 10,,,SDE,2015/05/21 16:55:08,3.1,81,96.9,2555,,-462.9,25.9,21,74.1,60,38.8,1022,58.2,1533,96.9,2555,43848.1013997384,77172987.7172359
13121007706,77.06,ARC 10,,,SDE,2015/05/21 16:55:08,5.2,458,94.8,8340,,715.8,64.4,295,35.6,163,38.1,3354,55.9,4921,94.1,8275,50918.3594392195,143846088.460858
13121007703,77.03,ARC 10,,,SDE,2015/05/21 16:55:08,1.2,46,98.8,3850,,-61.2,0,0,100,46,35.7,1389,60.5,2359,96.2,3748,35318.4742572887,48769460.437161
13121003700,37,ARC 10,,,SDE,2015/05/21 16:55:08,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,4892.41393351077,974879.038446398
13121011202,112.02,ARC 10,,,SDE,2015/05/21 16:55:08,7.2,396,92.8,5123,,-1226.7,96.2,381,3.8,15,22.9,1264,69.1,3813,92,5077,26244.192491064,34526929.8048278
13121011100,111,ARC 10,,,SDE,2015/05/21 16:55:08,7.6,164,92.4,1980,,-446.9,39,64,61,100,44.8,961,46.9,1005,91.7,1966,25941.6970966449,36942015.6370402
13121011201,112.01,ARC 10,,,SDE,2015/05/21 16:55:08,12.7,442,87.3,3043,,-1516,93.9,415,6.1,27,22.6,786,61,2126,83.6,2912,30089.0794242275,40521179.7466351
13121011303,113.03,ARC 10,,,SDE,2015/05/21 16:55:08,12,1078,88,7877,,299.6,74.4,802,25.6,276,32,2868,55.6,4983,87.7,7851,53413.683114129,75555214.5609648
13121008102,81.02,ARC 10,,,SDE,2015/05/21 16:55:08,9.9,706,90.1,6420,,-233.6,96.5,681,3.5,25,18.1,1288,71.8,5116,89.9,6404,50281.6506090656,77841063.5658365
13121007002,70.02,ARC 10,,,SDE,2015/05/21 16:55:08,6.9,147,93.1,1995,,-946.5,44.9,66,55.1,81,24.9,533,68.3,1462,93.1,1995,40624.6798531935,47147476.2994195
13121011301,113.01,ARC 10,,,SDE,2015/05/21 16:55:08,6.7,318,93.3,4448,,-315.5,47.2,150,52.8,168,31.6,1505,61.5,2930,93.1,4435,31809.7328936535,54470850.6443313
13139001202,12.02,ARC 20,,,SDE,2015/05/21 16:55:08,27.8,1814,72.2,4713,,97.4,68.9,1249,31.1,565,14.7,961,56.2,3666,70.9,4627,124219.185734304,515598921.298081
13139000101,1.01,ARC 20,,,SDE,2015/05/21 16:55:08,5.2,231,94.8,4170,,45.1,55.8,129,44.2,102,21.8,961,72.2,3179,94.1,4140,190459.96170307,1014967785.80045
13139000701,7.01,ARC 20,,,SDE,2015/05/21 16:55:08,21,1227,79,4604,,139.6,89.6,1100,10.4,127,15,875,63.1,3677,78.1,4552,108023.558906376,320588061.454961
13139000702,7.02,ARC 20,,,SDE,2015/05/21 16:55:08,28.4,1470,71.6,3708,,168.2,80.5,1184,19.5,286,12.6,650,57.5,2975,70,3625,70963.2630773066,301517062.548275
13139000102,1.02,ARC 20,,,SDE,2015/05/21 16:55:08,3,107,97,3442,,8.1,0,0,100,107,17.4,618,76.5,2714,93.9,3332,184630.173386886,865647051.06733
13139000201,2.01,ARC 20,,,SDE,2015/05/21 16:55:08,9.6,577,90.4,5455,,14.7,88,508,12,69,21.6,1303,68.8,4152,90.4,5455,190343.182886582,1380839068.06552
13139000302,3.02,ARC 20,,,SDE,2015/05/21 16:55:08,8.6,532,91.4,5647,,54,65.4,348,34.6,184,30.6,1889,60.2,3719,90.8,5608,115801.833034916,453535318.642048
13139000900,9,ARC 20,,,SDE,2015/05/21 16:55:08,12.9,718,87.1,4842,,86.1,83.7,601,16.3,117,22.5,1250,63.2,3515,85.7,4765,37581.9817100283,78438089.5135848
13139000500,5,ARC 20,,,SDE,2015/05/21 16:55:08,13.3,962,86.7,6245,,3,75.5,726,24.5,236,27.6,1989,57.9,4171,85.5,6160,110463.092212525,255445833.159032
13139001402,14.02,ARC 20,,,SDE,2015/05/21 16:55:08,12.9,707,87.1,4775,,95.1,78.9,558,21.1,149,29.1,1593,56.7,3109,85.8,4702,74593.7775238325,206387938.441186
13139001002,10.02,ARC 20,,,SDE,2015/05/21 16:55:08,23.6,1539,76.4,4991,,63.8,86.7,1334,13.3,205,20.7,1351,54.8,3576,75.5,4927,94864.7051013622,242695187.295443
13139000800,8,ARC 20,,,SDE,2015/05/21 16:55:08,20.7,737,79.3,2827,,-93.7,97.2,716,2.8,21,21.2,757,56.8,2024,78,2781,36039.563456852,51730359.890924
13139000600,6,ARC 20,,,SDE,2015/05/21 16:55:08,12.6,788,87.4,5475,,42.7,83.1,655,16.9,133,21.4,1338,65.8,4119,87.1,5457,111344.517537034,328340557.971889
13139000400,4,ARC 20,,,SDE,2015/05/21 16:55:08,5.9,341,94.1,5432,,83.9,62.8,214,37.2,127,27,1560,67.1,3872,94.1,5432,86539.4465718673,270482163.682472
13121007604,76.04,ARC 10,,,SDE,2015/05/21 16:55:08,0.5,12,99.5,2247,,177.5,100,12,0,0,35.8,809,63.7,1438,99.5,2247,15991.2508706245,12041803.0786793
13121007704,77.04,ARC 10,,,SDE,2015/05/21 16:55:08,10.8,543,89.2,4500,,-26.9,82.1,446,17.9,97,30.4,1531,58.6,2954,88.9,4485,39611.5753185059,73535112.7711412
13121007603,76.03,ARC 10,,,SDE,2015/05/21 16:55:08,1.7,82,98.3,4663,,-15,100,82,0,0,23.6,1122,74.6,3541,98.3,4663,31668.5135541999,33937540.6542675
13121011427,114.27,ARC 10,,,SDE,2015/05/21 16:55:08,16.2,1134,83.8,5854,,211.1,41,465,59,669,50,3492,32.4,2263,82.4,5755,36565.2466878059,75338280.5354177
13121011616,116.16,ARC 10,,,SDE,2015/05/21 16:55:08,20.1,1015,79.9,4036,,234.5,66,670,34,345,46.2,2336,31.5,1589,77.7,3925,36219.785000326,61744225.7521098
13121011617,116.17,ARC 10,,,SDE,2015/05/21 16:55:08,19.5,1380,80.5,5687,,582.4,11.7,162,88.3,1218,55,3885,23.9,1690,78.9,5575,58165.7122665261,70834537.1226993
13121011611,116.11,ARC 10,,,SDE,2015/05/21 16:55:08,30.3,2099,69.7,4838,,413.6,78.6,1649,21.4,450,42.3,2933,25.3,1753,67.6,4686,56145.4592081474,152682394.985978
13121010800,108,ARC 10,,,SDE,2015/05/21 16:55:08,20.5,1338,79.5,5197,,91.4,90.2,1207,9.8,131,24.5,1604,52.3,3416,76.8,5020,39178.9991184503,59555123.8997665
13121980000,9800,ARC 10,,,SDE,2015/05/21 16:55:08,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,34196.7775227471,29411145.3680792
13121004300,43,ARC 10,,,SDE,2015/05/21 16:55:08,3.7,93,96.3,2390,,-1745,57,53,43,40,64.8,1608,30.2,749,94.9,2357,14135.0781537349,6612268.91734716
13121008904,89.04,ARC 10,,,SDE,2015/05/21 16:55:08,7,327,93,4344,,266.7,66.1,216,33.9,111,53.9,2519,38.8,1813,92.7,4332,34211.3959874801,32986235.2534605
13121008903,89.03,ARC 10,,,SDE,2015/05/21 16:55:08,34.1,682,65.9,1320,,-1160,96.5,658,3.5,24,35,700,28.6,573,63.6,1273,21203.4637615386,12479801.9085662
13121001001,10.01,ARC 10,,,SDE,2015/05/21 16:55:08,28.8,675,71.2,1671,,1765,87.9,593,12.1,82,46.7,1096,23.3,547,70,1643,17777.8483353169,10065000.4660827
13121009101,91.01,ARC 10,,,SDE,2015/05/21 16:55:08,7.2,319,92.8,4111,,-212.9,52.7,168,47.3,151,60.1,2661,30.1,1334,90.2,3995,23621.9884504176,18513165.3290227
13121001201,12.01,ARC 10,,,SDE,2015/05/21 16:55:08,11.3,409,88.7,3216,,5035,36.2,148,63.8,261,68.5,2484,17.1,621,85.7,3105,10866.6683401495,6106367.27571318
13121001202,12.02,ARC 10,,,SDE,2015/05/21 16:55:08,20,700,80,2801,,11070,71.1,498,28.9,202,63.2,2211,15,525,78.1,2736,10681.674708371,5178739.01815623
13121009102,91.02,ARC 10,,,SDE,2015/05/21 16:55:08,16.3,546,83.7,2807,,1405,83,453,17,93,56.4,1891,26.8,899,83.2,2790,22125.6891756543,17322425.2306329
13121010108,101.08,ARC 10,,,SDE,2015/05/21 16:55:08,12.2,457,87.8,3275,,-7.5,49.7,227,50.3,230,62.5,2334,23.7,883,86.2,3217,37450.7615940341,54400531.9706863
13121007500,75,ARC 10,,,SDE,2015/05/21 16:55:08,3.6,130,96.4,3450,,-168.5,90.8,118,9.2,12,34.3,1227,62.1,2223,96.4,3450,35587.0493307317,35491566.3038461
13121008101,81.01,ARC 10,,,SDE,2015/05/21 16:55:08,0,0,100,1243,,-480,0,0,0,0,13,161,87,1082,100,1243,19021.1777583248,9718789.02795097
13121006000,60,ARC 10,,,SDE,2015/05/21 16:55:08,1.9,64,98.1,3228,,-1455,62.5,40,37.5,24,25.1,825,72.2,2378,97.3,3203,20762.2798497671,16795770.090175
13121000700,7,ARC 10,,,SDE,2015/05/21 16:55:08,3.6,107,96.4,2892,,-1081.4,77.6,83,22.4,24,36.2,1085,60,1798,96.1,2883,22207.0991777435,18790475.2631969
13121001002,10.02,ARC 10,,,SDE,2015/05/21 16:55:08,15.2,1202,84.8,6711,,-1917.1,83.6,1005,16.4,197,48.7,3856,33.2,2629,82,6485,19835.9629627572,19097655.6097307
13121011410,114.10,ARC 10,,,SDE,2015/05/21 16:55:08,17.7,1304,82.3,6048,,32.7,60.7,791,39.3,513,47.6,3501,33.2,2440,80.8,5941,50642.7286765364,84417993.7284046
13121010107,101.07,ARC 10,,,SDE,2015/05/21 16:55:08,10.6,206,89.4,1743,,47.1,44.7,92,55.3,114,51.2,998,37.9,738,89.1,1736,44981.0270412443,59058047.5894892
13121011405,114.05,ARC 10,,,SDE,2015/05/21 16:55:08,36.5,2865,63.5,4984,,132.7,82.1,2353,17.9,512,30.8,2415,31.3,2455,62,4870,36611.6615418357,82947726.1644769
13121010106,101.06,ARC 10,,,SDE,2015/05/21 16:55:08,5.8,213,94.2,3467,,111.9,57.3,122,42.7,91,57.6,2119,35.8,1319,93.4,3438,43956.4841741412,74616727.6511067
13121002900,29,ARC 10,,,SDE,2015/05/21 16:55:08,8.5,180,91.5,1932,,3966.7,52.8,95,47.2,85,59.7,1260,30.9,653,90.6,1913,11978.6058081513,7693435.66452935
13121010110,101.10,ARC 10,,,SDE,2015/05/21 16:55:08,24.3,1182,75.7,3680,,571,62.2,735,37.8,447,48.8,2375,24.3,1181,73.1,3556,34322.4608262097,58036761.8235646
13121010205,102.05,ARC 10,,,SDE,2015/05/21 16:55:08,9.2,433,90.8,4254,,165,38.1,165,61.9,268,55,2577,34.6,1620,89.5,4197,39656.1257077472,71122880.5413536
13121010210,102.10,ARC 10,,,SDE,2015/05/21 16:55:08,14.7,799,85.3,4646,,199.4,55.7,445,44.3,354,48.5,2641,36.8,2005,85.3,4646,32670.8704578754,50692598.8846389
13121010209,102.09,ARC 10,,,SDE,2015/05/21 16:55:08,18.7,992,81.3,4323,,-24,69.1,685,30.9,307,49.8,2649,29.5,1570,79.4,4219,30009.3284299217,42008411.1388751
13121008902,89.02,ARC 10,,,SDE,2015/05/21 16:55:08,17,1058,83,5171,,317.5,80.2,849,19.8,209,45.7,2844,35.3,2198,80.9,5042,39090.2237554812,76734461.5134253
13121008500,85,ARC 10,,,SDE,2015/05/21 16:55:08,0.3,14,99.7,4372,,-682.7,100,14,0,0,14.4,632,85.3,3740,99.7,4372,37854.9567663233,40823434.2440657
13121008601,86.01,ARC 10,,,SDE,2015/05/21 16:55:08,0,0,100,4980,,-525.9,0,0,0,0,14.1,703,85.9,4277,100,4980,30189.3322815421,48537300.3849885
13121005800,58,ARC 10,,,SDE,2015/05/21 16:55:08,2.2,34,97.8,1520,,-1636,17.6,6,82.4,28,19.9,309,77,1197,96.9,1506,22024.4724229574,13521662.1611733
13121007900,79,ARC 10,,,SDE,2015/05/21 16:55:08,2.1,117,97.9,5400,,107,0,0,100,117,33,1820,64.9,3580,97.9,5400,41073.1405928045,90957405.6216278
13121010601,106.01,ARC 10,,,SDE,2015/05/21 16:55:08,10,324,90,2926,,-1088.2,69.4,225,30.6,99,21.9,713,68.1,2213,90,2926,24272.2447145636,31535850.3270831
13121008700,87,ARC 10,,,SDE,2015/05/21 16:55:08,0.4,19,99.6,4330,,-12,100,19,0,0,24.4,1060,75.2,3270,99.6,4330,62527.6893762751,83533721.6080865
13121012300,123,ARC 10,,,SDE,2015/05/21 16:55:08,10,240,90,2151,,-506.4,31.7,76,68.3,164,42,1005,46.7,1117,88.7,2122,35779.2966023388,38674975.091724
13121012000,120,ARC 10,,,SDE,2015/05/21 16:55:08,10.5,257,89.5,2198,,97.8,28.4,73,71.6,184,23,565,66.3,1627,89.3,2192,23862.0456139396,24775831.1456967
13121011900,119,ARC 10,,,SDE,2015/05/21 16:55:08,11.2,287,88.8,2273,,-253.3,79.1,227,20.9,60,39.7,1017,46.5,1190,86.2,2207,22256.265194026,16474731.4946671
13121011800,118,ARC 10,,,SDE,2015/05/21 16:55:08,6.3,184,93.7,2717,,-20,92.4,170,7.6,14,38.3,1110,54.4,1579,92.7,2689,23062.6888079539,20125485.0883462
13121011624,116.24,ARC 10,,,SDE,2015/05/21 16:55:08,17.1,752,82.9,3653,,269,24.1,181,75.9,571,58.8,2590,22.7,1000,81.5,3590,23483.7223288489,29057882.5014201
13121003600,36,ARC 10,,,SDE,2015/05/21 16:55:08,10.5,132,89.5,1123,,-1475,84.8,112,15.2,20,51.1,641,35.6,447,86.7,1088,8879.24346147462,4243291.55712205
13121003500,35,ARC 10,,,SDE,2015/05/21 16:55:08,14.2,284,85.8,1713,,-2938,58.8,167,41.2,117,48.1,961,37.5,748,85.6,1709,26615.5342716333,14856056.3510071
13121010208,102.08,ARC 10,,,SDE,2015/05/21 16:55:08,19.5,755,80.5,3113,,260.8,59.5,449,40.5,306,59,2284,21.1,817,80.2,3101,41245.6717082067,67817273.19386
13121011411,114.11,ARC 10,,,SDE,2015/05/21 16:55:08,15,993,85,5609,,-164,49,487,51,506,57.9,3823,25.9,1712,83.8,5535,36759.3147067717,82812868.1897228
13121011412,114.12,ARC 10,,,SDE,2015/05/21 16:55:08,16.8,1522,83.2,7536,,245.4,57,867,43,655,40.5,3672,41.4,3749,81.9,7421,49384.7115587305,96793965.7074524
13121011414,114.14,ARC 10,,,SDE,2015/05/21 16:55:08,14.3,1052,85.7,6305,,-2.8,58.3,613,41.7,439,51,3751,32.8,2411,83.8,6162,37389.9223435403,50519009.5918236
13121010603,106.03,ARC 10,,,SDE,2015/05/21 16:55:08,4.2,146,95.8,3344,,-786.7,94.5,138,5.5,8,30,1047,65.8,2297,95.8,3344,45245.8599415216,66468694.2134692
13121010604,106.04,ARC 10,,,SDE,2015/05/21 16:55:08,19.2,564,80.8,2377,,-1058.9,52.7,297,47.3,267,30.7,903,49.3,1451,80,2354,36416.8614668653,51020033.5253941
13121007300,73,ARC 10,,,SDE,2015/05/21 16:55:08,0.6,49,99.4,7506,,-237.7,22.4,11,77.6,38,15.3,1155,83.5,6308,98.8,7463,49660.0368251227,82578817.6088358
13121010508,105.08,ARC 10,,,SDE,2015/05/21 16:55:08,5.1,205,94.9,3777,,522,73.7,151,26.3,54,36,1434,58.6,2334,94.6,3768,35941.0143906559,42043705.0844113
13121010507,105.07,ARC 10,,,SDE,2015/05/21 16:55:08,7.5,580,92.5,7110,,301.1,79.3,460,20.7,120,36.5,2810,55.9,4299,92.4,7109,47243.7797671799,74740339.5588612
13121010511,105.11,ARC 10,,,SDE,2015/05/21 16:55:08,2.9,232,97.1,7870,,490.5,83.6,194,16.4,38,40,3241,56.4,4566,96.4,7807,65138.9437530797,174779459.311457
13121011626,116.26,ARC 10,,,SDE,2015/05/21 16:55:08,35.6,3066,64.4,5555,,1038.6,50.8,1557,49.2,1509,36.4,3135,25.1,2161,61.4,5296,35387.9549491855,62401075.2265925
13121011622,116.22,ARC 10,,,SDE,2015/05/21 16:55:08,34.3,3346,65.7,6406,,440.8,36.3,1214,63.7,2132,42.7,4161,22.4,2181,65,6342,63808.7884128429,184480931.417074
13121011424,114.24,ARC 10,,,SDE,2015/05/21 16:55:08,19.4,1085,80.6,4502,,342.6,48,521,52,564,48.8,2727,30.7,1714,79.5,4441,38426.7534712973,52552030.9097138
